   repetitions  num_vms     interface     fastclick   rate  repetition  vm_num  rxPackets   txPackets    txMpps  rxMppsCalc
0            3       16  bridge-vhost  software-tap  40000           0       1    1013166  2256685671  37.05398    0.016636
0            3       16  bridge-vhost  software-tap  40000           0       2    1013166  2256685671  37.05398    0.016636
0            3       16  bridge-vhost  software-tap  40000           0       3    1013166  2256685671  37.05398    0.016636
0            3       16  bridge-vhost  software-tap  40000           0       4    1013166  2256685671  37.05398    0.016636
0            3       16  bridge-vhost  software-tap  40000           0       5    1013166  2256685671  37.05398    0.016636
0            3       16  bridge-vhost  software-tap  40000           0       6    1013166  2256685671  37.05398    0.016636
0            3       16  bridge-vhost  software-tap  40000           0       7    1013166  2256685671  37.05398    0.016636
0            3       16  bridge-vhost  software-tap  40000           0       8    1013166  2256685671  37.05398    0.016636
0            3       16  bridge-vhost  software-tap  40000           0       9    1013164  2256685671  37.05398    0.016636
0            3       16  bridge-vhost  software-tap  40000           0      10    1013164  2256685671  37.05398    0.016636
0            3       16  bridge-vhost  software-tap  40000           0      11    1013164  2256685671  37.05398    0.016636
0            3       16  bridge-vhost  software-tap  40000           0      12    1013164  2256685671  37.05398    0.016636
0            3       16  bridge-vhost  software-tap  40000           0      13    1013164  2256685671  37.05398    0.016636
0            3       16  bridge-vhost  software-tap  40000           0      14    1013164  2256685671  37.05398    0.016636
0            3       16  bridge-vhost  software-tap  40000           0      15    1013164  2256685671  37.05398    0.016636
0            3       16  bridge-vhost  software-tap  40000           0      16    1013164  2256685671  37.05398    0.016636
