   repetitions  num_vms     interface     fastclick   rate  repetition  vm_num  rxPackets   txPackets     txMpps  rxMppsCalc
0            3       32  bridge-vhost  software-tap  40000           0       1     496282  2237842299  36.843068    0.008171
0            3       32  bridge-vhost  software-tap  40000           0       2     496281  2237842299  36.843068    0.008171
0            3       32  bridge-vhost  software-tap  40000           0       3     496281  2237842299  36.843068    0.008171
0            3       32  bridge-vhost  software-tap  40000           0       4     496281  2237842299  36.843068    0.008171
0            3       32  bridge-vhost  software-tap  40000           0       5     496281  2237842299  36.843068    0.008171
0            3       32  bridge-vhost  software-tap  40000           0       6     496281  2237842299  36.843068    0.008171
0            3       32  bridge-vhost  software-tap  40000           0       7     496281  2237842299  36.843068    0.008171
0            3       32  bridge-vhost  software-tap  40000           0       8     496281  2237842299  36.843068    0.008171
0            3       32  bridge-vhost  software-tap  40000           0       9     496275  2237842299  36.843068    0.008171
0            3       32  bridge-vhost  software-tap  40000           0      10     496275  2237842299  36.843068    0.008171
0            3       32  bridge-vhost  software-tap  40000           0      11     496275  2237842299  36.843068    0.008171
0            3       32  bridge-vhost  software-tap  40000           0      12     496275  2237842299  36.843068    0.008171
0            3       32  bridge-vhost  software-tap  40000           0      13     496275  2237842299  36.843068    0.008171
0            3       32  bridge-vhost  software-tap  40000           0      14     496275  2237842299  36.843068    0.008171
0            3       32  bridge-vhost  software-tap  40000           0      15     496275  2237842299  36.843068    0.008171
0            3       32  bridge-vhost  software-tap  40000           0      16     496275  2237842299  36.843068    0.008171
0            3       32  bridge-vhost  software-tap  40000           0      17     496273  2237842299  36.843068    0.008170
0            3       32  bridge-vhost  software-tap  40000           0      18     496273  2237842299  36.843068    0.008170
0            3       32  bridge-vhost  software-tap  40000           0      19     496273  2237842299  36.843068    0.008170
0            3       32  bridge-vhost  software-tap  40000           0      20     496273  2237842299  36.843068    0.008170
0            3       32  bridge-vhost  software-tap  40000           0      21     496273  2237842299  36.843068    0.008170
0            3       32  bridge-vhost  software-tap  40000           0      22     496273  2237842299  36.843068    0.008170
0            3       32  bridge-vhost  software-tap  40000           0      23     496273  2237842299  36.843068    0.008170
0            3       32  bridge-vhost  software-tap  40000           0      24     496273  2237842299  36.843068    0.008170
0            3       32  bridge-vhost  software-tap  40000           0      25     496268  2237842299  36.843068    0.008170
0            3       32  bridge-vhost  software-tap  40000           0      26     496268  2237842299  36.843068    0.008170
0            3       32  bridge-vhost  software-tap  40000           0      27     496268  2237842299  36.843068    0.008170
0            3       32  bridge-vhost  software-tap  40000           0      28     496268  2237842299  36.843068    0.008170
0            3       32  bridge-vhost  software-tap  40000           0      29     496268  2237842299  36.843068    0.008170
0            3       32  bridge-vhost  software-tap  40000           0      30     496268  2237842299  36.843068    0.008170
0            3       32  bridge-vhost  software-tap  40000           0      31     496268  2237842299  36.843068    0.008170
0            3       32  bridge-vhost  software-tap  40000           0      32     496268  2237842299  36.843068    0.008170
