,repetitions,num_vms,rps,interface,repetition,vm_number,op,avg_us,95th_us,99th_us,ops,runtime,ops_per_sec
0,2,32,-1,vmux-emu,0,1,read,556.5401136384532,755.0,968.0,54383.0,,
1,2,32,-1,vmux-emu,0,1,update,552.8321075276725,752.0,963.0,54386.0,,
2,2,32,-1,vmux-emu,0,1,overall,,,,,61016.0,1782.6307853677724
0,2,32,-1,vmux-emu,0,2,read,557.1534710163668,760.0,968.0,54134.0,,
1,2,32,-1,vmux-emu,0,2,update,556.8688866340743,757.0,972.0,54205.0,,
2,2,32,-1,vmux-emu,0,2,overall,,,,,61016.0,1775.583453520388
0,2,32,-1,vmux-emu,0,3,read,556.476730255276,763.0,953.0,54255.0,,
1,2,32,-1,vmux-emu,0,3,update,556.0455198850024,758.0,960.0,54262.0,,
2,2,32,-1,vmux-emu,0,3,overall,,,,,61016.0,1778.5007211223285
0,2,32,-1,vmux-emu,0,4,read,564.2694017860479,767.0,974.0,53526.0,,
1,2,32,-1,vmux-emu,0,4,update,563.5368322749347,765.0,973.0,53540.0,,
2,2,32,-1,vmux-emu,0,4,overall,,,,,61024.0,1754.4900367068694
0,2,32,-1,vmux-emu,0,5,read,582.4721447664468,795.0,1006.0,52001.0,,
1,2,32,-1,vmux-emu,0,5,update,580.8024412383877,791.0,1007.0,51777.0,,
2,2,32,-1,vmux-emu,0,5,overall,,,,,61016.0,1700.832568506621
0,2,32,-1,vmux-emu,0,6,read,568.1307089587464,777.0,979.0,52965.0,,
1,2,32,-1,vmux-emu,0,6,update,571.3386977956593,779.0,1001.0,52941.0,,
2,2,32,-1,vmux-emu,0,6,overall,,,,,61024.0,1735.4811221814368
0,2,32,-1,vmux-emu,0,7,read,570.5268513069724,774.0,1006.0,52679.0,,
1,2,32,-1,vmux-emu,0,7,update,570.1622928306714,775.0,998.0,53157.0,,
2,2,32,-1,vmux-emu,0,7,overall,,,,,61020.0,1734.4477220583415
0,2,32,-1,vmux-emu,0,8,read,574.5084194303328,783.0,1016.0,52557.0,,
1,2,32,-1,vmux-emu,0,8,update,575.5607624644622,783.0,1028.0,52409.0,,
2,2,32,-1,vmux-emu,0,8,overall,,,,,61018.0,1720.2464846438756
0,2,32,-1,vmux-emu,0,9,read,571.0059882487658,774.0,980.0,53271.0,,
