   repetitions  num_vms     interface     fastclick   rate  repetition  vm_num  rxPackets   txPackets     txMpps  rxMppsCalc
0            3       64  bridge-vhost  software-tap  40000           2       1     235802  2243719141  36.834359    0.003871
0            3       64  bridge-vhost  software-tap  40000           2       2     235802  2243719141  36.834359    0.003871
0            3       64  bridge-vhost  software-tap  40000           2       3     235802  2243719141  36.834359    0.003871
0            3       64  bridge-vhost  software-tap  40000           2       4     235802  2243719141  36.834359    0.003871
0            3       64  bridge-vhost  software-tap  40000           2       5     235802  2243719141  36.834359    0.003871
0            3       64  bridge-vhost  software-tap  40000           2       6     235802  2243719141  36.834359    0.003871
0            3       64  bridge-vhost  software-tap  40000           2       7     235802  2243719141  36.834359    0.003871
0            3       64  bridge-vhost  software-tap  40000           2       8     235802  2243719141  36.834359    0.003871
0            3       64  bridge-vhost  software-tap  40000           2       9     235798  2243719141  36.834359    0.003871
0            3       64  bridge-vhost  software-tap  40000           2      10     235798  2243719141  36.834359    0.003871
0            3       64  bridge-vhost  software-tap  40000           2      11     235798  2243719141  36.834359    0.003871
0            3       64  bridge-vhost  software-tap  40000           2      12     235798  2243719141  36.834359    0.003871
0            3       64  bridge-vhost  software-tap  40000           2      13     235798  2243719141  36.834359    0.003871
0            3       64  bridge-vhost  software-tap  40000           2      14     235798  2243719141  36.834359    0.003871
0            3       64  bridge-vhost  software-tap  40000           2      15     235798  2243719141  36.834359    0.003871
0            3       64  bridge-vhost  software-tap  40000           2      16     235798  2243719141  36.834359    0.003871
0            3       64  bridge-vhost  software-tap  40000           2      17     235798  2243719141  36.834359    0.003871
0            3       64  bridge-vhost  software-tap  40000           2      18     235798  2243719141  36.834359    0.003871
0            3       64  bridge-vhost  software-tap  40000           2      19     235798  2243719141  36.834359    0.003871
0            3       64  bridge-vhost  software-tap  40000           2      20     235798  2243719141  36.834359    0.003871
0            3       64  bridge-vhost  software-tap  40000           2      21     235797  2243719141  36.834359    0.003871
0            3       64  bridge-vhost  software-tap  40000           2      22     235797  2243719141  36.834359    0.003871
0            3       64  bridge-vhost  software-tap  40000           2      23     235798  2243719141  36.834359    0.003871
0            3       64  bridge-vhost  software-tap  40000           2      24     235797  2243719141  36.834359    0.003871
0            3       64  bridge-vhost  software-tap  40000           2      25     235792  2243719141  36.834359    0.003871
0            3       64  bridge-vhost  software-tap  40000           2      26     235792  2243719141  36.834359    0.003871
0            3       64  bridge-vhost  software-tap  40000           2      27     235792  2243719141  36.834359    0.003871
0            3       64  bridge-vhost  software-tap  40000           2      28     235792  2243719141  36.834359    0.003871
0            3       64  bridge-vhost  software-tap  40000           2      29     235792  2243719141  36.834359    0.003871
0            3       64  bridge-vhost  software-tap  40000           2      30     235792  2243719141  36.834359    0.003871
0            3       64  bridge-vhost  software-tap  40000           2      31     235792  2243719141  36.834359    0.003871
0            3       64  bridge-vhost  software-tap  40000           2      32     235792  2243719141  36.834359    0.003871
0            3       64  bridge-vhost  software-tap  40000           2      33     235789  2243719141  36.834359    0.003871
0            3       64  bridge-vhost  software-tap  40000           2      34     235789  2243719141  36.834359    0.003871
0            3       64  bridge-vhost  software-tap  40000           2      35     235789  2243719141  36.834359    0.003871
0            3       64  bridge-vhost  software-tap  40000           2      36     235789  2243719141  36.834359    0.003871
0            3       64  bridge-vhost  software-tap  40000           2      37     235789  2243719141  36.834359    0.003871
0            3       64  bridge-vhost  software-tap  40000           2      38     235789  2243719141  36.834359    0.003871
0            3       64  bridge-vhost  software-tap  40000           2      39     235789  2243719141  36.834359    0.003871
0            3       64  bridge-vhost  software-tap  40000           2      40     235789  2243719141  36.834359    0.003871
0            3       64  bridge-vhost  software-tap  40000           2      41     235789  2243719141  36.834359    0.003871
0            3       64  bridge-vhost  software-tap  40000           2      42     235789  2243719141  36.834359    0.003871
0            3       64  bridge-vhost  software-tap  40000           2      43     235789  2243719141  36.834359    0.003871
0            3       64  bridge-vhost  software-tap  40000           2      44     235789  2243719141  36.834359    0.003871
0            3       64  bridge-vhost  software-tap  40000           2      45     235789  2243719141  36.834359    0.003871
0            3       64  bridge-vhost  software-tap  40000           2      46     235789  2243719141  36.834359    0.003871
0            3       64  bridge-vhost  software-tap  40000           2      47     235789  2243719141  36.834359    0.003871
0            3       64  bridge-vhost  software-tap  40000           2      48     235789  2243719141  36.834359    0.003871
0            3       64  bridge-vhost  software-tap  40000           2      49     235784  2243719141  36.834359    0.003871
0            3       64  bridge-vhost  software-tap  40000           2      50     235784  2243719141  36.834359    0.003871
0            3       64  bridge-vhost  software-tap  40000           2      51     235785  2243719141  36.834359    0.003871
0            3       64  bridge-vhost  software-tap  40000           2      52     235786  2243719141  36.834359    0.003871
0            3       64  bridge-vhost  software-tap  40000           2      53     235785  2243719141  36.834359    0.003871
0            3       64  bridge-vhost  software-tap  40000           2      54     235785  2243719141  36.834359    0.003871
0            3       64  bridge-vhost  software-tap  40000           2      55     235785  2243719141  36.834359    0.003871
0            3       64  bridge-vhost  software-tap  40000           2      56     235785  2243719141  36.834359    0.003871
0            3       64  bridge-vhost  software-tap  40000           2      57     235785  2243719141  36.834359    0.003871
0            3       64  bridge-vhost  software-tap  40000           2      58     235786  2243719141  36.834359    0.003871
0            3       64  bridge-vhost  software-tap  40000           2      59     235786  2243719141  36.834359    0.003871
0            3       64  bridge-vhost  software-tap  40000           2      60     235785  2243719141  36.834359    0.003871
0            3       64  bridge-vhost  software-tap  40000           2      61     235786  2243719141  36.834359    0.003871
0            3       64  bridge-vhost  software-tap  40000           2      62     235785  2243719141  36.834359    0.003871
0            3       64  bridge-vhost  software-tap  40000           2      63     235786  2243719141  36.834359    0.003871
0            3       64  bridge-vhost  software-tap  40000           2      64     235785  2243719141  36.834359    0.003871
