,repetitions,num_vms,rps,interface,repetition,vm_number,op,avg_us,95th_us,99th_us,ops,runtime,ops_per_sec
0,2,4,-1,bridge,0,1,read,102.70652705345502,125.0,134.0,294528.0,,
1,2,4,-1,bridge,0,1,update,100.67881070178238,123.0,132.0,294493.0,,
2,2,4,-1,bridge,0,1,overall,,,,,61008.0,9654.815761867296
0,2,4,-1,bridge,0,2,read,106.44993336170003,125.0,137.0,284371.0,,
1,2,4,-1,bridge,0,2,update,104.53547336672058,123.0,138.0,283142.0,,
2,2,4,-1,bridge,0,2,overall,,,,,61016.0,9301.052183033958
0,2,4,-1,bridge,0,3,read,112.53098763153037,126.0,136.0,270850.0,,
1,2,4,-1,bridge,0,3,update,109.63254137102673,123.0,133.0,269331.0,,
2,2,4,-1,bridge,0,3,overall,,,,,61015.0,8853.249201016144
0,2,4,-1,bridge,0,4,read,113.75253067283926,128.0,138.0,267419.0,,
1,2,4,-1,bridge,0,4,update,110.40846959321894,125.0,135.0,267687.0,,
2,2,4,-1,bridge,0,4,overall,,,,,61019.0,8769.498025205265
