,repetitions,num_vms,rps,interface,repetition,vm_number,op,avg_us,95th_us,99th_us,ops,runtime,ops_per_sec
0,2,32,-1,bridge,0,1,read,241.52105725199897,421.0,493.0,126441.0,,
1,2,32,-1,bridge,0,1,update,234.29880812091207,413.0,484.0,126439.0,,
2,2,32,-1,bridge,0,1,overall,,,,,61017.0,4144.418768539915
0,2,32,-1,bridge,0,2,read,213.6405087391417,382.0,457.0,142863.0,,
1,2,32,-1,bridge,0,2,update,207.61463117508683,373.0,451.0,142832.0,,
2,2,32,-1,bridge,0,2,overall,,,,,61022.0,4681.836059126217
0,2,32,-1,bridge,0,3,read,232.00735846907392,420.0,485.0,131685.0,,
1,2,32,-1,bridge,0,3,update,224.67900953594756,410.0,476.0,131817.0,,
2,2,32,-1,bridge,0,3,overall,,,,,61016.0,4318.572177789432
0,2,32,-1,bridge,0,4,read,235.2159938426015,399.0,475.0,129925.0,,
1,2,32,-1,bridge,0,4,update,227.99978419373238,392.0,467.0,129746.0,,
2,2,32,-1,bridge,0,4,overall,,,,,61021.0,4255.43665295554
0,2,32,-1,bridge,0,5,read,255.17233529726835,426.0,491.0,119488.0,,
1,2,32,-1,bridge,0,5,update,249.79524590853632,418.0,488.0,118845.0,,
2,2,32,-1,bridge,0,5,overall,,,,,61017.0,3906.0098005473883
0,2,32,-1,bridge,0,6,read,232.21100309323907,409.0,475.0,131254.0,,
1,2,32,-1,bridge,0,6,update,225.1593246564121,400.0,465.0,131844.0,,
2,2,32,-1,bridge,0,6,overall,,,,,61019.0,4311.738966551402
0,2,32,-1,bridge,0,7,read,230.47526340761718,407.0,476.0,132779.0,,
1,2,32,-1,bridge,0,7,update,222.42991132589614,398.0,467.0,132846.0,,
2,2,32,-1,bridge,0,7,overall,,,,,61018.0,4353.223638926219
0,2,32,-1,bridge,0,8,read,241.1785258113908,428.0,487.0,126049.0,,
1,2,32,-1,bridge,0,8,update,235.0622909070777,418.0,482.0,126439.0,,
2,2,32,-1,bridge,0,8,overall,,,,,61018.0,4137.926513487823
0,2,32,-1,bridge,0,9,read,255.27208118443966,425.0,480.0,120023.0,,
1,2,32,-1,bridge,0,9,update,248.18319988573637,417.0,475.0,119023.0,,
2,2,32,-1,bridge,0,9,overall,,,,,61018.0,3917.6308630240255
0,2,32,-1,bridge,0,10,read,240.81456129433727,423.0,488.0,126953.0,,
1,2,32,-1,bridge,0,10,update,232.8806619593305,415.0,479.0,127319.0,,
2,2,32,-1,bridge,0,10,overall,,,,,61017.0,4167.232082862153
0,2,32,-1,bridge,0,11,read,236.71785620470664,416.0,488.0,129434.0,,
1,2,32,-1,bridge,0,11,update,229.50961986759083,407.0,479.0,128692.0,,
2,2,32,-1,bridge,0,11,overall,,,,,61017.0,4230.3948080043265
