,repetitions,num_vms,rps,interface,repetition,vm_number,op,avg_us,95th_us,99th_us,ops,runtime,ops_per_sec
0,2,8,-1,vmux-med,0,1,read,100.43093220197207,123.0,176.0,298873.0,,
1,2,8,-1,vmux-med,0,1,update,98.97207143524014,122.0,184.0,299908.0,,
2,2,8,-1,vmux-med,0,1,overall,,,,,61018.0,9813.186272903078
0,2,8,-1,vmux-med,0,2,read,99.6666445453912,118.0,162.0,301369.0,,
1,2,8,-1,vmux-med,0,2,update,98.43633270534916,117.0,162.0,300963.0,,
2,2,8,-1,vmux-med,0,2,overall,,,,,61013.0,9872.191172373101
0,2,8,-1,vmux-med,0,3,read,101.65153683130627,119.0,169.0,296324.0,,
1,2,8,-1,vmux-med,0,3,update,100.18802924154737,118.0,169.0,295470.0,,
2,2,8,-1,vmux-med,0,3,overall,,,,,61016.0,9698.996984397536
0,2,8,-1,vmux-med,0,4,read,100.77528533522498,125.0,188.0,298859.0,,
1,2,8,-1,vmux-med,0,4,update,99.41130518710162,123.0,190.0,298394.0,,
2,2,8,-1,vmux-med,0,4,overall,,,,,61016.0,9788.465320571653
0,2,8,-1,vmux-med,0,5,read,101.90052653663423,121.0,166.0,295516.0,,
1,2,8,-1,vmux-med,0,5,update,100.30076281529699,120.0,165.0,294960.0,,
2,2,8,-1,vmux-med,0,5,overall,,,,,61016.0,9677.39609282811
0,2,8,-1,vmux-med,0,6,read,100.22707922782695,124.0,175.0,300917.0,,
1,2,8,-1,vmux-med,0,6,update,98.52091024188712,122.0,179.0,300140.0,,
2,2,8,-1,vmux-med,0,6,overall,,,,,61016.0,9850.809623705258
0,2,8,-1,vmux-med,0,7,read,99.98605402817127,120.0,162.0,300732.0,,
1,2,8,-1,vmux-med,0,7,update,98.42453193722844,118.0,160.0,301028.0,,
2,2,8,-1,vmux-med,0,7,overall,,,,,61008.0,9863.62444269604
0,2,8,-1,vmux-med,0,8,read,99.20871080712254,117.0,164.0,304105.0,,
1,2,8,-1,vmux-med,0,8,update,97.41876315789473,115.0,167.0,304000.0,,
2,2,8,-1,vmux-med,0,8,overall,,,,,61015.0,9966.483651561091
