,repetitions,num_vms,rps,interface,repetition,vm_number,op,avg_us,95th_us,99th_us,ops,runtime,ops_per_sec
0,2,8,-1,vmux-emu,0,1,read,251.06315737084842,357.0,408.0,120556.0,,
1,2,8,-1,vmux-emu,0,1,update,247.26313044342155,354.0,410.0,120788.0,,
2,2,8,-1,vmux-emu,0,1,overall,,,,,61019.0,3955.2270604238024
0,2,8,-1,vmux-emu,0,2,read,242.4218254764293,353.0,389.0,124625.0,,
1,2,8,-1,vmux-emu,0,2,update,241.05138015190934,350.0,389.0,124153.0,,
2,2,8,-1,vmux-emu,0,2,overall,,,,,61012.0,4077.5257326427586
0,2,8,-1,vmux-emu,0,3,read,238.91548122466142,344.0,386.0,126043.0,,
1,2,8,-1,vmux-emu,0,3,update,237.91733958840172,342.0,387.0,126191.0,,
2,2,8,-1,vmux-emu,0,3,overall,,,,,61021.0,4133.560577506105
0,2,8,-1,vmux-emu,0,4,read,250.3718293892589,362.0,405.0,119969.0,,
1,2,8,-1,vmux-emu,0,4,update,249.06567991831517,358.0,407.0,120463.0,,
2,2,8,-1,vmux-emu,0,4,overall,,,,,61016.0,3940.4746296053495
0,2,8,-1,vmux-emu,0,5,read,243.47966451280234,350.0,397.0,124118.0,,
1,2,8,-1,vmux-emu,0,5,update,241.6222439150323,348.0,399.0,123953.0,,
2,2,8,-1,vmux-emu,0,5,overall,,,,,61020.0,4065.4047853162897
0,2,8,-1,vmux-emu,0,6,read,245.65479168534014,349.0,399.0,122723.0,,
1,2,8,-1,vmux-emu,0,6,update,244.36774940104632,347.0,400.0,122714.0,,
2,2,8,-1,vmux-emu,0,6,overall,,,,,61016.0,4022.5022944801362
0,2,8,-1,vmux-emu,0,7,read,246.7722499877904,358.0,395.0,122854.0,,
1,2,8,-1,vmux-emu,0,7,update,244.42348407199376,354.0,394.0,121955.0,,
2,2,8,-1,vmux-emu,0,7,overall,,,,,61016.0,4012.209912154189
0,2,8,-1,vmux-emu,0,8,read,247.20749811357896,359.0,392.0,121924.0,,
1,2,8,-1,vmux-emu,0,8,update,244.67208048985316,356.0,392.0,122649.0,,
2,2,8,-1,vmux-emu,0,8,overall,,,,,61010.0,4008.7362727421732
