,repetitions,num_vms,rps,interface,repetition,vm_number,op,avg_us,95th_us,99th_us,ops,runtime,ops_per_sec
0,2,8,-1,bridge-e1000,0,1,read,155.6366711317759,268.0,288.0,193351.0,,
1,2,8,-1,bridge-e1000,0,1,update,155.51912127489044,267.0,287.0,192142.0,,
2,2,8,-1,bridge-e1000,0,1,overall,,,,,61020.0,6317.486070140937
0,2,8,-1,bridge-e1000,0,2,read,169.52750956817783,273.0,293.0,177411.0,,
1,2,8,-1,bridge-e1000,0,2,update,168.2738759620145,272.0,292.0,177752.0,,
2,2,8,-1,bridge-e1000,0,2,overall,,,,,61009.0,5821.48535461981
0,2,8,-1,bridge-e1000,0,3,read,144.6253249650784,162.0,283.0,206176.0,,
1,2,8,-1,bridge-e1000,0,3,update,144.47668914210468,168.0,282.0,208079.0,,
2,2,8,-1,bridge-e1000,0,3,overall,,,,,61016.0,6789.28477776321
0,2,8,-1,bridge-e1000,0,4,read,182.00980339186552,276.0,298.0,166575.0,,
1,2,8,-1,bridge-e1000,0,4,update,178.49514586422828,274.0,295.0,166559.0,,
2,2,8,-1,bridge-e1000,0,4,overall,,,,,61017.0,5459.691561368143
0,2,8,-1,bridge-e1000,0,5,read,147.08269971775678,179.0,280.0,203725.0,,
1,2,8,-1,bridge-e1000,0,5,update,147.25055238151478,246.0,282.0,203211.0,,
2,2,8,-1,bridge-e1000,0,5,overall,,,,,61020.0,6668.895444116683
0,2,8,-1,bridge-e1000,0,6,read,169.04755335733432,273.0,294.0,178326.0,,
1,2,8,-1,bridge-e1000,0,6,update,167.65277365018306,272.0,293.0,178339.0,,
2,2,8,-1,bridge-e1000,0,6,overall,,,,,61018.0,5845.242387492215
0,2,8,-1,bridge-e1000,0,7,read,160.49589196887888,272.0,296.0,188168.0,,
1,2,8,-1,bridge-e1000,0,7,update,159.96912838127952,271.0,295.0,186320.0,,
2,2,8,-1,bridge-e1000,0,7,overall,,,,,61016.0,6137.537695030812
0,2,8,-1,bridge-e1000,0,8,read,154.07047102287032,262.0,289.0,194619.0,,
1,2,8,-1,bridge-e1000,0,8,update,153.24016622483342,262.0,288.0,195398.0,,
2,2,8,-1,bridge-e1000,0,8,overall,,,,,61015.0,6392.149471441448
