,repetitions,num_vms,rps,interface,repetition,vm_number,op,avg_us,95th_us,99th_us,ops,runtime,ops_per_sec
0,2,4,-1,vmux-emu,1,1,read,238.67071659011808,336.0,386.0,125846.0,,
1,2,4,-1,vmux-emu,1,1,update,239.82061508889956,325.0,390.0,124860.0,,
2,2,4,-1,vmux-emu,1,1,overall,,,,,61023.0,4108.385362895957
0,2,4,-1,vmux-emu,1,2,read,242.38102543399273,354.0,386.0,123850.0,,
1,2,4,-1,vmux-emu,1,2,update,241.75096463022507,338.0,384.0,124400.0,,
2,2,4,-1,vmux-emu,1,2,overall,,,,,61017.0,4068.538276218103
0,2,4,-1,vmux-emu,1,3,read,237.03682187301013,321.0,375.0,127207.0,,
1,2,4,-1,vmux-emu,1,3,update,236.30647324245865,278.0,375.0,126768.0,,
2,2,4,-1,vmux-emu,1,3,overall,,,,,61016.0,4162.432804510292
0,2,4,-1,vmux-emu,1,4,read,240.80785431613145,355.0,384.0,125587.0,,
1,2,4,-1,vmux-emu,1,4,update,239.39752537055415,345.0,383.0,124948.0,,
2,2,4,-1,vmux-emu,1,4,overall,,,,,61016.0,4106.054149731218
