   repetitions  num_vms     interface     fastclick   rate  repetition  vm_num  rxPackets   txPackets     txMpps  rxMppsCalc
0            3       16  bridge-vhost  software-tap  40000           2       1    1083399  2049121976  33.638513    0.017785
0            3       16  bridge-vhost  software-tap  40000           2       2     931881  2049121976  33.638513    0.015298
0            3       16  bridge-vhost  software-tap  40000           2       3     931623  2049121976  33.638513    0.015294
0            3       16  bridge-vhost  software-tap  40000           2       4     932040  2049121976  33.638513    0.015300
0            3       16  bridge-vhost  software-tap  40000           2       5     931447  2049121976  33.638513    0.015291
0            3       16  bridge-vhost  software-tap  40000           2       6     931624  2049121976  33.638513    0.015294
0            3       16  bridge-vhost  software-tap  40000           2       7     931453  2049121976  33.638513    0.015291
0            3       16  bridge-vhost  software-tap  40000           2       8     931554  2049121976  33.638513    0.015292
0            3       16  bridge-vhost  software-tap  40000           2       9     931738  2049121976  33.638513    0.015295
0            3       16  bridge-vhost  software-tap  40000           2      10     931874  2049121976  33.638513    0.015298
0            3       16  bridge-vhost  software-tap  40000           2      11     931652  2049121976  33.638513    0.015294
0            3       16  bridge-vhost  software-tap  40000           2      12     932823  2049121976  33.638513    0.015313
0            3       16  bridge-vhost  software-tap  40000           2      13     932197  2049121976  33.638513    0.015303
0            3       16  bridge-vhost  software-tap  40000           2      14     931895  2049121976  33.638513    0.015298
0            3       16  bridge-vhost  software-tap  40000           2      15     931405  2049121976  33.638513    0.015290
0            3       16  bridge-vhost  software-tap  40000           2      16     698601  2049121976  33.638513    0.011468
