   repetitions  num_vms  interface     fastclick   rate  repetition  vm_num  rxPackets   txPackets     txMpps  rxMppsCalc
0            3       16  vmux-dpdk  software-tap  40000           1       1    1588813  2044254493  33.558773    0.026082
0            3       16  vmux-dpdk  software-tap  40000           1       2    1637656  2044254493  33.558773    0.026884
0            3       16  vmux-dpdk  software-tap  40000           1       3    1776530  2044254493  33.558773    0.029164
0            3       16  vmux-dpdk  software-tap  40000           1       4    1618872  2044254493  33.558773    0.026576
0            3       16  vmux-dpdk  software-tap  40000           1       5    1589304  2044254493  33.558773    0.026090
0            3       16  vmux-dpdk  software-tap  40000           1       6    2851187  2044254493  33.558773    0.046805
0            3       16  vmux-dpdk  software-tap  40000           1       7    2850968  2044254493  33.558773    0.046802
0            3       16  vmux-dpdk  software-tap  40000           1       8    2930072  2044254493  33.558773    0.048100
0            3       16  vmux-dpdk  software-tap  40000           1       9    2846521  2044254493  33.558773    0.046729
0            3       16  vmux-dpdk  software-tap  40000           1      10    2863091  2044254493  33.558773    0.047001
0            3       16  vmux-dpdk  software-tap  40000           1      11    2983277  2044254493  33.558773    0.048974
0            3       16  vmux-dpdk  software-tap  40000           1      12    1559928  2044254493  33.558773    0.025608
0            3       16  vmux-dpdk  software-tap  40000           1      13    1685848  2044254493  33.558773    0.027675
0            3       16  vmux-dpdk  software-tap  40000           1      14    1666579  2044254493  33.558773    0.027359
0            3       16  vmux-dpdk  software-tap  40000           1      15    1648307  2044254493  33.558773    0.027059
0            3       16  vmux-dpdk  software-tap  40000           1      16    1593272  2044254493  33.558773    0.026155
