   repetitions  num_vms     interface     fastclick   rate  repetition  vm_num  rxPackets   txPackets    txMpps  rxMppsCalc
0            3       16  bridge-e1000  software-tap  40000           1       1    1205636  2043277145  33.54182    0.019791
0            3       16  bridge-e1000  software-tap  40000           1       2    1036725  2043277145  33.54182    0.017019
0            3       16  bridge-e1000  software-tap  40000           1       3    1036328  2043277145  33.54182    0.017012
0            3       16  bridge-e1000  software-tap  40000           1       4    1036848  2043277145  33.54182    0.017021
0            3       16  bridge-e1000  software-tap  40000           1       5    1036036  2043277145  33.54182    0.017007
0            3       16  bridge-e1000  software-tap  40000           1       6    1036186  2043277145  33.54182    0.017010
0            3       16  bridge-e1000  software-tap  40000           1       7    1036243  2043277145  33.54182    0.017011
0            3       16  bridge-e1000  software-tap  40000           1       8    1036369  2043277145  33.54182    0.017013
0            3       16  bridge-e1000  software-tap  40000           1       9    1036434  2043277145  33.54182    0.017014
0            3       16  bridge-e1000  software-tap  40000           1      10    1036607  2043277145  33.54182    0.017017
0            3       16  bridge-e1000  software-tap  40000           1      11    1036111  2043277145  33.54182    0.017008
0            3       16  bridge-e1000  software-tap  40000           1      12    1037518  2043277145  33.54182    0.017032
0            3       16  bridge-e1000  software-tap  40000           1      13    1036791  2043277145  33.54182    0.017020
0            3       16  bridge-e1000  software-tap  40000           1      14    1036497  2043277145  33.54182    0.017015
0            3       16  bridge-e1000  software-tap  40000           1      15    1036181  2043277145  33.54182    0.017010
0            3       16  bridge-e1000  software-tap  40000           1      16     777066  2043277145  33.54182    0.012756
