   repetitions  num_vms     interface     fastclick   rate  repetition  vm_num  rxPackets   txPackets    txMpps  rxMppsCalc
0            3       16  bridge-vhost  software-tap  40000           0       1    1098455  2031177296  33.34505    0.018033
0            3       16  bridge-vhost  software-tap  40000           0       2     943876  2031177296  33.34505    0.015495
0            3       16  bridge-vhost  software-tap  40000           0       3     943705  2031177296  33.34505    0.015492
0            3       16  bridge-vhost  software-tap  40000           0       4     944212  2031177296  33.34505    0.015501
0            3       16  bridge-vhost  software-tap  40000           0       5     943572  2031177296  33.34505    0.015490
0            3       16  bridge-vhost  software-tap  40000           0       6     943495  2031177296  33.34505    0.015489
0            3       16  bridge-vhost  software-tap  40000           0       7     943639  2031177296  33.34505    0.015491
0            3       16  bridge-vhost  software-tap  40000           0       8     943689  2031177296  33.34505    0.015492
0            3       16  bridge-vhost  software-tap  40000           0       9     943849  2031177296  33.34505    0.015495
0            3       16  bridge-vhost  software-tap  40000           0      10     944026  2031177296  33.34505    0.015498
0            3       16  bridge-vhost  software-tap  40000           0      11     943764  2031177296  33.34505    0.015493
0            3       16  bridge-vhost  software-tap  40000           0      12     944809  2031177296  33.34505    0.015511
0            3       16  bridge-vhost  software-tap  40000           0      13     944233  2031177296  33.34505    0.015501
0            3       16  bridge-vhost  software-tap  40000           0      14     943940  2031177296  33.34505    0.015496
0            3       16  bridge-vhost  software-tap  40000           0      15     943556  2031177296  33.34505    0.015490
0            3       16  bridge-vhost  software-tap  40000           0      16     707611  2031177296  33.34505    0.011617
