   repetitions  num_vms     interface     fastclick   rate  repetition  vm_num  rxPackets   txPackets     txMpps  rxMppsCalc
0            3       16  bridge-e1000  software-tap  40000           2       1    1219491  2042196212  33.532449    0.020024
0            3       16  bridge-e1000  software-tap  40000           2       2    1048662  2042196212  33.532449    0.017219
0            3       16  bridge-e1000  software-tap  40000           2       3    1048526  2042196212  33.532449    0.017217
0            3       16  bridge-e1000  software-tap  40000           2       4    1048903  2042196212  33.532449    0.017223
0            3       16  bridge-e1000  software-tap  40000           2       5    1048263  2042196212  33.532449    0.017212
0            3       16  bridge-e1000  software-tap  40000           2       6    1048195  2042196212  33.532449    0.017211
0            3       16  bridge-e1000  software-tap  40000           2       7    1048332  2042196212  33.532449    0.017213
0            3       16  bridge-e1000  software-tap  40000           2       8    1048389  2042196212  33.532449    0.017214
0            3       16  bridge-e1000  software-tap  40000           2       9    1048530  2042196212  33.532449    0.017217
0            3       16  bridge-e1000  software-tap  40000           2      10    1048710  2042196212  33.532449    0.017220
0            3       16  bridge-e1000  software-tap  40000           2      11    1048282  2042196212  33.532449    0.017213
0            3       16  bridge-e1000  software-tap  40000           2      12    1049699  2042196212  33.532449    0.017236
0            3       16  bridge-e1000  software-tap  40000           2      13    1049131  2042196212  33.532449    0.017227
0            3       16  bridge-e1000  software-tap  40000           2      14    1048641  2042196212  33.532449    0.017218
0            3       16  bridge-e1000  software-tap  40000           2      15    1048366  2042196212  33.532449    0.017214
0            3       16  bridge-e1000  software-tap  40000           2      16     786166  2042196212  33.532449    0.012909
