   repetitions  num_vms     interface     fastclick   rate  repetition  vm_num  rxPackets   txPackets     txMpps  rxMppsCalc
0            3       16  bridge-e1000  software-tap  40000           0       1    1219164  2037225824  33.441299    0.020013
0            3       16  bridge-e1000  software-tap  40000           0       2    1047709  2037225824  33.441299    0.017198
0            3       16  bridge-e1000  software-tap  40000           0       3    1047693  2037225824  33.441299    0.017198
0            3       16  bridge-e1000  software-tap  40000           0       4    1048210  2037225824  33.441299    0.017206
0            3       16  bridge-e1000  software-tap  40000           0       5    1047470  2037225824  33.441299    0.017194
0            3       16  bridge-e1000  software-tap  40000           0       6    1047539  2037225824  33.441299    0.017195
0            3       16  bridge-e1000  software-tap  40000           0       7    1047477  2037225824  33.441299    0.017194
0            3       16  bridge-e1000  software-tap  40000           0       8    1047447  2037225824  33.441299    0.017194
0            3       16  bridge-e1000  software-tap  40000           0       9    1047653  2037225824  33.441299    0.017197
0            3       16  bridge-e1000  software-tap  40000           0      10    1047820  2037225824  33.441299    0.017200
0            3       16  bridge-e1000  software-tap  40000           0      11    1047451  2037225824  33.441299    0.017194
0            3       16  bridge-e1000  software-tap  40000           0      12    1048665  2037225824  33.441299    0.017214
0            3       16  bridge-e1000  software-tap  40000           0      13    1048171  2037225824  33.441299    0.017206
0            3       16  bridge-e1000  software-tap  40000           0      14    1047542  2037225824  33.441299    0.017196
0            3       16  bridge-e1000  software-tap  40000           0      15    1047261  2037225824  33.441299    0.017191
0            3       16  bridge-e1000  software-tap  40000           0      16     785464  2037225824  33.441299    0.012893
