   repetitions  num_vms     interface     fastclick   rate  repetition  vm_num  rxPackets   txPackets     txMpps  rxMppsCalc
0            3       32  bridge-vhost  software-tap  40000           0       1     619414  2011974123  33.029381    0.010169
0            3       32  bridge-vhost  software-tap  40000           0       2     465954  2011974123  33.029381    0.007649
0            3       32  bridge-vhost  software-tap  40000           0       3     465989  2011974123  33.029381    0.007650
0            3       32  bridge-vhost  software-tap  40000           0       4     465950  2011974123  33.029381    0.007649
0            3       32  bridge-vhost  software-tap  40000           0       5     466099  2011974123  33.029381    0.007652
0            3       32  bridge-vhost  software-tap  40000           0       6     465796  2011974123  33.029381    0.007647
0            3       32  bridge-vhost  software-tap  40000           0       7     465765  2011974123  33.029381    0.007646
0            3       32  bridge-vhost  software-tap  40000           0       8     465791  2011974123  33.029381    0.007647
0            3       32  bridge-vhost  software-tap  40000           0       9     465722  2011974123  33.029381    0.007645
0            3       32  bridge-vhost  software-tap  40000           0      10     466061  2011974123  33.029381    0.007651
0            3       32  bridge-vhost  software-tap  40000           0      11     465541  2011974123  33.029381    0.007643
0            3       32  bridge-vhost  software-tap  40000           0      12     465616  2011974123  33.029381    0.007644
0            3       32  bridge-vhost  software-tap  40000           0      13     465601  2011974123  33.029381    0.007643
0            3       32  bridge-vhost  software-tap  40000           0      14     465741  2011974123  33.029381    0.007646
0            3       32  bridge-vhost  software-tap  40000           0      15     465868  2011974123  33.029381    0.007648
0            3       32  bridge-vhost  software-tap  40000           0      16     465599  2011974123  33.029381    0.007643
0            3       32  bridge-vhost  software-tap  40000           0      17     465656  2011974123  33.029381    0.007644
0            3       32  bridge-vhost  software-tap  40000           0      18     465775  2011974123  33.029381    0.007646
0            3       32  bridge-vhost  software-tap  40000           0      19     466184  2011974123  33.029381    0.007653
0            3       32  bridge-vhost  software-tap  40000           0      20     465576  2011974123  33.029381    0.007643
0            3       32  bridge-vhost  software-tap  40000           0      21     465595  2011974123  33.029381    0.007643
0            3       32  bridge-vhost  software-tap  40000           0      22     465798  2011974123  33.029381    0.007647
0            3       32  bridge-vhost  software-tap  40000           0      23     466619  2011974123  33.029381    0.007660
0            3       32  bridge-vhost  software-tap  40000           0      24     465662  2011974123  33.029381    0.007644
0            3       32  bridge-vhost  software-tap  40000           0      25     465585  2011974123  33.029381    0.007643
0            3       32  bridge-vhost  software-tap  40000           0      26     467296  2011974123  33.029381    0.007671
0            3       32  bridge-vhost  software-tap  40000           0      27     465960  2011974123  33.029381    0.007649
0            3       32  bridge-vhost  software-tap  40000           0      28     465516  2011974123  33.029381    0.007642
0            3       32  bridge-vhost  software-tap  40000           0      29     465607  2011974123  33.029381    0.007644
0            3       32  bridge-vhost  software-tap  40000           0      30     466001  2011974123  33.029381    0.007650
0            3       32  bridge-vhost  software-tap  40000           0      31     465660  2011974123  33.029381    0.007644
0            3       32  bridge-vhost  software-tap  40000           0      32     232835  2011974123  33.029381    0.003822
