   repetitions  num_vms     interface     fastclick   rate  repetition  vm_num  rxPackets   txPackets    txMpps  rxMppsCalc
0            3       64  bridge-e1000  software-tap  40000           1       1     164428  2091270582  34.32586    0.002699
0            3       64  bridge-e1000  software-tap  40000           1       2     164398  2091270582  34.32586    0.002698
0            3       64  bridge-e1000  software-tap  40000           1       3     164293  2091270582  34.32586    0.002697
0            3       64  bridge-e1000  software-tap  40000           1       4     164387  2091270582  34.32586    0.002698
0            3       64  bridge-e1000  software-tap  40000           1       5     164357  2091270582  34.32586    0.002698
0            3       64  bridge-e1000  software-tap  40000           1       6     164244  2091270582  34.32586    0.002696
0            3       64  bridge-e1000  software-tap  40000           1       7     164165  2091270582  34.32586    0.002695
0            3       64  bridge-e1000  software-tap  40000           1       8     164387  2091270582  34.32586    0.002698
0            3       64  bridge-e1000  software-tap  40000           1       9     164485  2091270582  34.32586    0.002700
0            3       64  bridge-e1000  software-tap  40000           1      10     164429  2091270582  34.32586    0.002699
0            3       64  bridge-e1000  software-tap  40000           1      11     164387  2091270582  34.32586    0.002698
0            3       64  bridge-e1000  software-tap  40000           1      12     164331  2091270582  34.32586    0.002697
0            3       64  bridge-e1000  software-tap  40000           1      13     164387  2091270582  34.32586    0.002698
0            3       64  bridge-e1000  software-tap  40000           1      14     164387  2091270582  34.32586    0.002698
0            3       64  bridge-e1000  software-tap  40000           1      15     164526  2091270582  34.32586    0.002701
0            3       64  bridge-e1000  software-tap  40000           1      16     164377  2091270582  34.32586    0.002698
0            3       64  bridge-e1000  software-tap  40000           1      17     164612  2091270582  34.32586    0.002702
0            3       64  bridge-e1000  software-tap  40000           1      18     164387  2091270582  34.32586    0.002698
0            3       64  bridge-e1000  software-tap  40000           1      19     164387  2091270582  34.32586    0.002698
0            3       64  bridge-e1000  software-tap  40000           1      20     164387  2091270582  34.32586    0.002698
0            3       64  bridge-e1000  software-tap  40000           1      21     164397  2091270582  34.32586    0.002698
0            3       64  bridge-e1000  software-tap  40000           1      22     164343  2091270582  34.32586    0.002698
0            3       64  bridge-e1000  software-tap  40000           1      23     164354  2091270582  34.32586    0.002698
0            3       64  bridge-e1000  software-tap  40000           1      24     164306  2091270582  34.32586    0.002697
0            3       64  bridge-e1000  software-tap  40000           1      25     164556  2091270582  34.32586    0.002701
0            3       64  bridge-e1000  software-tap  40000           1      26     164387  2091270582  34.32586    0.002698
0            3       64  bridge-e1000  software-tap  40000           1      27     164387  2091270582  34.32586    0.002698
0            3       64  bridge-e1000  software-tap  40000           1      28     164314  2091270582  34.32586    0.002697
0            3       64  bridge-e1000  software-tap  40000           1      29     164171  2091270582  34.32586    0.002695
0            3       64  bridge-e1000  software-tap  40000           1      30     164363  2091270582  34.32586    0.002698
0            3       64  bridge-e1000  software-tap  40000           1      31     164150  2091270582  34.32586    0.002694
0            3       64  bridge-e1000  software-tap  40000           1      32     164216  2091270582  34.32586    0.002695
0            3       64  bridge-e1000  software-tap  40000           1      33     164370  2091270582  34.32586    0.002698
0            3       64  bridge-e1000  software-tap  40000           1      34     164403  2091270582  34.32586    0.002698
0            3       64  bridge-e1000  software-tap  40000           1      35     164361  2091270582  34.32586    0.002698
0            3       64  bridge-e1000  software-tap  40000           1      36     164372  2091270582  34.32586    0.002698
0            3       64  bridge-e1000  software-tap  40000           1      37     164200  2091270582  34.32586    0.002695
0            3       64  bridge-e1000  software-tap  40000           1      38     164326  2091270582  34.32586    0.002697
0            3       64  bridge-e1000  software-tap  40000           1      39     164139  2091270582  34.32586    0.002694
0            3       64  bridge-e1000  software-tap  40000           1      40     164267  2091270582  34.32586    0.002696
0            3       64  bridge-e1000  software-tap  40000           1      41     164173  2091270582  34.32586    0.002695
0            3       64  bridge-e1000  software-tap  40000           1      42     164347  2091270582  34.32586    0.002698
0            3       64  bridge-e1000  software-tap  40000           1      43     164278  2091270582  34.32586    0.002696
0            3       64  bridge-e1000  software-tap  40000           1      44     164128  2091270582  34.32586    0.002694
0            3       64  bridge-e1000  software-tap  40000           1      45     164100  2091270582  34.32586    0.002694
0            3       64  bridge-e1000  software-tap  40000           1      46     164041  2091270582  34.32586    0.002693
0            3       64  bridge-e1000  software-tap  40000           1      47     164203  2091270582  34.32586    0.002695
0            3       64  bridge-e1000  software-tap  40000           1      48     164139  2091270582  34.32586    0.002694
0            3       64  bridge-e1000  software-tap  40000           1      49     163979  2091270582  34.32586    0.002692
0            3       64  bridge-e1000  software-tap  40000           1      50     164267  2091270582  34.32586    0.002696
0            3       64  bridge-e1000  software-tap  40000           1      51     164203  2091270582  34.32586    0.002695
0            3       64  bridge-e1000  software-tap  40000           1      52     163984  2091270582  34.32586    0.002692
0            3       64  bridge-e1000  software-tap  40000           1      53     164139  2091270582  34.32586    0.002694
0            3       64  bridge-e1000  software-tap  40000           1      54     164075  2091270582  34.32586    0.002693
0            3       64  bridge-e1000  software-tap  40000           1      55     164108  2091270582  34.32586    0.002694
0            3       64  bridge-e1000  software-tap  40000           1      56     164235  2091270582  34.32586    0.002696
0            3       64  bridge-e1000  software-tap  40000           1      57     164430  2091270582  34.32586    0.002699
0            3       64  bridge-e1000  software-tap  40000           1      58     163981  2091270582  34.32586    0.002692
0            3       64  bridge-e1000  software-tap  40000           1      59     164331  2091270582  34.32586    0.002697
0            3       64  bridge-e1000  software-tap  40000           1      60     164139  2091270582  34.32586    0.002694
0            3       64  bridge-e1000  software-tap  40000           1      61     164139  2091270582  34.32586    0.002694
0            3       64  bridge-e1000  software-tap  40000           1      62     164139  2091270582  34.32586    0.002694
0            3       64  bridge-e1000  software-tap  40000           1      63     164267  2091270582  34.32586    0.002696
0            3       64  bridge-e1000  software-tap  40000           1      64          0  2091270582  34.32586    0.000000
