,repetitions,num_vms,rps,interface,repetition,vm_number,op,avg_us,95th_us,99th_us,ops,runtime,ops_per_sec
0,2,4,-1,bridge,0,1,read,103.23301692511218,123.0,133.0,293292.0,,
1,2,4,-1,bridge,0,1,update,100.85764669036044,120.0,130.0,293748.0,,
2,2,4,-1,bridge,0,1,overall,,,,,61018.0,9620.76764233505
0,2,4,-1,bridge,0,2,read,116.15867962083139,129.0,145.0,262258.0,,
1,2,4,-1,bridge,0,2,update,112.85442576099706,125.0,141.0,261729.0,,
2,2,4,-1,bridge,0,2,overall,,,,,61014.0,8587.979807912938
0,2,4,-1,bridge,0,3,read,101.88000040478865,123.0,131.0,296451.0,,
1,2,4,-1,bridge,0,3,update,100.03879365593356,121.0,129.0,296466.0,,
2,2,4,-1,bridge,0,3,overall,,,,,61015.0,9717.561255428993
0,2,4,-1,bridge,0,4,read,105.89805440928167,125.0,142.0,285466.0,,
1,2,4,-1,bridge,0,4,update,103.8408628864356,123.0,140.0,285785.0,,
2,2,4,-1,bridge,0,4,overall,,,,,61016.0,9362.314802674708
