   repetitions  num_vms     interface     fastclick   rate  repetition  vm_num  rxPackets   txPackets    txMpps  rxMppsCalc
0            3       16  bridge-vhost  software-tap  40000           1       1    1092437  2020799760  33.27747    0.017990
0            3       16  bridge-vhost  software-tap  40000           1       2     937656  2020799760  33.27747    0.015441
0            3       16  bridge-vhost  software-tap  40000           1       3     937734  2020799760  33.27747    0.015442
0            3       16  bridge-vhost  software-tap  40000           1       4     937595  2020799760  33.27747    0.015440
0            3       16  bridge-vhost  software-tap  40000           1       5     938023  2020799760  33.27747    0.015447
0            3       16  bridge-vhost  software-tap  40000           1       6     937411  2020799760  33.27747    0.015437
0            3       16  bridge-vhost  software-tap  40000           1       7     937419  2020799760  33.27747    0.015437
0            3       16  bridge-vhost  software-tap  40000           1       8     937622  2020799760  33.27747    0.015440
0            3       16  bridge-vhost  software-tap  40000           1       9     937411  2020799760  33.27747    0.015437
0            3       16  bridge-vhost  software-tap  40000           1      10     938704  2020799760  33.27747    0.015458
0            3       16  bridge-vhost  software-tap  40000           1      11     937584  2020799760  33.27747    0.015440
0            3       16  bridge-vhost  software-tap  40000           1      12     937288  2020799760  33.27747    0.015435
0            3       16  bridge-vhost  software-tap  40000           1      13     937528  2020799760  33.27747    0.015439
0            3       16  bridge-vhost  software-tap  40000           1      14     937558  2020799760  33.27747    0.015439
0            3       16  bridge-vhost  software-tap  40000           1      15     938062  2020799760  33.27747    0.015448
0            3       16  bridge-vhost  software-tap  40000           1      16     702968  2020799760  33.27747    0.011576
