   repetitions  num_vms  interface     fastclick   rate  repetition  vm_num  rxPackets   txPackets     txMpps  rxMppsCalc
0            3       64  vmux-dpdk  software-tap  40000           2       1    2145019  2049142380  33.638769    0.035213
0            3       64  vmux-dpdk  software-tap  40000           2       2    2796021  2049142380  33.638769    0.045900
0            3       64  vmux-dpdk  software-tap  40000           2       3    2806959  2049142380  33.638769    0.046079
0            3       64  vmux-dpdk  software-tap  40000           2       4    2913304  2049142380  33.638769    0.047825
0            3       64  vmux-dpdk  software-tap  40000           2       5    2791526  2049142380  33.638769    0.045826
0            3       64  vmux-dpdk  software-tap  40000           2       6    2631241  2049142380  33.638769    0.043195
0            3       64  vmux-dpdk  software-tap  40000           2       7    2236805  2049142380  33.638769    0.036719
0            3       64  vmux-dpdk  software-tap  40000           2       8    2877726  2049142380  33.638769    0.047241
0            3       64  vmux-dpdk  software-tap  40000           2       9    1920347  2049142380  33.638769    0.031524
0            3       64  vmux-dpdk  software-tap  40000           2      10    2864472  2049142380  33.638769    0.047023
0            3       64  vmux-dpdk  software-tap  40000           2      11    2768295  2049142380  33.638769    0.045444
0            3       64  vmux-dpdk  software-tap  40000           2      12    2990104  2049142380  33.638769    0.049086
0            3       64  vmux-dpdk  software-tap  40000           2      13    2740699  2049142380  33.638769    0.044991
0            3       64  vmux-dpdk  software-tap  40000           2      14    2647979  2049142380  33.638769    0.043469
0            3       64  vmux-dpdk  software-tap  40000           2      15    2357441  2049142380  33.638769    0.038700
0            3       64  vmux-dpdk  software-tap  40000           2      16    2894382  2049142380  33.638769    0.047514
0            3       64  vmux-dpdk  software-tap  40000           2      17    4885139  2049142380  33.638769    0.080195
0            3       64  vmux-dpdk  software-tap  40000           2      18    3271798  2049142380  33.638769    0.053710
0            3       64  vmux-dpdk  software-tap  40000           2      19    3472388  2049142380  33.638769    0.057003
0            3       64  vmux-dpdk  software-tap  40000           2      20    3347889  2049142380  33.638769    0.054959
0            3       64  vmux-dpdk  software-tap  40000           2      21    3383006  2049142380  33.638769    0.055536
0            3       64  vmux-dpdk  software-tap  40000           2      22    3311043  2049142380  33.638769    0.054354
0            3       64  vmux-dpdk  software-tap  40000           2      23    3087790  2049142380  33.638769    0.050689
0            3       64  vmux-dpdk  software-tap  40000           2      24    3459610  2049142380  33.638769    0.056793
0            3       64  vmux-dpdk  software-tap  40000           2      25    2045002  2049142380  33.638769    0.033571
0            3       64  vmux-dpdk  software-tap  40000           2      26    2808069  2049142380  33.638769    0.046097
0            3       64  vmux-dpdk  software-tap  40000           2      27    2782963  2049142380  33.638769    0.045685
0            3       64  vmux-dpdk  software-tap  40000           2      28    2974921  2049142380  33.638769    0.048836
0            3       64  vmux-dpdk  software-tap  40000           2      29    2847012  2049142380  33.638769    0.046737
0            3       64  vmux-dpdk  software-tap  40000           2      30    2647611  2049142380  33.638769    0.043463
0            3       64  vmux-dpdk  software-tap  40000           2      31    2255022  2049142380  33.638769    0.037018
0            3       64  vmux-dpdk  software-tap  40000           2      32    2837368  2049142380  33.638769    0.046578
