   repetitions  num_vms     interface     fastclick   rate  repetition  vm_num  rxPackets   txPackets     txMpps  rxMppsCalc
0            3       32  bridge-e1000  software-tap  40000           2       1     321258  2030229650  33.330202    0.005274
0            3       32  bridge-e1000  software-tap  40000           2       2     320567  2030229650  33.330202    0.005263
0            3       32  bridge-e1000  software-tap  40000           2       3     321012  2030229650  33.330202    0.005270
0            3       32  bridge-e1000  software-tap  40000           2       4     320439  2030229650  33.330202    0.005261
0            3       32  bridge-e1000  software-tap  40000           2       5     320581  2030229650  33.330202    0.005263
0            3       32  bridge-e1000  software-tap  40000           2       6     320629  2030229650  33.330202    0.005264
0            3       32  bridge-e1000  software-tap  40000           2       7     320693  2030229650  33.330202    0.005265
0            3       32  bridge-e1000  software-tap  40000           2       8     320931  2030229650  33.330202    0.005269
0            3       32  bridge-e1000  software-tap  40000           2       9     321312  2030229650  33.330202    0.005275
0            3       32  bridge-e1000  software-tap  40000           2      10     320821  2030229650  33.330202    0.005267
0            3       32  bridge-e1000  software-tap  40000           2      11     321003  2030229650  33.330202    0.005270
0            3       32  bridge-e1000  software-tap  40000           2      12     320851  2030229650  33.330202    0.005267
0            3       32  bridge-e1000  software-tap  40000           2      13     320735  2030229650  33.330202    0.005265
0            3       32  bridge-e1000  software-tap  40000           2      14     320571  2030229650  33.330202    0.005263
0            3       32  bridge-e1000  software-tap  40000           2      15     320673  2030229650  33.330202    0.005264
0            3       32  bridge-e1000  software-tap  40000           2      16     320791  2030229650  33.330202    0.005266
0            3       32  bridge-e1000  software-tap  40000           2      17     321344  2030229650  33.330202    0.005275
0            3       32  bridge-e1000  software-tap  40000           2      18     321038  2030229650  33.330202    0.005270
0            3       32  bridge-e1000  software-tap  40000           2      19     320915  2030229650  33.330202    0.005268
0            3       32  bridge-e1000  software-tap  40000           2      20     320915  2030229650  33.330202    0.005268
0            3       32  bridge-e1000  software-tap  40000           2      21     320884  2030229650  33.330202    0.005268
0            3       32  bridge-e1000  software-tap  40000           2      22     320675  2030229650  33.330202    0.005265
0            3       32  bridge-e1000  software-tap  40000           2      23     320931  2030229650  33.330202    0.005269
0            3       32  bridge-e1000  software-tap  40000           2      24     320653  2030229650  33.330202    0.005264
0            3       32  bridge-e1000  software-tap  40000           2      25     321443  2030229650  33.330202    0.005277
0            3       32  bridge-e1000  software-tap  40000           2      26     320867  2030229650  33.330202    0.005268
0            3       32  bridge-e1000  software-tap  40000           2      27     320979  2030229650  33.330202    0.005269
0            3       32  bridge-e1000  software-tap  40000           2      28     320787  2030229650  33.330202    0.005266
0            3       32  bridge-e1000  software-tap  40000           2      29     320786  2030229650  33.330202    0.005266
0            3       32  bridge-e1000  software-tap  40000           2      30     320451  2030229650  33.330202    0.005261
0            3       32  bridge-e1000  software-tap  40000           2      31     320851  2030229650  33.330202    0.005267
0            3       32  bridge-e1000  software-tap  40000           2      32     320590  2030229650  33.330202    0.005263
