   repetitions  num_vms     interface     fastclick   rate  repetition  vm_num  rxPackets   txPackets     txMpps  rxMppsCalc
0            3       16  bridge-e1000  software-tap  40000           0       1     637883  2014395331  33.073738    0.010473
0            3       16  bridge-e1000  software-tap  40000           0       2     636803  2014395331  33.073738    0.010455
0            3       16  bridge-e1000  software-tap  40000           0       3     636774  2014395331  33.073738    0.010455
0            3       16  bridge-e1000  software-tap  40000           0       4     636871  2014395331  33.073738    0.010457
0            3       16  bridge-e1000  software-tap  40000           0       5     636437  2014395331  33.073738    0.010449
0            3       16  bridge-e1000  software-tap  40000           0       6     636386  2014395331  33.073738    0.010449
0            3       16  bridge-e1000  software-tap  40000           0       7     636799  2014395331  33.073738    0.010455
0            3       16  bridge-e1000  software-tap  40000           0       8     636775  2014395331  33.073738    0.010455
0            3       16  bridge-e1000  software-tap  40000           0       9     637851  2014395331  33.073738    0.010473
0            3       16  bridge-e1000  software-tap  40000           0      10     636987  2014395331  33.073738    0.010458
0            3       16  bridge-e1000  software-tap  40000           0      11     637058  2014395331  33.073738    0.010460
0            3       16  bridge-e1000  software-tap  40000           0      12     636775  2014395331  33.073738    0.010455
0            3       16  bridge-e1000  software-tap  40000           0      13     636587  2014395331  33.073738    0.010452
0            3       16  bridge-e1000  software-tap  40000           0      14     636459  2014395331  33.073738    0.010450
0            3       16  bridge-e1000  software-tap  40000           0      15     636025  2014395331  33.073738    0.010443
0            3       16  bridge-e1000  software-tap  40000           0      16     635864  2014395331  33.073738    0.010440
