,repetitions,num_vms,rps,interface,repetition,vm_number,op,avg_us,95th_us,99th_us,ops,runtime,ops_per_sec
0,2,16,-1,bridge,1,1,read,120.44617007490756,142.0,184.0,253112.0,,
1,2,16,-1,bridge,1,1,update,117.33848731754578,140.0,184.0,251844.0,,
2,2,16,-1,bridge,1,1,overall,,,,,61018.0,8275.525254842833
0,2,16,-1,bridge,1,2,read,118.7851875563606,135.0,169.0,256163.0,,
1,2,16,-1,bridge,1,2,update,115.53959377761788,132.0,170.0,255722.0,,
2,2,16,-1,bridge,1,2,overall,,,,,61020.0,8388.806948541462
0,2,16,-1,bridge,1,3,read,112.64535870384606,131.0,151.0,269289.0,,
1,2,16,-1,bridge,1,3,update,109.97086056846932,128.0,152.0,269566.0,,
2,2,16,-1,bridge,1,3,overall,,,,,61017.0,8831.227362866086
0,2,16,-1,bridge,1,4,read,118.88543005100651,137.0,184.0,256830.0,,
1,2,16,-1,bridge,1,4,update,115.29115091993839,134.0,185.0,255778.0,,
2,2,16,-1,bridge,1,4,overall,,,,,61013.0,8401.619327028666
0,2,16,-1,bridge,1,5,read,117.62586370619707,135.0,156.0,259058.0,,
1,2,16,-1,bridge,1,5,update,114.22338353347558,131.0,154.0,258233.0,,
2,2,16,-1,bridge,1,5,overall,,,,,61017.0,8477.817657374175
0,2,16,-1,bridge,1,6,read,119.23536504420434,135.0,161.0,254613.0,,
1,2,16,-1,bridge,1,6,update,116.29293702177752,133.0,166.0,254850.0,,
2,2,16,-1,bridge,1,6,overall,,,,,61018.0,8349.388704972303
0,2,16,-1,bridge,1,7,read,115.00544339138858,135.0,165.0,263255.0,,
1,2,16,-1,bridge,1,7,update,112.61709031498157,133.0,167.0,263190.0,,
2,2,16,-1,bridge,1,7,overall,,,,,61018.0,8627.70002294405
0,2,16,-1,bridge,1,8,read,115.90394643122407,130.0,140.0,262541.0,,
1,2,16,-1,bridge,1,8,update,112.60613619831437,127.0,138.0,262573.0,,
2,2,16,-1,bridge,1,8,overall,,,,,61017.0,8606.027828310143
0,2,16,-1,bridge,1,9,read,112.80911391084331,130.0,157.0,268359.0,,
1,2,16,-1,bridge,1,9,update,110.46087625589617,127.0,157.0,269031.0,,
2,2,16,-1,bridge,1,9,overall,,,,,61020.0,8806.784660766962
0,2,16,-1,bridge,1,10,read,118.93718227604994,134.0,157.0,255135.0,,
1,2,16,-1,bridge,1,10,update,115.92191274996965,131.0,160.0,255381.0,,
2,2,16,-1,bridge,1,10,overall,,,,,61020.0,8366.371681415929
0,2,16,-1,bridge,1,11,read,118.57507255409907,135.0,152.0,256705.0,,
1,2,16,-1,bridge,1,11,update,115.5462857053321,132.0,152.0,255284.0,,
2,2,16,-1,bridge,1,11,overall,,,,,61015.0,8391.198885519954
0,2,16,-1,bridge,1,12,read,118.27251411135353,133.0,150.0,257594.0,,
1,2,16,-1,bridge,1,12,update,114.68523964338644,130.0,146.0,257758.0,,
2,2,16,-1,bridge,1,12,overall,,,,,61018.0,8445.90120947917
0,2,16,-1,bridge,1,13,read,119.46453780184167,140.0,183.0,253030.0,,
1,2,16,-1,bridge,1,13,update,117.12525088745288,138.0,185.0,254098.0,,
2,2,16,-1,bridge,1,13,overall,,,,,61022.0,8310.576513388614
0,2,16,-1,bridge,1,14,read,116.65122050697983,133.0,147.0,259892.0,,
1,2,16,-1,bridge,1,14,update,114.25352796927776,131.0,144.0,259356.0,,
2,2,16,-1,bridge,1,14,overall,,,,,61021.0,8509.332852624506
0,2,16,-1,bridge,1,15,read,114.14806042204914,133.0,162.0,265135.0,,
1,2,16,-1,bridge,1,15,update,111.93317266051591,131.0,166.0,265550.0,,
2,2,16,-1,bridge,1,15,overall,,,,,61019.0,8697.045182648028
0,2,16,-1,bridge,1,16,read,117.99963494295012,134.0,171.0,257494.0,,
1,2,16,-1,bridge,1,16,update,115.27653812782812,131.0,172.0,257017.0,,
2,2,16,-1,bridge,1,16,overall,,,,,61024.0,8431.289328788673
