Time,Device,Direction,PacketRate,Mbit,MbitWithFraming,TotalPackets,TotalBytes
1734719765,Device: id=0,RX,0.074375146993565,38.079940444103,49.979963963074,75028,4801775
1734719765,Device: id=0,TX,52.407050562504,26832.427440351,35217.555530351,55037922,3522427200
1734719766,Device: id=0,RX,0.083498259518348,42.753779228202,56.113500751138,159078,10181311
1734719766,Device: id=0,TX,52.443137149123,26850.888257139,35241.790200999,107769741,6897263872
1734719767,Device: id=0,RX,0.08371188162652,42.860483392778,56.254384453021,243472,15582527
1734719767,Device: id=0,TX,52.395873728542,26826.682270355,35210.022066921,160592126,10277895872
1734719768,Device: id=0,RX,0.083633834820832,42.822687829976,56.204101401309,327554,20964047
1734719768,Device: id=0,TX,52.346226193021,26801.272394266,35176.668585149,213218856,13646007168
1734719769,Device: id=0,RX,0.083935161641541,42.974802760469,56.404428623116,411939,26364687
1734719769,Device: id=0,TX,52.334048074394,26795.013771068,35168.461462972,265833359,17013332992
1734719770,Device: id=0,RX,0.083793097818079,42.902066082857,56.308961733749,496181,31756175
1734719770,Device: id=0,TX,52.33353665012,26794.784005938,35168.149869957,318447210,20380621120
1734719771,Device: id=0,RX,0.083854062422417,42.933279960277,56.349929947864,580485,37151631
1734719771,Device: id=0,TX,52.3395750778,26797.862949103,35172.194961551,371067488,23748318976
1734719772,Device: id=0,RX,0.075464047139291,38.637592135317,50.711839677603,656353,42007183
1734719772,Device: id=0,TX,52.277300257256,26765.965000027,35130.333041188,423625283,27112016256
1734719773,Device: id=0,RX,0.066437997039646,34.016254484299,44.646334010642,723147,46281999
1734719773,Device: id=0,TX,52.180214485729,26716.272871955,35065.107189672,476091362,30469845696
1734719774,Device: id=0,RX,0.084005841969098,43.010991088178,56.451925803234,807612,51687759
1734719774,Device: id=0,TX,52.176341437631,26714.30769442,35062.522324441,528551714,33827310848
1734719775,Device: id=0,RX,0.084155338668565,43.087533398305,56.552387585276,892227,57103119
1734719775,Device: id=0,TX,52.162372972071,26707.129359705,35053.109035236,580993468,37183582400
1734719776,Device: id=0,RX,0.084053492083679,43.035387946843,56.483946680232,976731,62511375
1734719776,Device: id=0,TX,52.158576511934,26705.185063112,35050.557305021,633433719,40539757696
1734719777,Device: id=0,RX,0.084004740378637,43.013284074279,56.454042534861,1061412,67931319
1734719777,Device: id=0,TX,52.142560286228,26696.976645211,35039.786291007,685996689,43903785984
1734719778,Device: id=0,RX,0.083766103983708,42.891475773217,56.29405241061,1145631,73321741
1734719778,Device: id=0,TX,52.149236485718,26700.404497396,35044.282335111,738427059,47259329088
1734719779,Device: id=0,RX,0.083747466815048,42.879307741607,56.278902432014,1229831,78710617
1734719779,Device: id=0,TX,52.149224222555,26700.417570813,35044.293446422,790855710,50614764608
1734719780,Device: id=0,RX,0.083857773016112,42.940017579675,56.357261262253,1314143,84107193
1734719780,Device: id=0,TX,52.147666512421,26699.595578856,35043.222220844,843286316,53970322176
1734719781,Device: id=0,RX,0.083714783476733,42.86234311101,56.256708467287,1398312,89494056
1734719781,Device: id=0,TX,52.160382759063,26706.115463403,35051.776704853,895729654,57326695744
1734719782,Device: id=0,RX,0.083755924738722,42.884147506363,56.285095464558,1482516,94883252
1734719782,Device: id=0,TX,52.139869250301,26695.635973478,35038.015053526,948148627,60681512896
1734719783,Device: id=0,RX,0.083902844989838,42.958256634797,56.382711833171,1566935,100286068
1734719783,Device: id=0,TX,52.158782133995,26705.281694512,35050.686835951,1000625163,64040009344
1734719784,Device: id=0,RX,0.083736855010866,42.875449786065,56.273346587804,1651132,105674950
1734719784,Device: id=0,TX,52.157745675082,26704.765276471,35050.004584484,1053072705,67396651968
1734719785,Device: id=0,RX,0.083870917714542,42.944400386038,56.363747220365,1735457,111072063
1734719785,Device: id=0,TX,52.160568776233,26706.208667192,35051.899671389,1105515158,70752968640
1734719786,Device: id=0,RX,0.083717943657272,42.863587152523,56.258458137687,1819621,116458559
1734719786,Device: id=0,TX,52.152466379561,26702.059730698,35046.454351428,1157946903,74108599936
1734719787,Device: id=0,RX,0.083768876199349,42.889664614067,56.292684805963,1904124,121866751
1734719787,Device: id=0,TX,52.159686655982,26705.766673772,35051.316538729,1210562354,77475989696
1734719788,Device: id=0,RX,0.083863824389793,42.938294003089,56.356505905456,1988433,127262529
1734719788,Device: id=0,TX,52.137480645102,26694.38805312,35036.384956337,1262976961,80830524288
1734719789,Device: id=0,RX,0.083735398816756,42.872524194179,56.27018800486,2072617,132650305
1734719789,Device: id=0,TX,52.15072989245,26701.183381221,35045.300164013,1315406404,84186009856
1734719790,Device: id=0,RX,0.083772460734088,42.891499895853,56.295093613307,2156834,138040193
1734719790,Device: id=0,TX,52.153881906084,26702.798231132,35047.419336106,1367837181,87541580928
1734719791,Device: id=0,RX,0.083819104865689,42.915381691233,56.326438469743,2241098,143433089
1734719791,Device: id=0,TX,52.128254950195,26689.639032485,35030.159824516,1420242141,90895494912
1734719792,Device: id=0,RX,0.08369501915432,42.851849807012,56.243052871703,2325237,148817985
1734719792,Device: id=0,TX,52.13698721253,26694.159352464,35036.077306469,1472656129,94249992896
1734719793,Device: id=0,RX,0.083705488583865,42.857074879772,56.24995305319,2409391,154203824
1734719793,Device: id=0,TX,52.120617659302,26685.752167466,35025.050992954,1525056957,97603645376
1734719794,Device: id=0,RX,0.082892090759763,42.441550612081,55.704285133643,2473464,158304826
1734719794,Device: id=0,TX,52.201905140729,26727.375415242,35079.680237759,1561607615,99942889280
