,repetitions,num_vms,rps,interface,repetition,vm_number,op,avg_us,95th_us,99th_us,ops,runtime,ops_per_sec
0,2,4,-1,bridge,0,1,read,105.7065344101859,120.0,132.0,286514.0,,
1,2,4,-1,bridge,0,1,update,103.8141283882572,118.0,129.0,285213.0,,
2,2,4,-1,bridge,0,1,overall,,,,,61017.0,9369.96246947572
0,2,4,-1,bridge,0,2,read,117.42804747907091,131.0,151.0,259567.0,,
1,2,4,-1,bridge,0,2,update,114.25794219849794,128.0,151.0,258713.0,,
2,2,4,-1,bridge,0,2,overall,,,,,61015.0,8494.304679177252
0,2,4,-1,bridge,0,3,read,106.81895556990568,125.0,133.0,283389.0,,
1,2,4,-1,bridge,0,3,update,104.5300794072427,122.0,130.0,284231.0,,
2,2,4,-1,bridge,0,3,overall,,,,,61023.0,9301.73868869115
0,2,4,-1,bridge,0,4,read,104.3434965372291,120.0,131.0,290230.0,,
1,2,4,-1,bridge,0,4,update,102.40099480147148,118.0,129.0,289505.0,,
2,2,4,-1,bridge,0,4,overall,,,,,61015.0,9501.516020650659
