,repetitions,num_vms,rps,interface,repetition,vm_number,op,avg_us,95th_us,99th_us,ops,runtime,ops_per_sec
0,2,64,-1,vmux-med,1,1,read,622.8279362209255,3083.0,8447.0,48668.0,,
1,2,64,-1,vmux-med,1,1,update,615.7125010240027,3067.0,8279.0,48828.0,,
2,2,64,-1,vmux-med,1,1,overall,,,,,61018.0,1597.82359303812
0,2,64,-1,vmux-med,1,2,read,607.7382373239151,3099.0,8711.0,49266.0,,
1,2,64,-1,vmux-med,1,2,update,616.9108483977409,3069.0,8991.0,49399.0,,
2,2,64,-1,vmux-med,1,2,overall,,,,,61011.0,1617.1673960433363
0,2,64,-1,vmux-med,1,3,read,615.5329043224866,3181.0,8703.0,49416.0,,
1,2,64,-1,vmux-med,1,3,update,603.6589081504828,3083.0,8335.0,49494.0,,
2,2,64,-1,vmux-med,1,3,overall,,,,,61016.0,1621.0502163366987
0,2,64,-1,vmux-med,1,4,read,589.847396279287,3029.0,8583.0,51388.0,,
1,2,64,-1,vmux-med,1,4,update,580.854155350353,2805.0,8559.0,51548.0,,
2,2,64,-1,vmux-med,1,4,overall,,,,,61018.0,1686.977613163329
0,2,64,-1,vmux-med,1,5,read,661.958085566023,3395.0,8671.0,44901.0,,
1,2,64,-1,vmux-med,1,5,update,675.1183404471769,3411.0,9007.0,45217.0,,
2,2,64,-1,vmux-med,1,5,overall,,,,,61015.0,1476.9810702286322
0,2,64,-1,vmux-med,1,6,read,687.1550546752957,3335.0,9007.0,44810.0,,
1,2,64,-1,vmux-med,1,6,update,666.0128530050688,3217.0,8655.0,44192.0,,
2,2,64,-1,vmux-med,1,6,overall,,,,,61015.0,1458.6904859460788
0,2,64,-1,vmux-med,1,7,read,600.1857872735718,2989.0,8271.0,49519.0,,
1,2,64,-1,vmux-med,1,7,update,613.969219971927,3069.0,8591.0,49870.0,,
2,2,64,-1,vmux-med,1,7,overall,,,,,61014.0,1628.9540105549545
0,2,64,-1,vmux-med,1,8,read,617.8226080547081,3235.0,9015.0,48841.0,,
1,2,64,-1,vmux-med,1,8,update,623.5299607681189,3241.0,9303.0,48430.0,,
2,2,64,-1,vmux-med,1,8,overall,,,,,61009.0,1594.3713222639283
0,2,64,-1,vmux-med,1,9,read,574.4166746015121,2743.0,8303.0,52511.0,,
1,2,64,-1,vmux-med,1,9,update,569.8452502941288,2709.0,8255.0,52698.0,,
2,2,64,-1,vmux-med,1,9,overall,,,,,61034.0,1723.7769112298063
0,2,64,-1,vmux-med,1,10,read,698.9855808618712,3129.0,8447.0,42721.0,,
1,2,64,-1,vmux-med,1,10,update,719.3018136540901,3111.0,8631.0,42566.0,,
2,2,64,-1,vmux-med,1,10,overall,,,,,61139.0,1394.968841492337
0,2,64,-1,vmux-med,1,11,read,586.9573681099735,2961.0,8319.0,52449.0,,
1,2,64,-1,vmux-med,1,11,update,562.2815907144895,2649.0,8215.0,52555.0,,
2,2,64,-1,vmux-med,1,11,overall,,,,,61018.0,1720.8692516962208
0,2,64,-1,vmux-med,1,12,read,588.1249207599362,2961.0,8383.0,52057.0,,
1,2,64,-1,vmux-med,1,12,update,569.9214454045562,2833.0,8327.0,52193.0,,
2,2,64,-1,vmux-med,1,12,overall,,,,,61032.0,1708.1203303185214
0,2,64,-1,vmux-med,1,13,read,622.5859836816252,3367.0,9087.0,48044.0,,
1,2,64,-1,vmux-med,1,13,update,624.208270815777,3369.0,9063.0,48653.0,,
2,2,64,-1,vmux-med,1,13,overall,,,,,61024.0,1584.5732826428946
0,2,64,-1,vmux-med,1,14,read,602.5744887444515,2987.0,8447.0,50464.0,,
1,2,64,-1,vmux-med,1,14,update,596.9056954065438,2897.0,8687.0,50093.0,,
2,2,64,-1,vmux-med,1,14,overall,,,,,61031.0,1647.6380855630746
0,2,64,-1,vmux-med,1,15,read,604.7219975417311,2967.0,8155.0,50442.0,,
1,2,64,-1,vmux-med,1,15,update,593.5939557925312,2819.0,8155.0,50263.0,,
2,2,64,-1,vmux-med,1,15,overall,,,,,61022.0,1650.3064468552325
0,2,64,-1,vmux-med,1,16,read,591.6322182514109,2879.0,8303.0,51207.0,,
1,2,64,-1,vmux-med,1,16,update,585.7440087358384,2897.0,8407.0,51283.0,,
2,2,64,-1,vmux-med,1,16,overall,,,,,61015.0,1679.7508809309186
0,2,64,-1,vmux-med,1,17,read,392.5090730115145,1425.0,4267.0,77207.0,,
1,2,64,-1,vmux-med,1,17,update,386.26786754144183,1408.0,4279.0,77277.0,,
2,2,64,-1,vmux-med,1,17,overall,,,,,61016.0,2531.8604956077093
0,2,64,-1,vmux-med,1,18,read,391.7252960088835,1418.0,4215.0,77447.0,,
1,2,64,-1,vmux-med,1,18,update,389.4064343513443,1448.0,4171.0,76620.0,,
2,2,64,-1,vmux-med,1,18,overall,,,,,61021.0,2524.819324494846
0,2,64,-1,vmux-med,1,19,read,378.3640222208352,1423.0,4311.0,80105.0,,
1,2,64,-1,vmux-med,1,19,update,377.8534024807258,1369.0,4243.0,79251.0,,
2,2,64,-1,vmux-med,1,19,overall,,,,,61020.0,2611.5372009177318
0,2,64,-1,vmux-med,1,20,read,385.20227351725737,1503.0,4219.0,77677.0,,
1,2,64,-1,vmux-med,1,20,update,390.53029892880625,1460.0,4223.0,77577.0,,
2,2,64,-1,vmux-med,1,20,overall,,,,,61009.0,2544.772082807455
0,2,64,-1,vmux-med,1,21,read,380.41102496568607,1355.0,4243.0,80871.0,,
1,2,64,-1,vmux-med,1,21,update,365.5462642317945,1221.0,4223.0,80278.0,,
2,2,64,-1,vmux-med,1,21,overall,,,,,61022.0,2640.8344531480448
0,2,64,-1,vmux-med,1,22,read,403.9999465911822,1457.0,4291.0,74894.0,,
1,2,64,-1,vmux-med,1,22,update,400.99771105786607,1428.0,4339.0,74707.0,,
2,2,64,-1,vmux-med,1,22,overall,,,,,61017.0,2451.7921235065637
0,2,64,-1,vmux-med,1,23,read,399.490965028429,1514.0,4215.0,77034.0,,
1,2,64,-1,vmux-med,1,23,update,383.0956766037147,1379.0,4167.0,76884.0,,
2,2,64,-1,vmux-med,1,23,overall,,,,,61028.0,2522.0882217998296
0,2,64,-1,vmux-med,1,24,read,392.12163980233373,1408.0,4291.0,77302.0,,
1,2,64,-1,vmux-med,1,24,update,386.73734790358833,1393.0,4279.0,77418.0,,
2,2,64,-1,vmux-med,1,24,overall,,,,,61014.0,2535.8114531091223
0,2,64,-1,vmux-med,1,25,read,607.414092971424,2987.0,8255.0,50252.0,,
1,2,64,-1,vmux-med,1,25,update,591.6205570608862,2959.0,8263.0,50192.0,,
2,2,64,-1,vmux-med,1,25,overall,,,,,61029.0,1645.8405020563994
0,2,64,-1,vmux-med,1,26,read,584.8563167087134,2981.0,8583.0,51530.0,,
1,2,64,-1,vmux-med,1,26,update,586.1944029343839,2903.0,8591.0,51527.0,,
2,2,64,-1,vmux-med,1,26,overall,,,,,61012.0,1689.1267291680326
0,2,64,-1,vmux-med,1,27,read,560.8288273222216,2879.0,8295.0,53817.0,,
1,2,64,-1,vmux-med,1,27,update,555.6202706434686,2779.0,8239.0,54315.0,,
2,2,64,-1,vmux-med,1,27,overall,,,,,61012.0,1772.3070871304005
0,2,64,-1,vmux-med,1,28,read,541.7855661098373,2573.0,8271.0,54954.0,,
1,2,64,-1,vmux-med,1,28,update,556.2750132393492,2731.0,8503.0,54761.0,,
2,2,64,-1,vmux-med,1,28,overall,,,,,61018.0,1798.075977580386
0,2,64,-1,vmux-med,1,29,read,575.5746507289962,2859.0,8303.0,52538.0,,
1,2,64,-1,vmux-med,1,29,update,576.51589698217,2905.0,8335.0,51991.0,,
2,2,64,-1,vmux-med,1,29,overall,,,,,61024.0,1712.9162296801258
0,2,64,-1,vmux-med,1,30,read,645.0994924285503,3231.0,8319.0,47481.0,,
1,2,64,-1,vmux-med,1,30,update,622.328828545687,3047.0,8503.0,47727.0,,
2,2,64,-1,vmux-med,1,30,overall,,,,,61023.0,1560.198613637481
0,2,64,-1,vmux-med,1,31,read,598.8689455908478,3009.0,8735.0,51223.0,,
1,2,64,-1,vmux-med,1,31,update,575.5601198117245,2871.0,8511.0,51414.0,,
2,2,64,-1,vmux-med,1,31,overall,,,,,61013.0,1682.2152655991347
0,2,64,-1,vmux-med,1,32,read,571.1473992284156,2847.0,8559.0,52619.0,,
1,2,64,-1,vmux-med,1,32,update,577.5409864139742,2861.0,8839.0,52554.0,,
2,2,64,-1,vmux-med,1,32,overall,,,,,61011.0,1723.8366851879168
0,2,64,-1,vmux-med,1,33,read,568.3764179492416,2725.0,8543.0,53863.0,,
1,2,64,-1,vmux-med,1,33,update,551.1141339672046,2585.0,8231.0,53849.0,,
2,2,64,-1,vmux-med,1,33,overall,,,,,61014.0,1765.3653259907562
0,2,64,-1,vmux-med,1,34,read,542.9936553269947,2753.0,8231.0,55322.0,,
1,2,64,-1,vmux-med,1,34,update,545.2920256876113,2525.0,8255.0,55591.0,,
2,2,64,-1,vmux-med,1,34,overall,,,,,61012.0,1817.8882842719465
0,2,64,-1,vmux-med,1,35,read,650.6619080393419,2805.0,8295.0,45041.0,,
1,2,64,-1,vmux-med,1,35,update,690.5771391769748,2809.0,8439.0,45029.0,,
2,2,64,-1,vmux-med,1,35,overall,,,,,61015.0,1476.1943784315333
0,2,64,-1,vmux-med,1,36,read,552.721026549953,2605.0,8199.0,55292.0,,
1,2,64,-1,vmux-med,1,36,update,539.2868543238537,2425.0,8183.0,55136.0,,
2,2,64,-1,vmux-med,1,36,overall,,,,,61012.0,1809.9390283878581
0,2,64,-1,vmux-med,1,37,read,553.0609580160339,2691.0,8423.0,54759.0,,
1,2,64,-1,vmux-med,1,37,update,552.2215557845158,2665.0,8279.0,54352.0,,
2,2,64,-1,vmux-med,1,37,overall,,,,,61015.0,1788.2651806932722
0,2,64,-1,vmux-med,1,38,read,592.204614723351,2767.0,8743.0,51184.0,,
1,2,64,-1,vmux-med,1,38,update,593.18607777624,2717.0,8695.0,50581.0,,
2,2,64,-1,vmux-med,1,38,overall,,,,,61022.0,1667.6772311625316
0,2,64,-1,vmux-med,1,39,read,566.5430476082564,2617.0,8151.0,52953.0,,
1,2,64,-1,vmux-med,1,39,update,572.4044329683171,2619.0,8207.0,53057.0,,
2,2,64,-1,vmux-med,1,39,overall,,,,,61011.0,1737.5555227745817
0,2,64,-1,vmux-med,1,40,read,632.269538396086,2897.0,8647.0,47010.0,,
1,2,64,-1,vmux-med,1,40,update,653.907817770377,2897.0,8831.0,46842.0,,
2,2,64,-1,vmux-med,1,40,overall,,,,,61020.0,1538.0530973451328
0,2,64,-1,vmux-med,1,41,read,370.7014302741359,1232.0,4195.0,82222.0,,
1,2,64,-1,vmux-med,1,41,update,362.7093678839761,1220.0,4195.0,82121.0,,
2,2,64,-1,vmux-med,1,41,overall,,,,,61011.0,2693.661798692039
0,2,64,-1,vmux-med,1,42,read,370.8918211667119,1285.0,4167.0,81014.0,,
1,2,64,-1,vmux-med,1,42,update,368.876403668826,1290.0,4155.0,81661.0,,
2,2,64,-1,vmux-med,1,42,overall,,,,,61010.0,2666.366169480413
0,2,64,-1,vmux-med,1,43,read,377.00785949451694,1297.0,4247.0,80794.0,,
1,2,64,-1,vmux-med,1,43,update,366.965875480627,1204.0,4235.0,81144.0,,
2,2,64,-1,vmux-med,1,43,overall,,,,,61020.0,2653.8511963290725
0,2,64,-1,vmux-med,1,44,read,477.157765229187,1398.0,4239.0,63398.0,,
1,2,64,-1,vmux-med,1,44,update,473.91580159656706,1375.0,4227.0,63386.0,,
2,2,64,-1,vmux-med,1,44,overall,,,,,61016.0,2077.881211485512
0,2,64,-1,vmux-med,1,45,read,371.087421054553,1243.0,4255.0,82177.0,,
1,2,64,-1,vmux-med,1,45,update,365.0711846082021,1231.0,4251.0,81394.0,,
2,2,64,-1,vmux-med,1,45,overall,,,,,61015.0,2680.8325821519297
0,2,64,-1,vmux-med,1,46,read,351.7093868946536,1104.0,4143.0,85385.0,,
1,2,64,-1,vmux-med,1,46,update,352.1833181743977,1121.0,4151.0,85758.0,,
