,repetitions,num_vms,rps,interface,repetition,vm_number,op,avg_us,95th_us,99th_us,ops,runtime,ops_per_sec
0,2,16,-1,bridge-e1000,1,1,read,295.05371091838134,354.0,444.0,102158.0,,
1,2,16,-1,bridge-e1000,1,1,update,292.10989064588193,355.0,444.0,102511.0,,
2,2,16,-1,bridge-e1000,1,1,overall,,,,,61024.0,3353.909937073938
0,2,16,-1,bridge-e1000,1,2,read,268.73352141574765,328.0,419.0,113071.0,,
1,2,16,-1,bridge-e1000,1,2,update,263.22015785739626,330.0,429.0,112760.0,,
2,2,16,-1,bridge-e1000,1,2,overall,,,,,61019.0,3700.9947721201593
0,2,16,-1,bridge-e1000,1,3,read,266.3951597272391,330.0,413.0,113506.0,,
1,2,16,-1,bridge-e1000,1,3,update,261.42704907249043,332.0,419.0,114015.0,,
2,2,16,-1,bridge-e1000,1,3,overall,,,,,61012.0,3729.11886186324
0,2,16,-1,bridge-e1000,1,4,read,291.7251953484319,343.0,426.0,103277.0,,
1,2,16,-1,bridge-e1000,1,4,update,290.0771426636088,344.0,433.0,103341.0,,
2,2,16,-1,bridge-e1000,1,4,overall,,,,,61019.0,3386.1256329995576
0,2,16,-1,bridge-e1000,1,5,read,299.9679032930388,351.0,438.0,100758.0,,
1,2,16,-1,bridge-e1000,1,5,update,298.5375455407496,356.0,443.0,100185.0,,
2,2,16,-1,bridge-e1000,1,5,overall,,,,,61019.0,3293.12181451679
0,2,16,-1,bridge-e1000,1,6,read,289.8731301779687,340.0,428.0,104288.0,,
1,2,16,-1,bridge-e1000,1,6,update,287.39696087194716,342.0,429.0,104043.0,,
2,2,16,-1,bridge-e1000,1,6,overall,,,,,61019.0,3414.1988560940035
0,2,16,-1,bridge-e1000,1,7,read,292.79694900479444,345.0,427.0,103245.0,,
1,2,16,-1,bridge-e1000,1,7,update,289.6762523011336,349.0,434.0,103210.0,,
2,2,16,-1,bridge-e1000,1,7,overall,,,,,61024.0,3383.1771106449924
0,2,16,-1,bridge-e1000,1,8,read,302.3675974071514,348.0,429.0,99813.0,,
1,2,16,-1,bridge-e1000,1,8,update,301.81760740517154,352.0,439.0,99390.0,,
2,2,16,-1,bridge-e1000,1,8,overall,,,,,61018.0,3264.659608640073
0,2,16,-1,bridge-e1000,1,9,read,285.3164163793349,348.0,437.0,105279.0,,
1,2,16,-1,bridge-e1000,1,9,update,284.297965639384,350.0,444.0,105586.0,,
2,2,16,-1,bridge-e1000,1,9,overall,,,,,61018.0,3455.78353928349
0,2,16,-1,bridge-e1000,1,10,read,282.7046233278573,336.0,424.0,106525.0,,
1,2,16,-1,bridge-e1000,1,10,update,281.694493716624,338.0,428.0,106551.0,,
2,2,16,-1,bridge-e1000,1,10,overall,,,,,61019.0,3491.9615201822385
0,2,16,-1,bridge-e1000,1,11,read,269.9298580396633,331.0,416.0,112144.0,,
1,2,16,-1,bridge-e1000,1,11,update,265.58132567719383,333.0,420.0,112154.0,,
2,2,16,-1,bridge-e1000,1,11,overall,,,,,61019.0,3675.871449876268
0,2,16,-1,bridge-e1000,1,12,read,292.6448622624294,342.0,423.0,103022.0,,
1,2,16,-1,bridge-e1000,1,12,update,291.60725469221046,344.0,432.0,102830.0,,
2,2,16,-1,bridge-e1000,1,12,overall,,,,,61023.0,3373.3510315782573
0,2,16,-1,bridge-e1000,1,13,read,300.59852834716725,352.0,430.0,100839.0,,
1,2,16,-1,bridge-e1000,1,13,update,300.4335584792084,355.0,445.0,99343.0,,
2,2,16,-1,bridge-e1000,1,13,overall,,,,,61019.0,3280.6502892541666
0,2,16,-1,bridge-e1000,1,14,read,300.8261612909676,345.0,425.0,100018.0,,
1,2,16,-1,bridge-e1000,1,14,update,300.491545399159,348.0,428.0,100123.0,,
2,2,16,-1,bridge-e1000,1,14,overall,,,,,61019.0,3279.9783673937627
0,2,16,-1,bridge-e1000,1,15,read,284.1327411215129,342.0,425.0,106606.0,,
1,2,16,-1,bridge-e1000,1,15,update,280.14859150959353,344.0,429.0,106426.0,,
2,2,16,-1,bridge-e1000,1,15,overall,,,,,61020.0,3491.1832186168467
0,2,16,-1,bridge-e1000,1,16,read,297.728189247482,348.0,430.0,101074.0,,
1,2,16,-1,bridge-e1000,1,16,update,296.34810282482533,353.0,438.0,101493.0,,
2,2,16,-1,bridge-e1000,1,16,overall,,,,,61018.0,3319.790881379265
