,repetitions,num_vms,rps,interface,repetition,vm_number,op,avg_us,95th_us,99th_us,ops,runtime,ops_per_sec
0,2,4,-1,vmux-vdpdk,0,1,read,67.27364847417972,77.0,98.0,445367.0,,
1,2,4,-1,vmux-vdpdk,0,1,update,66.31670567813626,76.0,97.0,444741.0,,
2,2,4,-1,vmux-vdpdk,0,1,overall,,,,,61015.0,14588.34712775547
0,2,4,-1,vmux-vdpdk,0,2,read,68.00025834757267,79.0,107.0,441266.0,,
1,2,4,-1,vmux-vdpdk,0,2,update,66.82912967782302,78.0,103.0,441124.0,,
2,2,4,-1,vmux-vdpdk,0,2,overall,,,,,61015.0,14461.853642546916
0,2,4,-1,vmux-vdpdk,0,3,read,69.28473106725518,80.0,114.0,431818.0,,
1,2,4,-1,vmux-vdpdk,0,3,update,68.40230590108837,79.0,112.0,432022.0,,
2,2,4,-1,vmux-vdpdk,0,3,overall,,,,,61020.0,14156.669944280564
0,2,4,-1,vmux-vdpdk,0,4,read,67.62081718480351,78.0,107.0,445603.0,,
1,2,4,-1,vmux-vdpdk,0,4,update,66.0407297049133,76.0,104.0,444344.0,,
2,2,4,-1,vmux-vdpdk,0,4,overall,,,,,61019.0,14584.752290270244
