,repetitions,num_vms,rps,interface,repetition,vm_number,op,avg_us,95th_us,99th_us,ops,runtime,ops_per_sec
0,2,4,-1,vmux-emu,0,1,read,485.48798449612406,565.0,674.0,61920.0,,
1,2,4,-1,vmux-emu,0,1,update,487.7000757343818,566.0,686.0,62059.0,,
2,2,4,-1,vmux-emu,0,1,overall,,,,,61019.0,2031.8097641718152
0,2,4,-1,vmux-emu,0,2,read,496.32182431876186,581.0,668.0,60735.0,,
1,2,4,-1,vmux-emu,0,2,update,497.0893104357571,583.0,682.0,60676.0,,
2,2,4,-1,vmux-emu,0,2,overall,,,,,61015.0,1989.8549536999099
0,2,4,-1,vmux-emu,0,3,read,473.24571302483923,524.0,625.0,63448.0,,
1,2,4,-1,vmux-emu,0,3,update,475.8603139717425,526.0,643.0,63700.0,,
2,2,4,-1,vmux-emu,0,3,overall,,,,,61019.0,2083.7444074796376
0,2,4,-1,vmux-emu,0,4,read,486.17348956307535,570.0,656.0,61704.0,,
1,2,4,-1,vmux-emu,0,4,update,489.045893875447,573.0,666.0,62078.0,,
2,2,4,-1,vmux-emu,0,4,overall,,,,,61016.0,2028.6810017044709
