,repetitions,num_vms,rps,interface,repetition,vm_number,op,avg_us,95th_us,99th_us,ops,runtime,ops_per_sec
0,2,32,-1,vmux-dpdk-e810,1,1,read,445.47223620965894,1123.0,4239.0,65535.0,,
1,2,32,-1,vmux-dpdk-e810,1,1,update,477.37499808853886,1176.0,4231.0,65395.0,,
2,2,32,-1,vmux-dpdk-e810,1,1,overall,,,,,61073.0,2143.827878113078
0,2,32,-1,vmux-dpdk-e810,1,2,read,322.48805551991103,937.0,4135.0,93516.0,,
1,2,32,-1,vmux-dpdk-e810,1,2,update,319.88887940781194,919.0,4127.0,93754.0,,
2,2,32,-1,vmux-dpdk-e810,1,2,overall,,,,,61012.0,3069.3961843571756
0,2,32,-1,vmux-dpdk-e810,1,3,read,332.85195812330363,1003.0,4135.0,90265.0,,
1,2,32,-1,vmux-dpdk-e810,1,3,update,332.424298941653,1004.0,4139.0,90613.0,,
2,2,32,-1,vmux-dpdk-e810,1,3,overall,,,,,61016.0,2964.435557886456
0,2,32,-1,vmux-dpdk-e810,1,4,read,335.0860147963277,893.0,4167.0,89752.0,,
1,2,32,-1,vmux-dpdk-e810,1,4,update,334.03841343972374,904.0,4163.0,90359.0,,
2,2,32,-1,vmux-dpdk-e810,1,4,overall,,,,,61014.0,2951.9618448224996
0,2,32,-1,vmux-dpdk-e810,1,5,read,337.9454083074315,992.0,4147.0,88475.0,,
1,2,32,-1,vmux-dpdk-e810,1,5,update,342.2049512208876,979.0,4143.0,88665.0,,
2,2,32,-1,vmux-dpdk-e810,1,5,overall,,,,,61022.0,2902.8874832027795
0,2,32,-1,vmux-dpdk-e810,1,6,read,481.73241048642797,1376.0,4323.0,64655.0,,
1,2,32,-1,vmux-dpdk-e810,1,6,update,458.7608716114458,1238.0,4279.0,63744.0,,
2,2,32,-1,vmux-dpdk-e810,1,6,overall,,,,,61018.0,2104.2807040545413
0,2,32,-1,vmux-dpdk-e810,1,7,read,354.3190572342863,1085.0,4275.0,84687.0,,
1,2,32,-1,vmux-dpdk-e810,1,7,update,355.306162273999,1034.0,4251.0,85066.0,,
2,2,32,-1,vmux-dpdk-e810,1,7,overall,,,,,61025.0,2781.6960262187627
0,2,32,-1,vmux-dpdk-e810,1,8,read,491.04943534635305,1416.0,4995.0,62162.0,,
1,2,32,-1,vmux-dpdk-e810,1,8,update,483.6282764098491,1361.0,5079.0,61691.0,,
2,2,32,-1,vmux-dpdk-e810,1,8,overall,,,,,61018.0,2029.7780982660854
0,2,32,-1,vmux-dpdk-e810,1,9,read,163.90779593037828,260.0,458.0,183506.0,,
1,2,32,-1,vmux-dpdk-e810,1,9,update,162.9827677523274,258.0,469.0,183145.0,,
2,2,32,-1,vmux-dpdk-e810,1,9,overall,,,,,61019.0,6008.800537537489
0,2,32,-1,vmux-dpdk-e810,1,10,read,215.24789118740185,265.0,480.0,140719.0,,
1,2,32,-1,vmux-dpdk-e810,1,10,update,210.63998644335865,262.0,468.0,141628.0,,
2,2,32,-1,vmux-dpdk-e810,1,10,overall,,,,,61022.0,4626.9706007669365
0,2,32,-1,vmux-dpdk-e810,1,11,read,163.2757691407292,253.0,414.0,183679.0,,
1,2,32,-1,vmux-dpdk-e810,1,11,update,162.46963122464737,251.0,423.0,183906.0,,
2,2,32,-1,vmux-dpdk-e810,1,11,overall,,,,,61012.0,6024.798400314692
0,2,32,-1,vmux-dpdk-e810,1,12,read,170.47911196124593,264.0,397.0,176704.0,,
1,2,32,-1,vmux-dpdk-e810,1,12,update,167.88323908643466,262.0,404.0,177371.0,,
2,2,32,-1,vmux-dpdk-e810,1,12,overall,,,,,61015.0,5803.081209538638
0,2,32,-1,vmux-dpdk-e810,1,13,read,161.89325602293636,246.0,432.0,186952.0,,
1,2,32,-1,vmux-dpdk-e810,1,13,update,159.52172767833144,243.0,429.0,186030.0,,
2,2,32,-1,vmux-dpdk-e810,1,13,overall,,,,,61014.0,6113.0560199298525
0,2,32,-1,vmux-dpdk-e810,1,14,read,169.79367479225314,262.0,438.0,177259.0,,
1,2,32,-1,vmux-dpdk-e810,1,14,update,168.04429079415252,261.0,442.0,177170.0,,
2,2,32,-1,vmux-dpdk-e810,1,14,overall,,,,,61035.0,5806.979601867781
0,2,32,-1,vmux-dpdk-e810,1,15,read,175.54127496891596,274.0,492.0,172114.0,,
1,2,32,-1,vmux-dpdk-e810,1,15,update,173.475177222206,271.0,498.0,171395.0,,
2,2,32,-1,vmux-dpdk-e810,1,15,overall,,,,,61015.0,5629.910677702204
