,repetitions,num_vms,rps,interface,repetition,vm_number,op,avg_us,95th_us,99th_us,ops,runtime,ops_per_sec
0,2,16,-1,bridge-e1000,0,1,read,283.992550509801,339.0,423.0,106316.0,,
1,2,16,-1,bridge-e1000,0,1,update,281.44301403122444,338.0,426.0,106263.0,,
2,2,16,-1,bridge-e1000,0,1,overall,,,,,61016.0,3483.9878064769896
0,2,16,-1,bridge-e1000,0,2,read,276.3995148773971,339.0,426.0,109663.0,,
1,2,16,-1,bridge-e1000,0,2,update,273.09598796021,341.0,433.0,108972.0,,
2,2,16,-1,bridge-e1000,0,2,overall,,,,,61020.0,3583.005571943625
0,2,16,-1,bridge-e1000,0,3,read,289.17205739067305,341.0,421.0,104686.0,,
1,2,16,-1,bridge-e1000,0,3,update,287.1300371754354,340.0,424.0,104101.0,,
2,2,16,-1,bridge-e1000,0,3,overall,,,,,61017.0,3421.7840929577005
0,2,16,-1,bridge-e1000,0,4,read,283.959961796329,337.0,421.0,105749.0,,
1,2,16,-1,bridge-e1000,0,4,update,283.33948283826203,340.0,429.0,106079.0,,
2,2,16,-1,bridge-e1000,0,4,overall,,,,,61019.0,3471.508874285059
0,2,16,-1,bridge-e1000,0,5,read,304.692484228405,354.0,429.0,98912.0,,
1,2,16,-1,bridge-e1000,0,5,update,304.04040352936414,355.0,439.0,98828.0,,
2,2,16,-1,bridge-e1000,0,5,overall,,,,,61019.0,3240.629967714974
0,2,16,-1,bridge-e1000,0,6,read,288.8232961278239,340.0,424.0,104644.0,,
1,2,16,-1,bridge-e1000,0,6,update,286.83725875197547,343.0,428.0,104405.0,,
2,2,16,-1,bridge-e1000,0,6,overall,,,,,61018.0,3426.0218296240455
0,2,16,-1,bridge-e1000,0,7,read,298.64177833239245,348.0,435.0,100971.0,,
1,2,16,-1,bridge-e1000,0,7,update,296.7614726061253,352.0,439.0,101154.0,,
2,2,16,-1,bridge-e1000,0,7,overall,,,,,61022.0,3312.3299793517094
0,2,16,-1,bridge-e1000,0,8,read,292.15050711511077,339.0,418.0,103231.0,,
1,2,16,-1,bridge-e1000,0,8,update,291.04921292299935,342.0,426.0,103103.0,,
2,2,16,-1,bridge-e1000,0,8,overall,,,,,61020.0,3381.4159292035397
0,2,16,-1,bridge-e1000,0,9,read,284.22895546405414,336.0,420.0,105645.0,,
1,2,16,-1,bridge-e1000,0,9,update,282.509975038943,338.0,427.0,106566.0,,
2,2,16,-1,bridge-e1000,0,9,overall,,,,,61025.0,3477.4436706267925
0,2,16,-1,bridge-e1000,0,10,read,291.63991809483144,344.0,428.0,103046.0,,
1,2,16,-1,bridge-e1000,0,10,update,292.4758221443861,349.0,440.0,102780.0,,
2,2,16,-1,bridge-e1000,0,10,overall,,,,,61020.0,3373.0907899049494
0,2,16,-1,bridge-e1000,0,11,read,284.9951056351336,340.0,427.0,105836.0,,
1,2,16,-1,bridge-e1000,0,11,update,283.6548495806433,345.0,434.0,105638.0,,
2,2,16,-1,bridge-e1000,0,11,overall,,,,,61018.0,3465.764200727654
0,2,16,-1,bridge-e1000,0,12,read,290.43367700905765,342.0,429.0,103780.0,,
1,2,16,-1,bridge-e1000,0,12,update,289.82941711147214,346.0,434.0,103416.0,,
2,2,16,-1,bridge-e1000,0,12,overall,,,,,61022.0,3395.431155976533
0,2,16,-1,bridge-e1000,0,13,read,289.44067894241664,349.0,429.0,104162.0,,
1,2,16,-1,bridge-e1000,0,13,update,288.1133029551441,353.0,439.0,104022.0,,
2,2,16,-1,bridge-e1000,0,13,overall,,,,,61019.0,3411.789770399384
0,2,16,-1,bridge-e1000,0,14,read,298.6018346804185,347.0,427.0,100835.0,,
1,2,16,-1,bridge-e1000,0,14,update,298.21409227533803,350.0,435.0,100807.0,,
2,2,16,-1,bridge-e1000,0,14,overall,,,,,61018.0,3304.6314202366516
0,2,16,-1,bridge-e1000,0,15,read,295.7214350554525,347.0,425.0,101348.0,,
1,2,16,-1,bridge-e1000,0,15,update,297.04872979442274,353.0,436.0,101519.0,,
2,2,16,-1,bridge-e1000,0,15,overall,,,,,61018.0,3324.707463371464
0,2,16,-1,bridge-e1000,0,16,read,291.16112344368304,342.0,426.0,103610.0,,
1,2,16,-1,bridge-e1000,0,16,update,290.60966997147904,348.0,438.0,103082.0,,
2,2,16,-1,bridge-e1000,0,16,overall,,,,,61024.0,3387.0608285264816
