42344,1
46506,1
46699,1
47054,1
47152,1
48248,1
48676,1
52154,1
52781,1
53007,1
53359,1
53392,1
53393,1
53669,1
53933,1
54628,1
55755,1
55845,1
56299,1
56832,1
57009,1
57452,1
57692,1
57930,1
58141,1
58168,1
58440,1
58577,1
58638,1
59000,1
59150,1
59497,1
59588,1
59845,1
59859,1
60093,1
60165,1
60253,1
60299,1
60438,1
60472,1
60495,1
60766,1
60946,1
61070,1
61135,1
61620,1
61716,1
61954,1
61979,1
62114,1
62141,1
62422,1
62572,1
62575,1
62640,1
62642,1
62680,1
62869,1
62996,1
63003,1
63215,1
63800,1
64041,1
64122,1
64142,1
64374,1
64513,1
64665,1
64747,1
64825,1
64846,1
64943,1
65065,1
65170,1
65185,1
65234,1
65287,1
65327,1
65343,1
65496,1
65571,1
65588,1
65649,1
65809,1
65908,1
65987,1
66000,1
66019,1
66040,1
66059,1
66068,1
66197,1
66232,1
66261,1
66283,1
66435,1
66467,1
66565,1
66573,1
66577,1
66619,1
66651,1
66729,1
66745,1
66820,1
66870,1
66944,1
67161,1
67173,1
67230,1
67264,1
67341,1
67442,1
67557,1
67605,1
67705,1
67764,1
67776,1
67934,1
68001,1
68028,1
68090,1
68092,1
68178,1
68179,1
68280,1
68337,1
68374,1
68442,1
68448,1
68471,1
68489,1
68521,1
68571,1
68604,1
68672,1
68679,1
68739,1
68804,1
68820,1
68860,1
68865,1
68900,1
68915,1
68920,1
69008,1
69048,1
69148,1
69156,1
69157,1
69264,1
69265,1
69273,1
69294,1
69376,1
69387,1
69396,1
69414,1
69435,1
69450,1
69612,1
69658,1
69738,1
69790,1
69801,1
69846,1
69896,1
69966,1
70056,1
70057,1
70059,1
70087,1
70091,1
70140,1
70166,1
70247,1
70262,1
70281,1
70283,1
70299,1
70443,1
70478,1
70480,1
70591,2
70597,1
70601,1
70742,1
70799,1
70835,1
70889,1
70933,1
71027,1
71075,1
71114,1
71140,1
71142,2
71148,1
71193,1
71300,1
71311,1
71350,1
71394,1
71445,1
71518,1
71529,1
71553,1
71560,1
71629,1
71648,1
71654,1
71732,1
71733,1
71745,1
71784,1
71835,1
71909,1
71911,1
71932,1
71961,1
71966,1
71973,1
71980,1
71984,1
72104,1
72147,1
72189,1
72191,1
72328,1
72337,1
72362,1
72366,1
72393,1
72435,1
72468,1
72506,1
72569,1
72604,1
72622,1
72720,1
72725,1
72731,1
72827,1
72830,1
72862,1
72870,1
72915,1
72921,1
72934,1
72940,1
72994,1
73000,1
73036,1
73100,1
73112,1
73125,1
73128,1
73129,1
73139,1
73178,1
73202,1
73225,1
73226,1
73244,1
73273,1
73303,1
73332,1
73338,1
73400,1
73424,1
73445,1
73453,1
73461,2
73462,1
73504,1
73508,1
73522,1
73528,1
73597,1
73608,1
73619,1
73626,1
73641,1
73646,1
73706,1
73718,1
73728,1
73734,1
73737,1
73778,1
73787,1
73806,1
73807,1
73823,1
73825,1
73830,1
73840,1
73848,1
73861,1
