,repetitions,num_vms,rps,interface,repetition,vm_number,op,avg_us,95th_us,99th_us,ops,runtime,ops_per_sec
0,2,8,-1,vmux-dpdk-e810,1,1,read,767.3911981646397,321.0,2775.0,40537.0,,
1,2,8,-1,vmux-dpdk-e810,1,1,update,725.6728584398694,319.0,2807.0,40753.0,,
2,2,8,-1,vmux-dpdk-e810,1,1,overall,,,,,61158.0,1329.1801563164263
0,2,8,-1,vmux-dpdk-e810,1,2,read,423.72561875567663,273.0,2293.0,70464.0,,
1,2,8,-1,vmux-dpdk-e810,1,2,update,436.97094790314065,274.0,2481.0,70081.0,,
2,2,8,-1,vmux-dpdk-e810,1,2,overall,,,,,61067.0,2301.4885289927456
0,2,8,-1,vmux-dpdk-e810,1,3,read,875.8256280102673,333.0,2817.0,34673.0,,
1,2,8,-1,vmux-dpdk-e810,1,3,update,886.5207803966238,327.0,2885.0,34239.0,,
2,2,8,-1,vmux-dpdk-e810,1,3,overall,,,,,61205.0,1125.9210848786863
0,2,8,-1,vmux-dpdk-e810,1,4,read,558.6462419421205,286.0,2501.0,58328.0,,
1,2,8,-1,vmux-dpdk-e810,1,4,update,475.80087937557516,281.0,2437.0,58678.0,,
2,2,8,-1,vmux-dpdk-e810,1,4,overall,,,,,61054.0,1916.4346316375668
0,2,8,-1,vmux-dpdk-e810,1,5,read,593.390282945401,286.0,2585.0,46228.0,,
1,2,8,-1,vmux-dpdk-e810,1,5,update,724.1156843113355,282.0,2629.0,45944.0,,
2,2,8,-1,vmux-dpdk-e810,1,5,overall,,,,,61177.0,1506.6446540366478
0,2,8,-1,vmux-dpdk-e810,1,6,read,740.3309957924264,299.0,2739.0,40641.0,,
1,2,8,-1,vmux-dpdk-e810,1,6,update,743.6421420199258,300.0,2695.0,40952.0,,
2,2,8,-1,vmux-dpdk-e810,1,6,overall,,,,,61024.0,1337.0641059255374
0,2,8,-1,vmux-dpdk-e810,1,7,read,629.1778356518241,293.0,2509.0,47229.0,,
1,2,8,-1,vmux-dpdk-e810,1,7,update,656.3372683071827,290.0,2613.0,47099.0,,
2,2,8,-1,vmux-dpdk-e810,1,7,overall,,,,,61141.0,1542.7945241327423
0,2,8,-1,vmux-dpdk-e810,1,8,read,385.2446159023171,269.0,2335.0,83208.0,,
1,2,8,-1,vmux-dpdk-e810,1,8,update,345.5158687727825,266.0,2293.0,82300.0,,
2,2,8,-1,vmux-dpdk-e810,1,8,overall,,,,,61106.0,2708.5392596471706
