,repetitions,num_vms,rps,interface,repetition,vm_number,op,avg_us,95th_us,99th_us,ops,runtime,ops_per_sec
0,2,32,-1,bridge-e1000,1,1,read,909.408955315681,1629.0,4643.0,32517.0,,
1,2,32,-1,bridge-e1000,1,1,update,932.1736762293814,1717.0,5027.0,32313.0,,
2,2,32,-1,bridge-e1000,1,1,overall,,,,,61064.0,1061.6729988209092
0,2,32,-1,bridge-e1000,1,2,read,921.8789725321084,1848.0,4895.0,32001.0,,
1,2,32,-1,bridge-e1000,1,2,update,940.8583582795021,1869.0,5031.0,31735.0,,
2,2,32,-1,bridge-e1000,1,2,overall,,,,,61065.0,1043.7402767542783
0,2,32,-1,bridge-e1000,1,3,read,904.612503459516,1681.0,4223.0,32519.0,,
1,2,32,-1,bridge-e1000,1,3,update,930.466108477498,1755.0,4631.0,32486.0,,
2,2,32,-1,bridge-e1000,1,3,overall,,,,,61066.0,1064.503979301084
0,2,32,-1,bridge-e1000,1,4,read,900.1280127400239,1756.0,4223.0,32653.0,,
1,2,32,-1,bridge-e1000,1,4,update,919.1414088979816,1833.0,4515.0,32749.0,,
2,2,32,-1,bridge-e1000,1,4,overall,,,,,61066.0,1071.0051419775325
0,2,32,-1,bridge-e1000,1,5,read,910.5253142839317,1602.0,4535.0,32057.0,,
1,2,32,-1,bridge-e1000,1,5,update,937.0054975600716,1670.0,4775.0,32378.0,,
2,2,32,-1,bridge-e1000,1,5,overall,,,,,61066.0,1055.1698162643697
0,2,32,-1,bridge-e1000,1,6,read,881.9951050007554,1705.0,4383.0,33095.0,,
1,2,32,-1,bridge-e1000,1,6,update,904.0511800424755,1814.0,4575.0,33431.0,,
2,2,32,-1,bridge-e1000,1,6,overall,,,,,61041.0,1089.8576366704347
0,2,32,-1,bridge-e1000,1,7,read,923.3486155100505,1717.0,4559.0,31889.0,,
1,2,32,-1,bridge-e1000,1,7,update,937.9077138413686,1786.0,4787.0,32150.0,,
2,2,32,-1,bridge-e1000,1,7,overall,,,,,61069.0,1048.6335129116246
0,2,32,-1,bridge-e1000,1,8,read,998.4120110788353,1880.0,5375.0,29606.0,,
1,2,32,-1,bridge-e1000,1,8,update,1021.7554443990745,2004.0,5835.0,29388.0,,
2,2,32,-1,bridge-e1000,1,8,overall,,,,,61063.0,966.1169611712494
0,2,32,-1,bridge-e1000,1,9,read,940.9965469834063,1807.0,4807.0,31277.0,,
1,2,32,-1,bridge-e1000,1,9,update,965.4850705667744,1844.0,5251.0,31247.0,,
2,2,32,-1,bridge-e1000,1,9,overall,,,,,61058.0,1024.0099577450949
0,2,32,-1,bridge-e1000,1,10,read,977.6945246870538,1959.0,5263.0,30117.0,,
1,2,32,-1,bridge-e1000,1,10,update,996.8588368529745,2038.0,5419.0,30022.0,,
2,2,32,-1,bridge-e1000,1,10,overall,,,,,61068.0,984.7874500556757
0,2,32,-1,bridge-e1000,1,11,read,957.9423221709385,1857.0,4595.0,30549.0,,
