,repetitions,num_vms,rps,interface,repetition,vm_number,op,avg_us,95th_us,99th_us,ops,runtime,ops_per_sec
0,2,8,-1,bridge,0,1,read,127.11669635505066,170.0,228.0,238028.0,,
1,2,8,-1,bridge,0,1,update,125.35466795805786,168.0,229.0,237470.0,,
2,2,8,-1,bridge,0,1,overall,,,,,61022.0,7792.238864671758
0,2,8,-1,bridge,0,2,read,137.5754403033251,183.0,247.0,219962.0,,
1,2,8,-1,bridge,0,2,update,134.51031786257332,181.0,244.0,220976.0,,
2,2,8,-1,bridge,0,2,overall,,,,,61024.0,7225.64892501311
0,2,8,-1,bridge,0,3,read,128.75286015819884,173.0,235.0,234515.0,,
1,2,8,-1,bridge,0,3,update,126.92268945490467,171.0,232.0,234858.0,,
2,2,8,-1,bridge,0,3,overall,,,,,61021.0,7691.9912816899105
0,2,8,-1,bridge,0,4,read,136.4194124337821,186.0,256.0,220673.0,,
1,2,8,-1,bridge,0,4,update,135.00075543392214,185.0,257.0,221065.0,,
2,2,8,-1,bridge,0,4,overall,,,,,61024.0,7238.758521237546
0,2,8,-1,bridge,0,5,read,134.6395248966441,189.0,258.0,224709.0,,
1,2,8,-1,bridge,0,5,update,132.45262858083782,188.0,258.0,224703.0,,
2,2,8,-1,bridge,0,5,overall,,,,,61016.0,7365.477907434116
0,2,8,-1,bridge,0,6,read,133.22890216250076,178.0,239.0,226682.0,,
1,2,8,-1,bridge,0,6,update,131.02952833927864,176.0,238.0,227070.0,,
2,2,8,-1,bridge,0,6,overall,,,,,61020.0,7436.119305145854
0,2,8,-1,bridge,0,7,read,128.27625704488355,171.0,233.0,235632.0,,
1,2,8,-1,bridge,0,7,update,126.70297538636692,170.0,230.0,235398.0,,
2,2,8,-1,bridge,0,7,overall,,,,,61019.0,7719.398875760009
0,2,8,-1,bridge,0,8,read,134.00508421847917,180.0,247.0,225010.0,,
1,2,8,-1,bridge,0,8,update,132.07209560127706,178.0,245.0,225520.0,,
2,2,8,-1,bridge,0,8,overall,,,,,61019.0,7383.437945557941
