,repetitions,num_vms,rps,interface,repetition,vm_number,op,avg_us,95th_us,99th_us,ops,runtime,ops_per_sec
0,2,4,-1,bridge-vhost,0,1,read,83.93128603660065,108.0,130.0,359010.0,,
1,2,4,-1,bridge-vhost,0,1,update,82.04778063963418,106.0,128.0,359518.0,,
2,2,4,-1,bridge-vhost,0,1,overall,,,,,61017.0,11775.865742334103
0,2,4,-1,bridge-vhost,0,2,read,83.91526598751013,101.0,129.0,359171.0,,
1,2,4,-1,bridge-vhost,0,2,update,81.75784722318375,100.0,127.0,361115.0,,
2,2,4,-1,bridge-vhost,0,2,overall,,,,,61016.0,11804.87085354661
0,2,4,-1,bridge-vhost,0,3,read,84.51756826666293,116.0,130.0,357605.0,,
1,2,4,-1,bridge-vhost,0,3,update,82.67139051169686,114.0,128.0,356207.0,,
2,2,4,-1,bridge-vhost,0,3,overall,,,,,61016.0,11698.767536383899
0,2,4,-1,bridge-vhost,0,4,read,93.39080686647627,121.0,137.0,324242.0,,
1,2,4,-1,bridge-vhost,0,4,update,90.83973901298444,120.0,135.0,323541.0,,
2,2,4,-1,bridge-vhost,0,4,overall,,,,,61015.0,10616.782758338113
