,repetitions,num_vms,rps,interface,repetition,vm_number,op,avg_us,95th_us,99th_us,ops,runtime,ops_per_sec
0,2,4,-1,bridge-vhost,1,1,read,92.34334518185501,110.0,131.0,328311.0,,
1,2,4,-1,bridge-vhost,1,1,update,89.55712682925346,107.0,128.0,328891.0,,
2,2,4,-1,bridge-vhost,1,1,overall,,,,,61018.0,10770.625061457275
0,2,4,-1,bridge-vhost,1,2,read,84.29364810969287,103.0,130.0,357799.0,,
1,2,4,-1,bridge-vhost,1,2,update,82.47874120911207,102.0,127.0,357899.0,,
2,2,4,-1,bridge-vhost,1,2,overall,,,,,61016.0,11729.677461649404
0,2,4,-1,bridge-vhost,1,3,read,92.0873857193855,108.0,130.0,330546.0,,
1,2,4,-1,bridge-vhost,1,3,update,88.96542336295313,105.0,127.0,329847.0,,
2,2,4,-1,bridge-vhost,1,3,overall,,,,,61016.0,10823.275862068966
0,2,4,-1,bridge-vhost,1,4,read,87.43879861481086,113.0,130.0,345368.0,,
1,2,4,-1,bridge-vhost,1,4,update,85.36216331790418,112.0,128.0,346098.0,,
2,2,4,-1,bridge-vhost,1,4,overall,,,,,61019.0,11331.97856405382
