,repetitions,num_vms,rps,interface,repetition,vm_number,op,avg_us,95th_us,99th_us,ops,runtime,ops_per_sec
0,2,8,-1,vmux-med,1,1,read,106.07949212676336,147.0,228.0,282984.0,,
1,2,8,-1,vmux-med,1,1,update,104.91375283138214,145.0,226.0,282989.0,,
2,2,8,-1,vmux-med,1,1,overall,,,,,61019.0,9275.356856061228
0,2,8,-1,vmux-med,1,2,read,107.57140713160123,132.0,170.0,279853.0,,
1,2,8,-1,vmux-med,1,2,update,106.2808088775748,130.0,168.0,278905.0,,
2,2,8,-1,vmux-med,1,2,overall,,,,,61009.0,9158.61594191021
0,2,8,-1,vmux-med,1,3,read,106.50173622811093,130.0,201.0,281933.0,,
1,2,8,-1,vmux-med,1,3,update,105.05358810049228,128.0,201.0,282768.0,,
2,2,8,-1,vmux-med,1,3,overall,,,,,61013.0,9255.420975857603
0,2,8,-1,vmux-med,1,4,read,126.57749732867416,152.0,208.0,242389.0,,
1,2,8,-1,vmux-med,1,4,update,120.71544604548498,146.0,200.0,241926.0,,
2,2,8,-1,vmux-med,1,4,overall,,,,,61021.0,7936.857803051408
0,2,8,-1,vmux-med,1,5,read,121.583489991367,159.0,232.0,247886.0,,
1,2,8,-1,vmux-med,1,5,update,119.74905593532856,158.0,231.0,248394.0,,
2,2,8,-1,vmux-med,1,5,overall,,,,,61012.0,8134.1375467121225
0,2,8,-1,vmux-med,1,6,read,131.3804361764882,165.0,234.0,233942.0,,
1,2,8,-1,vmux-med,1,6,update,124.49879679486632,160.0,229.0,234374.0,,
2,2,8,-1,vmux-med,1,6,overall,,,,,61020.0,7674.7951491314325
0,2,8,-1,vmux-med,1,7,read,122.83547006812111,161.0,238.0,246326.0,,
1,2,8,-1,vmux-med,1,7,update,120.5746284117267,158.0,235.0,246173.0,,
2,2,8,-1,vmux-med,1,7,overall,,,,,61012.0,8072.166131252869
0,2,8,-1,vmux-med,1,8,read,105.3501945388037,133.0,183.0,283491.0,,
1,2,8,-1,vmux-med,1,8,update,105.11469479764715,132.0,181.0,283910.0,,
2,2,8,-1,vmux-med,1,8,overall,,,,,61024.0,9297.997509176717
