,repetitions,num_vms,rps,interface,repetition,vm_number,op,avg_us,95th_us,99th_us,ops,runtime,ops_per_sec
0,2,8,-1,bridge-e1000,1,1,read,181.28765132302982,282.0,366.0,167192.0,,
1,2,8,-1,bridge-e1000,1,1,update,177.7012321923702,280.0,367.0,167344.0,,
2,2,8,-1,bridge-e1000,1,1,overall,,,,,61010.0,5483.297820029504
0,2,8,-1,bridge-e1000,1,2,read,173.7755068975095,284.0,369.0,172816.0,,
1,2,8,-1,bridge-e1000,1,2,update,173.56832030368437,283.0,371.0,172811.0,,
2,2,8,-1,bridge-e1000,1,2,overall,,,,,61021.0,5664.066468920536
0,2,8,-1,bridge-e1000,1,3,read,193.79631325114767,294.0,388.0,155096.0,,
1,2,8,-1,bridge-e1000,1,3,update,194.33140498006938,292.0,384.0,154536.0,,
2,2,8,-1,bridge-e1000,1,3,overall,,,,,61022.0,5074.104421356232
0,2,8,-1,bridge-e1000,1,4,read,182.13007919851344,285.0,376.0,166291.0,,
1,2,8,-1,bridge-e1000,1,4,update,177.84756754169757,282.0,375.0,167156.0,,
2,2,8,-1,bridge-e1000,1,4,overall,,,,,61021.0,5464.463053702823
0,2,8,-1,bridge-e1000,1,5,read,163.34983658086935,274.0,353.0,183883.0,,
1,2,8,-1,bridge-e1000,1,5,update,162.67085566438735,273.0,348.0,183974.0,,
2,2,8,-1,bridge-e1000,1,5,overall,,,,,61021.0,6028.367283394241
0,2,8,-1,bridge-e1000,1,6,read,177.2739505948437,281.0,369.0,170549.0,,
1,2,8,-1,bridge-e1000,1,6,update,174.2111198331615,278.0,364.0,170704.0,,
2,2,8,-1,bridge-e1000,1,6,overall,,,,,61019.0,5592.569527524214
0,2,8,-1,bridge-e1000,1,7,read,179.05498455023692,283.0,365.0,168611.0,,
1,2,8,-1,bridge-e1000,1,7,update,175.21544311683428,281.0,363.0,170147.0,,
2,2,8,-1,bridge-e1000,1,7,overall,,,,,61012.0,5552.317576870124
0,2,8,-1,bridge-e1000,1,8,read,162.64369806282124,272.0,356.0,184237.0,,
1,2,8,-1,bridge-e1000,1,8,update,162.25287716869295,272.0,354.0,184904.0,,
2,2,8,-1,bridge-e1000,1,8,overall,,,,,61019.0,6049.607499303495
