,repetitions,num_vms,rps,interface,repetition,vm_number,op,avg_us,95th_us,99th_us,ops,runtime,ops_per_sec
0,2,4,-1,vmux-dpdk-e810,1,1,read,96.63490580625209,120.0,160.0,310424.0,,
1,2,4,-1,vmux-dpdk-e810,1,1,update,95.36472259358288,118.0,160.0,311168.0,,
2,2,4,-1,vmux-dpdk-e810,1,1,overall,,,,,61016.0,10187.360692277436
0,2,4,-1,vmux-dpdk-e810,1,2,read,105.06825685506435,127.0,175.0,285920.0,,
1,2,4,-1,vmux-dpdk-e810,1,2,update,103.7942185237522,125.0,177.0,286605.0,,
2,2,4,-1,vmux-dpdk-e810,1,2,overall,,,,,61017.0,9383.040791910451
0,2,4,-1,vmux-dpdk-e810,1,3,read,101.80092202819044,121.0,164.0,294568.0,,
1,2,4,-1,vmux-dpdk-e810,1,3,update,100.92813579099476,120.0,163.0,294806.0,,
2,2,4,-1,vmux-dpdk-e810,1,3,overall,,,,,61017.0,9659.176950685875
0,2,4,-1,vmux-dpdk-e810,1,4,read,117.85854985059044,144.0,206.0,256677.0,,
1,2,4,-1,vmux-dpdk-e810,1,4,update,115.27883509033803,142.0,204.0,257256.0,,
2,2,4,-1,vmux-dpdk-e810,1,4,overall,,,,,61020.0,8422.369714847591
