,repetitions,num_vms,rps,interface,repetition,vm_number,op,avg_us,95th_us,99th_us,ops,runtime,ops_per_sec
0,2,8,-1,vmux-dpdk-e810,1,1,read,105.58125863117095,146.0,240.0,284579.0,,
1,2,8,-1,vmux-dpdk-e810,1,1,update,104.98490819446162,146.0,244.0,282935.0,,
2,2,8,-1,vmux-dpdk-e810,1,1,overall,,,,,61010.0,9301.983281429273
0,2,8,-1,vmux-dpdk-e810,1,2,read,111.01180812622809,139.0,193.0,271762.0,,
1,2,8,-1,vmux-dpdk-e810,1,2,update,108.41967774960462,136.0,190.0,272521.0,,
2,2,8,-1,vmux-dpdk-e810,1,2,overall,,,,,61019.0,8919.89380356938
0,2,8,-1,vmux-dpdk-e810,1,3,read,106.00629378766135,131.0,208.0,283613.0,,
1,2,8,-1,vmux-dpdk-e810,1,3,update,105.10735397769332,130.0,209.0,282337.0,,
2,2,8,-1,vmux-dpdk-e810,1,3,overall,,,,,61011.0,9276.196095786006
0,2,8,-1,vmux-dpdk-e810,1,4,read,123.32018550098762,158.0,227.0,244527.0,,
1,2,8,-1,vmux-dpdk-e810,1,4,update,120.95486994872881,158.0,227.0,245557.0,,
2,2,8,-1,vmux-dpdk-e810,1,4,overall,,,,,61019.0,8031.662269129288
0,2,8,-1,vmux-dpdk-e810,1,5,read,120.5843704464563,148.0,211.0,251178.0,,
1,2,8,-1,vmux-dpdk-e810,1,5,update,118.34615908526374,147.0,212.0,249602.0,,
2,2,8,-1,vmux-dpdk-e810,1,5,overall,,,,,61016.0,8207.35544775141
0,2,8,-1,vmux-dpdk-e810,1,6,read,122.89239343384563,156.0,218.0,246537.0,,
1,2,8,-1,vmux-dpdk-e810,1,6,update,120.32497501036156,155.0,219.0,246102.0,,
2,2,8,-1,vmux-dpdk-e810,1,6,overall,,,,,61020.0,8073.402163225172
0,2,8,-1,vmux-dpdk-e810,1,7,read,121.87545119065884,156.0,240.0,247678.0,,
1,2,8,-1,vmux-dpdk-e810,1,7,update,119.80427458837596,158.0,241.0,247556.0,,
2,2,8,-1,vmux-dpdk-e810,1,7,overall,,,,,61012.0,8116.9933783518
0,2,8,-1,vmux-dpdk-e810,1,8,read,108.51933404553263,139.0,213.0,277076.0,,
1,2,8,-1,vmux-dpdk-e810,1,8,update,107.26037058872464,138.0,211.0,276479.0,,
2,2,8,-1,vmux-dpdk-e810,1,8,overall,,,,,61022.0,9071.400478515945
