,repetitions,num_vms,rps,interface,repetition,vm_number,op,avg_us,95th_us,99th_us,ops,runtime,ops_per_sec
0,2,8,-1,vmux-dpdk-e810,0,1,read,106.37888912127217,148.0,245.0,282101.0,,
1,2,8,-1,vmux-dpdk-e810,0,1,update,105.17686303194779,147.0,247.0,282993.0,,
2,2,8,-1,vmux-dpdk-e810,0,1,overall,,,,,61010.0,9262.317652843796
0,2,8,-1,vmux-dpdk-e810,0,2,read,108.56523364217276,134.0,193.0,278246.0,,
1,2,8,-1,vmux-dpdk-e810,0,2,update,105.98625388863174,132.0,190.0,278697.0,,
2,2,8,-1,vmux-dpdk-e810,0,2,overall,,,,,61014.0,9128.118136821058
0,2,8,-1,vmux-dpdk-e810,0,3,read,105.38250656874229,129.0,202.0,284301.0,,
1,2,8,-1,vmux-dpdk-e810,0,3,update,104.30761801746118,128.0,200.0,284746.0,,
2,2,8,-1,vmux-dpdk-e810,0,3,overall,,,,,61021.0,9325.428950689107
0,2,8,-1,vmux-dpdk-e810,0,4,read,125.01226846183538,163.0,229.0,240943.0,,
1,2,8,-1,vmux-dpdk-e810,0,4,update,123.3221625394135,162.0,228.0,240717.0,,
2,2,8,-1,vmux-dpdk-e810,0,4,overall,,,,,61016.0,7893.995017700276
0,2,8,-1,vmux-dpdk-e810,0,5,read,120.39506865671642,147.0,218.0,251250.0,,
1,2,8,-1,vmux-dpdk-e810,0,5,update,118.29922229060594,145.0,216.0,250222.0,,
2,2,8,-1,vmux-dpdk-e810,0,5,overall,,,,,61013.0,8219.100847360398
0,2,8,-1,vmux-dpdk-e810,0,6,read,122.50610576845109,152.0,209.0,246652.0,,
1,2,8,-1,vmux-dpdk-e810,0,6,update,120.34046942256153,151.0,208.0,246260.0,,
2,2,8,-1,vmux-dpdk-e810,0,6,overall,,,,,61021.0,8077.743727569197
0,2,8,-1,vmux-dpdk-e810,0,7,read,122.03907302722891,161.0,236.0,247127.0,,
1,2,8,-1,vmux-dpdk-e810,0,7,update,119.75313064820693,161.0,235.0,247313.0,,
2,2,8,-1,vmux-dpdk-e810,0,7,overall,,,,,61013.0,8103.846721190566
0,2,8,-1,vmux-dpdk-e810,0,8,read,103.56057189232124,132.0,197.0,289565.0,,
1,2,8,-1,vmux-dpdk-e810,0,8,update,102.61587624022332,131.0,198.0,289464.0,,
2,2,8,-1,vmux-dpdk-e810,0,8,overall,,,,,61015.0,9489.945095468327
