,repetitions,num_vms,rps,interface,repetition,vm_number,op,avg_us,95th_us,99th_us,ops,runtime,ops_per_sec
0,2,4,-1,vmux-med,0,1,read,99.33075453139438,122.0,178.0,301949.0,,
1,2,4,-1,vmux-med,0,1,update,98.56950519364152,121.0,177.0,301330.0,,
2,2,4,-1,vmux-med,0,1,overall,,,,,61021.0,9886.416151816587
0,2,4,-1,vmux-med,0,2,read,106.32391048292108,129.0,176.0,282717.0,,
1,2,4,-1,vmux-med,0,2,update,105.13027787418808,127.0,177.0,282358.0,,
2,2,4,-1,vmux-med,0,2,overall,,,,,61016.0,9261.095450373672
0,2,4,-1,vmux-med,0,3,read,104.90039712165662,127.0,178.0,285303.0,,
1,2,4,-1,vmux-med,0,3,update,104.11641104669651,126.0,179.0,286167.0,,
2,2,4,-1,vmux-med,0,3,overall,,,,,61024.0,9364.676192973257
0,2,4,-1,vmux-med,0,4,read,117.92919281675263,142.0,208.0,257488.0,,
1,2,4,-1,vmux-med,0,4,update,114.4395304193739,137.0,205.0,257336.0,,
2,2,4,-1,vmux-med,0,4,overall,,,,,61015.0,8437.662869786118
