,repetitions,num_vms,rps,interface,repetition,vm_number,op,avg_us,95th_us,99th_us,ops,runtime,ops_per_sec
0,2,16,-1,bridge-e1000,1,1,read,357.51253577426144,666.0,950.0,84558.0,,
1,2,16,-1,bridge-e1000,1,1,update,355.57562875107175,668.0,953.0,83976.0,,
2,2,16,-1,bridge-e1000,1,1,overall,,,,,61022.0,2761.8563796663498
0,2,16,-1,bridge-e1000,1,2,read,375.73825922044216,682.0,955.0,80148.0,,
1,2,16,-1,bridge-e1000,1,2,update,374.42932015573524,682.0,957.0,80136.0,,
2,2,16,-1,bridge-e1000,1,2,overall,,,,,61014.0,2627.0036385091944
0,2,16,-1,bridge-e1000,1,3,read,363.6990867856063,667.0,980.0,82675.0,,
1,2,16,-1,bridge-e1000,1,3,update,364.3752719141541,678.0,1014.0,82287.0,,
2,2,16,-1,bridge-e1000,1,3,overall,,,,,61017.0,2703.541635937526
0,2,16,-1,bridge-e1000,1,4,read,353.9089332989715,656.0,901.0,85366.0,,
1,2,16,-1,bridge-e1000,1,4,update,353.03012617551155,659.0,918.0,84644.0,,
2,2,16,-1,bridge-e1000,1,4,overall,,,,,61027.0,2785.81611417897
0,2,16,-1,bridge-e1000,1,5,read,353.8656935851897,661.0,932.0,85022.0,,
1,2,16,-1,bridge-e1000,1,5,update,353.1908630636995,663.0,951.0,84930.0,,
2,2,16,-1,bridge-e1000,1,5,overall,,,,,61013.0,2785.5047285004835
0,2,16,-1,bridge-e1000,1,6,read,372.053231657659,677.0,951.0,81042.0,,
1,2,16,-1,bridge-e1000,1,6,update,369.72119184036353,679.0,949.0,80984.0,,
2,2,16,-1,bridge-e1000,1,6,overall,,,,,61017.0,2655.4238982578627
0,2,16,-1,bridge-e1000,1,7,read,357.5390545073874,667.0,939.0,84062.0,,
1,2,16,-1,bridge-e1000,1,7,update,357.476998069268,673.0,957.0,83906.0,,
2,2,16,-1,bridge-e1000,1,7,overall,,,,,61021.0,2752.6261450975894
0,2,16,-1,bridge-e1000,1,8,read,344.93914343202067,652.0,909.0,86975.0,,
1,2,16,-1,bridge-e1000,1,8,update,344.2897981163638,658.0,926.0,87278.0,,
2,2,16,-1,bridge-e1000,1,8,overall,,,,,61024.0,2855.4830886208706
0,2,16,-1,bridge-e1000,1,9,read,386.9741589026915,688.0,949.0,77280.0,,
1,2,16,-1,bridge-e1000,1,9,update,387.5307533805538,697.0,958.0,77650.0,,
2,2,16,-1,bridge-e1000,1,9,overall,,,,,61024.0,2538.8371788148925
0,2,16,-1,bridge-e1000,1,10,read,373.2063864288387,672.0,928.0,80170.0,,
1,2,16,-1,bridge-e1000,1,10,update,373.4012747541634,680.0,943.0,80643.0,,
2,2,16,-1,bridge-e1000,1,10,overall,,,,,61018.0,2635.500999705005
0,2,16,-1,bridge-e1000,1,11,read,367.816122356514,676.0,940.0,81663.0,,
1,2,16,-1,bridge-e1000,1,11,update,367.6136583691829,682.0,939.0,81591.0,,
2,2,16,-1,bridge-e1000,1,11,overall,,,,,61016.0,2675.5932870066868
0,2,16,-1,bridge-e1000,1,12,read,359.1058793981869,659.0,926.0,83614.0,,
1,2,16,-1,bridge-e1000,1,12,update,359.74236535924194,663.0,928.0,83370.0,,
2,2,16,-1,bridge-e1000,1,12,overall,,,,,61020.0,2736.5453949524745
0,2,16,-1,bridge-e1000,1,13,read,365.1957623829622,670.0,931.0,82452.0,,
1,2,16,-1,bridge-e1000,1,13,update,361.30170372160467,673.0,928.0,82760.0,,
2,2,16,-1,bridge-e1000,1,13,overall,,,,,61014.0,2707.7719867571377
0,2,16,-1,bridge-e1000,1,14,read,360.15392984385835,659.0,920.0,83642.0,,
1,2,16,-1,bridge-e1000,1,14,update,358.9016651071283,665.0,947.0,83358.0,,
2,2,16,-1,bridge-e1000,1,14,overall,,,,,61021.0,2736.762753806067
0,2,16,-1,bridge-e1000,1,15,read,365.0504418663854,673.0,960.0,82491.0,,
1,2,16,-1,bridge-e1000,1,15,update,364.393086395693,676.0,973.0,82099.0,,
2,2,16,-1,bridge-e1000,1,15,overall,,,,,61023.0,2697.1797518968256
0,2,16,-1,bridge-e1000,1,16,read,343.71102193809503,653.0,921.0,86972.0,,
1,2,16,-1,bridge-e1000,1,16,update,341.7178121864453,648.0,915.0,87704.0,,
2,2,16,-1,bridge-e1000,1,16,overall,,,,,61015.0,2862.8370072932885
