,repetitions,num_vms,rps,interface,repetition,vm_number,op,avg_us,95th_us,99th_us,ops,runtime,ops_per_sec
0,2,16,-1,vmux-emu,0,1,read,603.0239590416384,897.0,1253.0,50002.0,,
1,2,16,-1,vmux-emu,0,1,update,602.6094209420942,903.0,1253.0,49995.0,,
2,2,16,-1,vmux-emu,0,1,overall,,,,,61018.0,1638.811498246419
0,2,16,-1,vmux-emu,0,2,read,497.3334445760817,755.0,989.0,59929.0,,
1,2,16,-1,vmux-emu,0,2,update,500.55909418528637,757.0,977.0,59659.0,,
2,2,16,-1,vmux-emu,0,2,overall,,,,,61026.0,1959.6237669190182
0,2,16,-1,vmux-emu,0,3,read,482.6424675934167,733.0,944.0,61793.0,,
1,2,16,-1,vmux-emu,0,3,update,485.6164978991258,739.0,954.0,62117.0,,
2,2,16,-1,vmux-emu,0,3,overall,,,,,61040.0,2029.9803407601573
0,2,16,-1,vmux-emu,0,4,read,562.1128639412448,840.0,1075.0,53374.0,,
1,2,16,-1,vmux-emu,0,4,update,563.510794619645,845.0,1090.0,53082.0,,
2,2,16,-1,vmux-emu,0,4,overall,,,,,61010.0,1744.8942796262909
0,2,16,-1,vmux-emu,0,5,read,555.2804661487237,814.0,1036.0,54060.0,,
1,2,16,-1,vmux-emu,0,5,update,555.0245471568682,817.0,1046.0,53937.0,,
2,2,16,-1,vmux-emu,0,5,overall,,,,,61013.0,1770.0653958992345
0,2,16,-1,vmux-emu,0,6,read,560.7708063212883,839.0,1084.0,53217.0,,
1,2,16,-1,vmux-emu,0,6,update,563.6960872667192,843.0,1083.0,53262.0,,
2,2,16,-1,vmux-emu,0,6,overall,,,,,61019.0,1745.0138481456595
0,2,16,-1,vmux-emu,0,7,read,549.7225039503179,811.0,1043.0,54426.0,,
1,2,16,-1,vmux-emu,0,7,update,551.8637757819531,814.0,1050.0,54447.0,,
2,2,16,-1,vmux-emu,0,7,overall,,,,,61013.0,1784.422991821415
0,2,16,-1,vmux-emu,0,8,read,504.95873967221996,761.0,989.0,59064.0,,
1,2,16,-1,vmux-emu,0,8,update,508.1333072845882,769.0,985.0,58864.0,,
2,2,16,-1,vmux-emu,0,8,overall,,,,,61023.0,1932.517247595169
0,2,16,-1,vmux-emu,0,9,read,500.3650223021104,760.0,980.0,60084.0,,
1,2,16,-1,vmux-emu,0,9,update,501.6674289720562,759.0,994.0,59906.0,,
2,2,16,-1,vmux-emu,0,9,overall,,,,,61015.0,1966.5655986232894
0,2,16,-1,vmux-emu,0,10,read,489.0127066471853,744.0,974.0,60913.0,,
1,2,16,-1,vmux-emu,0,10,update,493.20009884678745,752.0,982.0,60700.0,,
2,2,16,-1,vmux-emu,0,10,overall,,,,,61013.0,1993.2309507809812
0,2,16,-1,vmux-emu,0,11,read,479.954696847211,726.0,932.0,61850.0,,
1,2,16,-1,vmux-emu,0,11,update,486.86867823506645,735.0,944.0,62008.0,,
2,2,16,-1,vmux-emu,0,11,overall,,,,,61010.0,2030.1262088182266
0,2,16,-1,vmux-emu,0,12,read,556.969062937063,827.0,1060.0,53625.0,,
1,2,16,-1,vmux-emu,0,12,update,560.9860047086961,827.0,1039.0,53518.0,,
2,2,16,-1,vmux-emu,0,12,overall,,,,,61022.0,1755.809380223526
0,2,16,-1,vmux-emu,0,13,read,546.3797806653764,804.0,1046.0,54255.0,,
1,2,16,-1,vmux-emu,0,13,update,550.1618641118174,807.0,1035.0,54589.0,,
2,2,16,-1,vmux-emu,0,13,overall,,,,,61015.0,1783.8892075719086
0,2,16,-1,vmux-emu,0,14,read,558.7595587547911,827.0,1073.0,53485.0,,
1,2,16,-1,vmux-emu,0,14,update,563.0933045356371,831.0,1084.0,53245.0,,
2,2,16,-1,vmux-emu,0,14,overall,,,,,61019.0,1749.1273209983776
0,2,16,-1,vmux-emu,0,15,read,544.5141178838728,805.0,1042.0,54647.0,,
1,2,16,-1,vmux-emu,0,15,update,547.0958224258289,808.0,1034.0,55008.0,,
2,2,16,-1,vmux-emu,0,15,overall,,,,,61020.0,1797.03375942314
0,2,16,-1,vmux-emu,0,16,read,724.0481297535929,1063.0,1470.0,41679.0,,
1,2,16,-1,vmux-emu,0,16,update,725.6045270074403,1058.0,1543.0,41396.0,,
2,2,16,-1,vmux-emu,0,16,overall,,,,,61046.0,1360.8590243422993
