,repetitions,num_vms,rps,interface,repetition,vm_number,op,avg_us,95th_us,99th_us,ops,runtime,ops_per_sec
0,2,8,-1,vmux-emu,0,1,read,376.85734392905186,518.0,686.0,80284.0,,
1,2,8,-1,vmux-emu,0,1,update,375.56246318876174,519.0,669.0,79799.0,,
2,2,8,-1,vmux-emu,0,1,overall,,,,,61027.0,2623.1504088354336
0,2,8,-1,vmux-emu,0,2,read,298.4215777891659,402.0,525.0,99519.0,,
1,2,8,-1,vmux-emu,0,2,update,300.32619927685846,400.0,535.0,99289.0,,
2,2,8,-1,vmux-emu,0,2,overall,,,,,61026.0,3257.7589879723396
0,2,8,-1,vmux-emu,0,3,read,294.84607345476263,403.0,512.0,100470.0,,
1,2,8,-1,vmux-emu,0,3,update,297.5601069889544,403.0,528.0,100945.0,,
2,2,8,-1,vmux-emu,0,3,overall,,,,,61022.0,3300.694831372292
0,2,8,-1,vmux-emu,0,4,read,353.9656092499259,459.0,594.0,84325.0,,
1,2,8,-1,vmux-emu,0,4,update,355.15480072996996,459.0,593.0,84935.0,,
2,2,8,-1,vmux-emu,0,4,overall,,,,,61018.0,2773.935559998689
0,2,8,-1,vmux-emu,0,5,read,351.46238927684306,444.0,579.0,85348.0,,
1,2,8,-1,vmux-emu,0,5,update,353.1936780796076,446.0,582.0,84816.0,,
2,2,8,-1,vmux-emu,0,5,overall,,,,,61021.0,2788.613755920093
0,2,8,-1,vmux-emu,0,6,read,356.77546251917175,467.0,617.0,83456.0,,
1,2,8,-1,vmux-emu,0,6,update,358.8682831947113,468.0,615.0,83801.0,,
2,2,8,-1,vmux-emu,0,6,overall,,,,,61023.0,2740.884584500926
0,2,8,-1,vmux-emu,0,7,read,351.5896564254651,455.0,583.0,85309.0,,
1,2,8,-1,vmux-emu,0,7,update,353.1403597341912,459.0,594.0,85174.0,,
2,2,8,-1,vmux-emu,0,7,overall,,,,,61015.0,2794.1162009341965
0,2,8,-1,vmux-emu,0,8,read,310.76270027860346,426.0,536.0,96553.0,,
1,2,8,-1,vmux-emu,0,8,update,311.7600952588941,426.0,544.0,96159.0,,
2,2,8,-1,vmux-emu,0,8,overall,,,,,61023.0,3158.0223850023763
