Time,Device,Direction,PacketRate,Mbit,MbitWithFraming,TotalPackets,TotalBytes
1738380810,Device: id=0,RX,9.9622954654422e-07,0.00055788854606476,0.00071728527351184,1,70
1738380810,Device: id=0,TX,32.954272252594,16872.61792493,22145.301485345,35013573,2240868672
1738380811,Device: id=0,RX,9.9812934959498e-07,0.00055895243577319,0.00071865313170839,2,140
1738380811,Device: id=0,TX,32.941361547177,16865.945160355,22136.563007903,68268556,4369183552
1738380812,Device: id=0,RX,9.9467941259266e-07,0.00055702047105189,0.00071616917706672,3,210
1738380812,Device: id=0,TX,32.820744804992,16804.221340156,22055.540508954,101267132,6481092416
1738380813,Device: id=0,RX,1.9815699506882e-06,0.0011096791723854,0.0014267303644955,5,350
1738380813,Device: id=0,TX,32.956226842929,16873.600319271,22146.59661414,134527347,8609747712
1738380814,Device: id=0,RX,1.9894604982278e-06,0.0011140978790076,0.001432411558724,7,490
1738380814,Device: id=0,TX,32.958409726688,16874.714437958,22148.059994229,167661269,10730319808
1738380815,Device: id=0,RX,9.947282807238e-07,0.00055704783720533,0.00071620436212114,8,560
1738380815,Device: id=0,TX,32.980495970745,16886.025142019,22162.904497338,200815433,12852187712
1738380816,Device: id=0,RX,9.9472870094126e-07,0.0005570480725271,0.0007162046646777,9,630
1738380816,Device: id=0,TX,32.973065383004,16882.177391191,22157.867852471,233964327,14973712896
1738380817,Device: id=0,RX,9.9473078728931e-07,0.00055704924088201,0.0007162061668483,10,700
1738380817,Device: id=0,TX,32.964407125128,16877.808534795,22152.113674815,267102635,17094568640
1738380818,Device: id=0,RX,1.98956134114e-06,0.0011141543510384,0.0014324841656208,12,840
1738380818,Device: id=0,TX,32.973600897756,16882.463796677,22158.239940318,300250584,19216034880
1738380819,Device: id=0,RX,0,0,0,12,840
1738380819,Device: id=0,TX,32.948675733245,16869.727067798,22141.515185117,333377993,21336189696
1738380820,Device: id=0,RX,2.9838812771308e-06,0.0017346296491054,0.0022120506534463,15,1058
1738380820,Device: id=0,TX,32.955199335896,16873.05696706,22145.888860803,366508427,23456536832
1738380821,Device: id=0,RX,2.9841914108454e-06,0.0017029785651224,0.0021804491908577,18,1272
1738380821,Device: id=0,TX,32.989325028477,16890.528302409,22168.820306965,399669543,25578847488
1738380822,Device: id=0,RX,1.9815975390983e-06,0.0011414001825206,0.0014584557887763,20,1416
1738380822,Device: id=0,TX,32.886232988131,16837.771073265,22099.568351366,432862737,27703214400
1738380823,Device: id=0,RX,1.988965912938e-06,0.0011138209112453,0.0014320554573154,22,1556
1738380823,Device: id=0,TX,33.006779619725,16899.476256704,22180.56099586,466054898,29827513344
1738380824,Device: id=0,RX,9.9459403573758e-07,0.00055697266001304,0.00071610770573106,23,1626
1738380824,Device: id=0,TX,32.980683521989,16886.078898065,22162.988261583,499212673,31949607040
1738380825,Device: id=0,RX,1.989346264214e-06,0.0011140339079598,0.0014323293102341,25,1766
1738380825,Device: id=0,TX,32.974264914,16882.823635968,22158.706022208,532363394,34071253184
1738380826,Device: id=0,RX,9.9463272364892e-07,0.0005569943252434,0.00071613556102722,26,1836
1738380826,Device: id=0,TX,32.955617777622,16873.276302142,22146.175146562,565497670,36191846848
1738380827,Device: id=0,RX,0,0,0,26,1836
1738380827,Device: id=0,TX,32.96503947647,16878.132286857,22152.538603092,598648831,38313525184
1738380828,Device: id=0,RX,9.9196795376355e-07,0.00055550205410759,0.00071421692670975,27,1906
1738380828,Device: id=0,TX,32.988856810509,16890.294686981,22168.511776662,631904571,40441892544
1738380829,Device: id=0,RX,9.9457748244688e-07,0.00055696339017025,0.00071609578736175,28,1976
1738380829,Device: id=0,TX,32.998320482233,16895.126338719,22174.857615876,665084864,42565429568
1738380830,Device: id=0,RX,9.9462597939748e-07,0.00055699054846259,0.00071613070516619,29,2046
1738380830,Device: id=0,TX,32.980967026856,16886.259192003,22163.2139163,698241876,44687478848
1738380831,Device: id=0,RX,9.9477495652048e-07,0.00055707397565147,0.00071623796869474,30,2116
1738380831,Device: id=0,TX,32.974106577234,16882.734418339,22158.591470697,731389146,46808903104
1738380832,Device: id=0,RX,9.9467859435588e-07,0.00055702001283929,0.00071616858793623,31,2186
1738380832,Device: id=0,TX,32.866256106378,16827.540949278,22086.141926298,764434621,48923815744
1738380833,Device: id=0,RX,1.9892524600038e-06,0.0011139813776021,0.0014322617712027,33,2326
1738380833,Device: id=0,TX,32.967248602124,16879.199198454,22153.958974794,797576710,51044905408
1738380834,Device: id=0,RX,1.9893624814603e-06,0.0011140429896178,0.0014323409866514,35,2466
1738380834,Device: id=0,TX,33.012152746069,16902.240539168,22184.184978539,830766805,53169073792
1738380835,Device: id=0,RX,9.9195373843221e-07,0.00055549409352204,0.00071420669167119,36,2536
1738380835,Device: id=0,TX,33.003605148064,16897.827550483,22178.404374173,864035145,55298245248
1738380836,Device: id=0,RX,9.9474940999215e-07,0.0005570596695956,0.00071621957519435,37,2606
1738380836,Device: id=0,TX,33.004262173924,16898.182233049,22178.864180877,897215411,57421782272
1738380837,Device: id=0,RX,9.9467323530683e-07,0.00055701701177183,0.00071616472942092,38,2676
1738380837,Device: id=0,TX,32.966315336129,16878.776369629,22153.38682341,930357895,59542904128
1738380838,Device: id=0,RX,9.9479165647548e-07,0.00055708332762627,0.00071624999266234,39,2746
1738380838,Device: id=0,TX,32.973082068515,16882.209360481,22157.902491444,963503872,61664245568
1738380839,Device: id=0,RX,0,0,0,39,2746
1738380839,Device: id=0,TX,32.979705812391,16885.602245315,22162.355175297,996656420,63786007744
1738380840,Device: id=0,RX,0,0,0,39,2746
1738380840,Device: id=0,TX,32.895061351352,16842.296367451,22105.506183667,1029726059,65902467776
1738380841,Device: id=0,RX,9.9467587428113e-07,0.00055701848959743,0.00071616662948241,40,2816
1738380841,Device: id=0,TX,32.997165699825,16894.54883831,22174.095350282,1062899838,68025589632
1738380842,Device: id=0,RX,9.9325980925418e-07,0.00055622549318234,0.00071514706266301,41,2886
1738380843,Device: id=0,TX,32.893603594879,16841.493001508,22104.469576689,1096016158,70145030080
1738380843,Device: id=0,RX,9.9469124400466e-07,0.00055702709664261,0.00071617769568336,42,2956
1738380844,Device: id=0,TX,32.980035426381,16885.810222314,22162.615890535,1129172990,72267071360
1738380844,Device: id=0,RX,9.9197606232997e-07,0.00055550659490478,0.00071422276487758,43,3026
1738380845,Device: id=0,TX,32.986315800886,16888.961692407,22166.772220549,1162425642,74395237056
1738380845,Device: id=0,RX,1.9894619284476e-06,0.0011140986799307,0.0014324125884823,45,3166
1738380846,Device: id=0,TX,32.991812234028,16891.839949775,22170.52990722,1195592302,76517907328
1738380846,Device: id=0,RX,1.9893527363379e-06,0.0011140375323492,0.0014323339701633,47,3306
1738380847,Device: id=0,TX,32.988844676546,16890.288474392,22168.503622639,1228757639,78640488896
1738380847,Device: id=0,RX,9.9477545787961e-07,0.00055707425641258,0.00071623832967332,48,3376
1738380848,Device: id=0,TX,32.998012060755,16894.982175107,22174.664104828,1261929401,80763481664
1738380848,Device: id=0,RX,9.9373893153813e-07,0.00055649380166135,0.00071549203070745,49,3446
1738380849,Device: id=0,TX,32.992346505111,16892.049356961,22170.824797778,1295130017,82888317056
1738380849,Device: id=0,RX,2.9840224038616e-06,0.0017347116907782,0.002212155275396,52,3664
1738380850,Device: id=0,TX,32.987506177313,16889.613857621,22167.614845991,1328293839,85010803008
1738380850,Device: id=0,RX,9.9468267818168e-07,0.00055702229978174,0.00071617152829081,53,3734
1738380851,Device: id=0,TX,32.968744355033,16879.986414806,22154.985511612,1361438385,87132052608
1738380851,Device: id=0,RX,0,0,0,53,3734
1738380852,Device: id=0,TX,32.985915433425,16888.82078634,22166.567255688,1394600695,89254444480
1738380853,Device: id=0,RX,9.9468253812212e-07,0.0005888520625683,0.00074800126866783,54,3808
1738380853,Device: id=0,TX,32.980362585325,16885.934439707,22162.792453359,1427757736,91376493696
1738380854,Device: id=0,RX,0,0,0,54,3808
1738380854,Device: id=0,TX,32.914070112584,16852.015101511,22118.266319524,1460848458,93494301312
1738380855,Device: id=0,RX,0,0,0,54,3808
1738380855,Device: id=0,TX,33.005760301142,16898.94010706,22179.861755243,1494030192,95617931136
1738380856,Device: id=0,RX,9.9468230960397e-07,0.00058885192728555,0.00074800109682219,55,3882
1738380856,Device: id=0,TX,32.992539892391,16892.189591796,22170.995974578,1527199478,97740766592
1738380857,Device: id=0,RX,9.9467372182059e-07,0.00055701728421953,0.00071616507971083,56,3952
1738380857,Device: id=0,TX,32.970989135901,16881.134215133,22156.492476878,1560347298,99862225536
1738380858,Device: id=0,RX,9.9467421570626e-07,0.00055701756079551,0.00071616543530851,57,4022
1738380858,Device: id=0,TX,32.962065963572,16876.557911244,22150.488465416,1593485102,101983042496
1738380859,Device: id=0,RX,9.9468272978258e-07,0.00055702232867825,0.00071617156544346,58,4092
1738380859,Device: id=0,TX,32.972643675229,16882.014950923,22157.637938959,1626634708,104104619968
1738380860,Device: id=0,RX,9.9467501919295e-07,0.00055701801074805,0.00071616601381892,59,4162
1738380860,Device: id=0,TX,33.03003705501,16911.38202786,22196.187956662,1659840986,106229822144
1738380861,Device: id=0,RX,1.9893625256895e-06,0.0011140430143861,0.0014323410184964,61,4302
1738380861,Device: id=0,TX,33.006094670824,16899.128110179,22180.103257511,1693025458,108353629312
1738380862,Device: id=0,RX,9.9322600553607e-07,0.0005562065631002,0.00071512272398597,62,4372
1738380862,Device: id=0,TX,32.992845876591,16892.311671736,22171.167011991,1726255747,110480364608
1738380863,Device: id=0,RX,1.98530840991e-06,0.0011117727095496,0.0014294220551352,64,4512
1738380863,Device: id=0,TX,32.9873781033,16889.549283487,22167.529780015,1759472741,112606253696
1738380864,Device: id=0,RX,9.9476944897615e-07,0.00055707089142664,0.00071623400326283,65,4582
1738380864,Device: id=0,TX,32.882794487128,16835.972442355,22097.219560295,1792529401,114721877632
1738380865,Device: id=0,RX,9.9467391347766e-07,0.00055701739154749,0.00071616521770392,66,4652
1738380865,Device: id=0,TX,32.969398379341,16880.331970223,22155.435710917,1825674577,116843168896
1738380866,Device: id=0,RX,0,0,0,66,4652
1738380866,Device: id=0,TX,33.004038375701,16898.099732431,22178.745872543,1858855473,118966750272
1738380867,Device: id=0,RX,9.9463071879085e-07,0.00055699320252288,0.00071613411752941,67,4722
1738380867,Device: id=0,TX,33.002528404281,16897.285375964,22177.689920649,1892034309,121090194624
1738380868,Device: id=0,RX,0,0,0,67,4722
1738380868,Device: id=0,TX,32.993819682469,16892.84484448,22171.855993675,1925204287,123213074368
1738380869,Device: id=0,RX,0,0,0,67,4722
1738380869,Device: id=0,TX,32.980724622991,16886.119293192,22163.03523287,1958360196,125335051072
1738380870,Device: id=0,RX,0,0,0,67,4722
1738380870,Device: id=0,TX,32.944749613199,16867.72349267,22138.883430781,1991545290,127458898560
1738380870,Device: id=0,RX,1.1122183748422e-06,0.00062715605074774,0.0008051109907225,67,4722
1738380870,Device: id=0,TX,32.969545997236,16880.407554128,22155.534913685,2008161190,128522316160
