,repetitions,num_vms,rps,interface,repetition,vm_number,op,avg_us,95th_us,99th_us,ops,runtime,ops_per_sec
0,2,4,-1,bridge-vhost,0,1,read,98.68330714999806,124.0,135.0,308084.0,,
1,2,4,-1,bridge-vhost,0,1,update,95.5412894438286,121.0,133.0,307621.0,,
2,2,4,-1,bridge-vhost,0,1,overall,,,,,61010.0,10091.87018521554
0,2,4,-1,bridge-vhost,0,2,read,97.92613928773609,114.0,130.0,310896.0,,
1,2,4,-1,bridge-vhost,0,2,update,95.10857203781363,112.0,127.0,309518.0,,
2,2,4,-1,bridge-vhost,0,2,overall,,,,,61015.0,10168.220929279685
0,2,4,-1,bridge-vhost,0,3,read,98.29384485802156,119.0,132.0,309871.0,,
1,2,4,-1,bridge-vhost,0,3,update,95.31326871755294,116.0,129.0,308387.0,,
2,2,4,-1,bridge-vhost,0,3,overall,,,,,61016.0,10132.719286744461
0,2,4,-1,bridge-vhost,0,4,read,87.65961590212652,103.0,128.0,345589.0,,
1,2,4,-1,bridge-vhost,0,4,update,85.41699679770478,101.0,126.0,345065.0,,
2,2,4,-1,bridge-vhost,0,4,overall,,,,,61008.0,11320.71203776554
