   repetitions  num_vms     interface     fastclick   rate  repetition  vm_num  rxPackets   txPackets    txMpps  rxMppsCalc
0            3       64  bridge-vhost  software-tap  40000           0       1     381286  2062949175  33.87034    0.006260
0            3       64  bridge-vhost  software-tap  40000           0       2     231426  2062949175  33.87034    0.003800
0            3       64  bridge-vhost  software-tap  40000           0       3     231295  2062949175  33.87034    0.003797
0            3       64  bridge-vhost  software-tap  40000           0       4     231265  2062949175  33.87034    0.003797
0            3       64  bridge-vhost  software-tap  40000           0       5     231351  2062949175  33.87034    0.003798
0            3       64  bridge-vhost  software-tap  40000           0       6     231195  2062949175  33.87034    0.003796
0            3       64  bridge-vhost  software-tap  40000           0       7     231059  2062949175  33.87034    0.003794
0            3       64  bridge-vhost  software-tap  40000           0       8     231172  2062949175  33.87034    0.003795
0            3       64  bridge-vhost  software-tap  40000           0       9     231038  2062949175  33.87034    0.003793
0            3       64  bridge-vhost  software-tap  40000           0      10     231386  2062949175  33.87034    0.003799
0            3       64  bridge-vhost  software-tap  40000           0      11     231058  2062949175  33.87034    0.003794
0            3       64  bridge-vhost  software-tap  40000           0      12     231062  2062949175  33.87034    0.003794
0            3       64  bridge-vhost  software-tap  40000           0      13     231205  2062949175  33.87034    0.003796
0            3       64  bridge-vhost  software-tap  40000           0      14     231093  2062949175  33.87034    0.003794
0            3       64  bridge-vhost  software-tap  40000           0      15     231309  2062949175  33.87034    0.003798
0            3       64  bridge-vhost  software-tap  40000           0      16     231038  2062949175  33.87034    0.003793
0            3       64  bridge-vhost  software-tap  40000           0      17     231142  2062949175  33.87034    0.003795
0            3       64  bridge-vhost  software-tap  40000           0      18     231235  2062949175  33.87034    0.003797
0            3       64  bridge-vhost  software-tap  40000           0      19     231551  2062949175  33.87034    0.003802
0            3       64  bridge-vhost  software-tap  40000           0      20     230963  2062949175  33.87034    0.003792
0            3       64  bridge-vhost  software-tap  40000           0      21     231080  2062949175  33.87034    0.003794
0            3       64  bridge-vhost  software-tap  40000           0      22     231165  2062949175  33.87034    0.003795
0            3       64  bridge-vhost  software-tap  40000           0      23     231733  2062949175  33.87034    0.003805
0            3       64  bridge-vhost  software-tap  40000           0      24     231128  2062949175  33.87034    0.003795
0            3       64  bridge-vhost  software-tap  40000           0      25     230928  2062949175  33.87034    0.003791
0            3       64  bridge-vhost  software-tap  40000           0      26     231528  2062949175  33.87034    0.003801
0            3       64  bridge-vhost  software-tap  40000           0      27     231137  2062949175  33.87034    0.003795
0            3       64  bridge-vhost  software-tap  40000           0      28     230908  2062949175  33.87034    0.003791
0            3       64  bridge-vhost  software-tap  40000           0      29     230976  2062949175  33.87034    0.003792
0            3       64  bridge-vhost  software-tap  40000           0      30     231498  2062949175  33.87034    0.003801
0            3       64  bridge-vhost  software-tap  40000           0      31     230931  2062949175  33.87034    0.003792
0            3       64  bridge-vhost  software-tap  40000           0      32     230989  2062949175  33.87034    0.003792
0            3       64  bridge-vhost  software-tap  40000           0      33     231087  2062949175  33.87034    0.003794
0            3       64  bridge-vhost  software-tap  40000           0      34     231116  2062949175  33.87034    0.003795
0            3       64  bridge-vhost  software-tap  40000           0      35     230981  2062949175  33.87034    0.003792
0            3       64  bridge-vhost  software-tap  40000           0      36     231006  2062949175  33.87034    0.003793
0            3       64  bridge-vhost  software-tap  40000           0      37     230976  2062949175  33.87034    0.003792
0            3       64  bridge-vhost  software-tap  40000           0      38     230992  2062949175  33.87034    0.003793
0            3       64  bridge-vhost  software-tap  40000           0      39     231016  2062949175  33.87034    0.003793
0            3       64  bridge-vhost  software-tap  40000           0      40     230933  2062949175  33.87034    0.003792
0            3       64  bridge-vhost  software-tap  40000           0      41     230961  2062949175  33.87034    0.003792
0            3       64  bridge-vhost  software-tap  40000           0      42     230941  2062949175  33.87034    0.003792
0            3       64  bridge-vhost  software-tap  40000           0      43     230930  2062949175  33.87034    0.003792
0            3       64  bridge-vhost  software-tap  40000           0      44     230932  2062949175  33.87034    0.003792
0            3       64  bridge-vhost  software-tap  40000           0      45     230880  2062949175  33.87034    0.003791
0            3       64  bridge-vhost  software-tap  40000           0      46     230933  2062949175  33.87034    0.003792
0            3       64  bridge-vhost  software-tap  40000           0      47     230953  2062949175  33.87034    0.003792
0            3       64  bridge-vhost  software-tap  40000           0      48     230958  2062949175  33.87034    0.003792
0            3       64  bridge-vhost  software-tap  40000           0      49     230888  2062949175  33.87034    0.003791
0            3       64  bridge-vhost  software-tap  40000           0      50     231017  2062949175  33.87034    0.003793
0            3       64  bridge-vhost  software-tap  40000           0      51     230837  2062949175  33.87034    0.003790
0            3       64  bridge-vhost  software-tap  40000           0      52     230928  2062949175  33.87034    0.003791
0            3       64  bridge-vhost  software-tap  40000           0      53     230867  2062949175  33.87034    0.003790
0            3       64  bridge-vhost  software-tap  40000           0      54     231137  2062949175  33.87034    0.003795
0            3       64  bridge-vhost  software-tap  40000           0      55     230889  2062949175  33.87034    0.003791
0            3       64  bridge-vhost  software-tap  40000           0      56     230890  2062949175  33.87034    0.003791
0            3       64  bridge-vhost  software-tap  40000           0      57     230946  2062949175  33.87034    0.003792
0            3       64  bridge-vhost  software-tap  40000           0      58     231494  2062949175  33.87034    0.003801
0            3       64  bridge-vhost  software-tap  40000           0      59     232022  2062949175  33.87034    0.003809
0            3       64  bridge-vhost  software-tap  40000           0      60     230944  2062949175  33.87034    0.003792
0            3       64  bridge-vhost  software-tap  40000           0      61     230935  2062949175  33.87034    0.003792
0            3       64  bridge-vhost  software-tap  40000           0      62     230985  2062949175  33.87034    0.003792
0            3       64  bridge-vhost  software-tap  40000           0      63     230928  2062949175  33.87034    0.003791
0            3       64  bridge-vhost  software-tap  40000           0      64          0  2062949175  33.87034    0.000000
