,repetitions,num_vms,rps,interface,repetition,vm_number,op,avg_us,95th_us,99th_us,ops,runtime,ops_per_sec
0,2,4,-1,vmux-emu,1,1,read,236.87800525182004,271.0,377.0,127194.0,,
1,2,4,-1,vmux-emu,1,1,update,236.8324524187623,269.0,374.0,126573.0,,
2,2,4,-1,vmux-emu,1,1,overall,,,,,61016.0,4159.023862593418
0,2,4,-1,vmux-emu,1,2,read,238.4611976199519,278.0,381.0,126384.0,,
1,2,4,-1,vmux-emu,1,2,update,237.78428763760198,272.0,379.0,126270.0,,
2,2,4,-1,vmux-emu,1,2,overall,,,,,61020.0,4140.511307767945
0,2,4,-1,vmux-emu,1,3,read,239.1437712123741,291.0,380.0,125811.0,,
1,2,4,-1,vmux-emu,1,3,update,239.11230237035736,282.0,378.0,125171.0,,
2,2,4,-1,vmux-emu,1,3,overall,,,,,61017.0,4113.312683350542
0,2,4,-1,vmux-emu,1,4,read,236.59464462966173,274.0,371.0,126938.0,,
1,2,4,-1,vmux-emu,1,4,update,236.97283011138944,274.0,367.0,126942.0,,
2,2,4,-1,vmux-emu,1,4,overall,,,,,61017.0,4160.807643771408
