   repetitions  num_vms     interface     fastclick   rate  repetition  vm_num  rxPackets   txPackets     txMpps  rxMppsCalc
0            3       32  bridge-vhost  software-tap  40000           2       1     640126  2022680546  33.203462    0.010508
0            3       32  bridge-vhost  software-tap  40000           2       2     481723  2022680546  33.203462    0.007908
0            3       32  bridge-vhost  software-tap  40000           2       3     481641  2022680546  33.203462    0.007906
0            3       32  bridge-vhost  software-tap  40000           2       4     481674  2022680546  33.203462    0.007907
0            3       32  bridge-vhost  software-tap  40000           2       5     481763  2022680546  33.203462    0.007908
0            3       32  bridge-vhost  software-tap  40000           2       6     481513  2022680546  33.203462    0.007904
0            3       32  bridge-vhost  software-tap  40000           2       7     481415  2022680546  33.203462    0.007903
0            3       32  bridge-vhost  software-tap  40000           2       8     481378  2022680546  33.203462    0.007902
0            3       32  bridge-vhost  software-tap  40000           2       9     481317  2022680546  33.203462    0.007901
0            3       32  bridge-vhost  software-tap  40000           2      10     481639  2022680546  33.203462    0.007906
0            3       32  bridge-vhost  software-tap  40000           2      11     481253  2022680546  33.203462    0.007900
0            3       32  bridge-vhost  software-tap  40000           2      12     481300  2022680546  33.203462    0.007901
0            3       32  bridge-vhost  software-tap  40000           2      13     481435  2022680546  33.203462    0.007903
0            3       32  bridge-vhost  software-tap  40000           2      14     481363  2022680546  33.203462    0.007902
0            3       32  bridge-vhost  software-tap  40000           2      15     481687  2022680546  33.203462    0.007907
0            3       32  bridge-vhost  software-tap  40000           2      16     481250  2022680546  33.203462    0.007900
0            3       32  bridge-vhost  software-tap  40000           2      17     481461  2022680546  33.203462    0.007903
0            3       32  bridge-vhost  software-tap  40000           2      18     481345  2022680546  33.203462    0.007902
0            3       32  bridge-vhost  software-tap  40000           2      19     482019  2022680546  33.203462    0.007913
0            3       32  bridge-vhost  software-tap  40000           2      20     481213  2022680546  33.203462    0.007899
0            3       32  bridge-vhost  software-tap  40000           2      21     481335  2022680546  33.203462    0.007901
0            3       32  bridge-vhost  software-tap  40000           2      22     481387  2022680546  33.203462    0.007902
0            3       32  bridge-vhost  software-tap  40000           2      23     482355  2022680546  33.203462    0.007918
0            3       32  bridge-vhost  software-tap  40000           2      24     481408  2022680546  33.203462    0.007903
0            3       32  bridge-vhost  software-tap  40000           2      25     481221  2022680546  33.203462    0.007900
0            3       32  bridge-vhost  software-tap  40000           2      26     483085  2022680546  33.203462    0.007930
0            3       32  bridge-vhost  software-tap  40000           2      27     481642  2022680546  33.203462    0.007906
0            3       32  bridge-vhost  software-tap  40000           2      28     481241  2022680546  33.203462    0.007900
0            3       32  bridge-vhost  software-tap  40000           2      29     481235  2022680546  33.203462    0.007900
0            3       32  bridge-vhost  software-tap  40000           2      30     481689  2022680546  33.203462    0.007907
0            3       32  bridge-vhost  software-tap  40000           2      31     481211  2022680546  33.203462    0.007899
0            3       32  bridge-vhost  software-tap  40000           2      32     240644  2022680546  33.203462    0.003950
