   repetitions  num_vms     interface     fastclick   rate  repetition  vm_num  rxPackets   txPackets    txMpps  rxMppsCalc
0            3       64  bridge-e1000  software-tap  40000           0       1     391663  2055176769  33.74116    0.006430
0            3       64  bridge-e1000  software-tap  40000           0       2     237338  2055176769  33.74116    0.003897
0            3       64  bridge-e1000  software-tap  40000           0       3     237183  2055176769  33.74116    0.003894
0            3       64  bridge-e1000  software-tap  40000           0       4     237274  2055176769  33.74116    0.003895
0            3       64  bridge-e1000  software-tap  40000           0       5     237337  2055176769  33.74116    0.003897
0            3       64  bridge-e1000  software-tap  40000           0       6     237070  2055176769  33.74116    0.003892
0            3       64  bridge-e1000  software-tap  40000           0       7     237135  2055176769  33.74116    0.003893
0            3       64  bridge-e1000  software-tap  40000           0       8     237100  2055176769  33.74116    0.003893
0            3       64  bridge-e1000  software-tap  40000           0       9     237102  2055176769  33.74116    0.003893
0            3       64  bridge-e1000  software-tap  40000           0      10     237385  2055176769  33.74116    0.003897
0            3       64  bridge-e1000  software-tap  40000           0      11     237001  2055176769  33.74116    0.003891
0            3       64  bridge-e1000  software-tap  40000           0      12     237063  2055176769  33.74116    0.003892
0            3       64  bridge-e1000  software-tap  40000           0      13     237109  2055176769  33.74116    0.003893
0            3       64  bridge-e1000  software-tap  40000           0      14     237069  2055176769  33.74116    0.003892
0            3       64  bridge-e1000  software-tap  40000           0      15     237354  2055176769  33.74116    0.003897
0            3       64  bridge-e1000  software-tap  40000           0      16     237000  2055176769  33.74116    0.003891
0            3       64  bridge-e1000  software-tap  40000           0      17     237097  2055176769  33.74116    0.003893
0            3       64  bridge-e1000  software-tap  40000           0      18     237191  2055176769  33.74116    0.003894
0            3       64  bridge-e1000  software-tap  40000           0      19     237548  2055176769  33.74116    0.003900
0            3       64  bridge-e1000  software-tap  40000           0      20     236994  2055176769  33.74116    0.003891
0            3       64  bridge-e1000  software-tap  40000           0      21     236949  2055176769  33.74116    0.003890
0            3       64  bridge-e1000  software-tap  40000           0      22     237135  2055176769  33.74116    0.003893
0            3       64  bridge-e1000  software-tap  40000           0      23     237802  2055176769  33.74116    0.003904
0            3       64  bridge-e1000  software-tap  40000           0      24     237004  2055176769  33.74116    0.003891
0            3       64  bridge-e1000  software-tap  40000           0      25     236910  2055176769  33.74116    0.003890
0            3       64  bridge-e1000  software-tap  40000           0      26     237548  2055176769  33.74116    0.003900
0            3       64  bridge-e1000  software-tap  40000           0      27     237044  2055176769  33.74116    0.003892
0            3       64  bridge-e1000  software-tap  40000           0      28     236899  2055176769  33.74116    0.003889
0            3       64  bridge-e1000  software-tap  40000           0      29     237005  2055176769  33.74116    0.003891
0            3       64  bridge-e1000  software-tap  40000           0      30     237231  2055176769  33.74116    0.003895
0            3       64  bridge-e1000  software-tap  40000           0      31     236976  2055176769  33.74116    0.003891
0            3       64  bridge-e1000  software-tap  40000           0      32     236954  2055176769  33.74116    0.003890
0            3       64  bridge-e1000  software-tap  40000           0      33     237021  2055176769  33.74116    0.003891
0            3       64  bridge-e1000  software-tap  40000           0      34     237087  2055176769  33.74116    0.003892
0            3       64  bridge-e1000  software-tap  40000           0      35     236944  2055176769  33.74116    0.003890
0            3       64  bridge-e1000  software-tap  40000           0      36     236959  2055176769  33.74116    0.003890
0            3       64  bridge-e1000  software-tap  40000           0      37     236953  2055176769  33.74116    0.003890
