,repetitions,num_vms,rps,interface,repetition,vm_number,op,avg_us,95th_us,99th_us,ops,runtime,ops_per_sec
0,2,8,-1,vmux-vdpdk,1,1,read,64.45006164174289,77.0,126.0,468027.0,,
1,2,8,-1,vmux-vdpdk,1,1,update,62.74085836964908,75.0,122.0,467887.0,,
2,2,8,-1,vmux-vdpdk,1,1,overall,,,,,61018.0,15338.326395489856
0,2,8,-1,vmux-vdpdk,1,2,read,65.07028645783092,76.0,111.0,466491.0,,
1,2,8,-1,vmux-vdpdk,1,2,update,62.71022993194358,74.0,113.0,465790.0,,
2,2,8,-1,vmux-vdpdk,1,2,overall,,,,,61018.0,15278.786587564326
0,2,8,-1,vmux-vdpdk,1,3,read,66.52657381517707,78.0,125.0,455279.0,,
1,2,8,-1,vmux-vdpdk,1,3,update,64.20756253099668,76.0,122.0,455694.0,,
2,2,8,-1,vmux-vdpdk,1,3,overall,,,,,61011.0,14931.291078657947
0,2,8,-1,vmux-vdpdk,1,4,read,63.153037934091635,74.0,98.0,477117.0,,
1,2,8,-1,vmux-vdpdk,1,4,update,61.653855349921976,73.0,98.0,476792.0,,
2,2,8,-1,vmux-vdpdk,1,4,overall,,,,,61012.0,15634.776765226512
0,2,8,-1,vmux-vdpdk,1,5,read,62.87883852448571,73.0,91.0,478667.0,,
1,2,8,-1,vmux-vdpdk,1,5,update,61.352207035205254,72.0,90.0,478991.0,,
2,2,8,-1,vmux-vdpdk,1,5,overall,,,,,61018.0,15694.680258284441
0,2,8,-1,vmux-vdpdk,1,6,read,62.67148967585457,72.0,92.0,479507.0,,
1,2,8,-1,vmux-vdpdk,1,6,update,61.28509519424293,71.0,91.0,479966.0,,
2,2,8,-1,vmux-vdpdk,1,6,overall,,,,,61018.0,15724.425579337245
0,2,8,-1,vmux-vdpdk,1,7,read,64.44441701301824,76.0,111.0,465808.0,,
1,2,8,-1,vmux-vdpdk,1,7,update,63.305137410329756,74.0,116.0,466013.0,,
2,2,8,-1,vmux-vdpdk,1,7,overall,,,,,61019.0,15270.99755813763
0,2,8,-1,vmux-vdpdk,1,8,read,62.93393870081389,74.0,93.0,480039.0,,
1,2,8,-1,vmux-vdpdk,1,8,update,61.127522723530554,72.0,92.0,479789.0,,
2,2,8,-1,vmux-vdpdk,1,8,overall,,,,,61018.0,15730.24353469468
