,repetitions,num_vms,rps,interface,repetition,vm_number,op,avg_us,95th_us,99th_us,ops,runtime,ops_per_sec
0,2,32,-1,vmux-emu,0,1,read,629.205579113661,866.0,1168.0,48108.0,,
1,2,32,-1,vmux-emu,0,1,update,627.5311246657755,866.0,1176.0,47872.0,,
2,2,32,-1,vmux-emu,0,1,overall,,,,,61013.0,1573.1073705603724
0,2,32,-1,vmux-emu,0,2,read,611.8980457078252,833.0,1126.0,49532.0,,
1,2,32,-1,vmux-emu,0,2,update,608.405339067286,832.0,1129.0,49297.0,,
2,2,32,-1,vmux-emu,0,2,overall,,,,,61013.0,1619.8023372068249
0,2,32,-1,vmux-emu,0,3,read,623.3681062033926,849.0,1201.0,48812.0,,
1,2,32,-1,vmux-emu,0,3,update,617.8834674333465,846.0,1121.0,48347.0,,
2,2,32,-1,vmux-emu,0,3,overall,,,,,61013.0,1592.4311212364578
0,2,32,-1,vmux-emu,0,4,read,625.0825987324264,855.0,1164.0,48439.0,,
1,2,32,-1,vmux-emu,0,4,update,620.8134638013253,853.0,1144.0,48441.0,,
2,2,32,-1,vmux-emu,0,4,overall,,,,,61021.0,1587.6501532259385
0,2,32,-1,vmux-emu,0,5,read,617.9786363080933,842.0,1143.0,49102.0,,
1,2,32,-1,vmux-emu,0,5,update,615.1579368334701,839.0,1180.0,48760.0,,
2,2,32,-1,vmux-emu,0,5,overall,,,,,61014.0,1603.9269675812109
0,2,32,-1,vmux-emu,0,6,read,639.4705486509789,876.0,1231.0,47553.0,,
1,2,32,-1,vmux-emu,0,6,update,635.1165095941586,879.0,1226.0,47112.0,,
2,2,32,-1,vmux-emu,0,6,overall,,,,,61021.0,1551.351174185936
0,2,32,-1,vmux-emu,0,7,read,625.4415230626354,848.0,1278.0,48455.0,,
1,2,32,-1,vmux-emu,0,7,update,620.6131931245352,847.0,1406.0,48404.0,,
2,2,32,-1,vmux-emu,0,7,overall,,,,,61015.0,1587.4620994837335
