   repetitions  num_vms  interface     fastclick   rate  repetition  vm_num  rxPackets   txPackets    txMpps  rxMppsCalc
0            3       16  vmux-dpdk  software-tap  40000           1       1    4896183  2026374441  33.26893    0.080385
0            3       16  vmux-dpdk  software-tap  40000           1       2    4897650  2026374441  33.26893    0.080409
0            3       16  vmux-dpdk  software-tap  40000           1       3    4896958  2026374441  33.26893    0.080398
0            3       16  vmux-dpdk  software-tap  40000           1       4    4913339  2026374441  33.26893    0.080667
0            3       16  vmux-dpdk  software-tap  40000           1       5    4826630  2026374441  33.26893    0.079243
0            3       16  vmux-dpdk  software-tap  40000           1       6    4859180  2026374441  33.26893    0.079778
0            3       16  vmux-dpdk  software-tap  40000           1       7    4862809  2026374441  33.26893    0.079837
0            3       16  vmux-dpdk  software-tap  40000           1       8    4848507  2026374441  33.26893    0.079603
0            3       16  vmux-dpdk  software-tap  40000           1       9    4850249  2026374441  33.26893    0.079631
0            3       16  vmux-dpdk  software-tap  40000           1      10    4846958  2026374441  33.26893    0.079577
0            3       16  vmux-dpdk  software-tap  40000           1      11    4816754  2026374441  33.26893    0.079081
0            3       16  vmux-dpdk  software-tap  40000           1      12    4881818  2026374441  33.26893    0.080149
0            3       16  vmux-dpdk  software-tap  40000           1      13    4772682  2026374441  33.26893    0.078358
0            3       16  vmux-dpdk  software-tap  40000           1      14    4793049  2026374441  33.26893    0.078692
0            3       16  vmux-dpdk  software-tap  40000           1      15    4831032  2026374441  33.26893    0.079316
0            3       16  vmux-dpdk  software-tap  40000           1      16    4827827  2026374441  33.26893    0.079263
