,repetitions,num_vms,rps,interface,repetition,vm_number,op,avg_us,95th_us,99th_us,ops,runtime,ops_per_sec
0,2,4,-1,vmux-emu,0,1,read,225.34735652959782,303.0,376.0,132780.0,,
1,2,4,-1,vmux-emu,0,1,update,225.4084109765795,290.0,391.0,133302.0,,
2,2,4,-1,vmux-emu,0,1,overall,,,,,61017.0,4360.7846993460835
0,2,4,-1,vmux-emu,0,2,read,228.32063253469374,289.0,391.0,131724.0,,
1,2,4,-1,vmux-emu,0,2,update,227.737451266127,284.0,402.0,131069.0,,
2,2,4,-1,vmux-emu,0,2,overall,,,,,61020.0,4306.669944280564
0,2,4,-1,vmux-emu,0,3,read,228.47572963151612,294.0,381.0,131539.0,,
1,2,4,-1,vmux-emu,0,3,update,228.73540155726891,289.0,385.0,131127.0,,
2,2,4,-1,vmux-emu,0,3,overall,,,,,61016.0,4304.87085354661
0,2,4,-1,vmux-emu,0,4,read,228.9691996195969,307.0,403.0,130388.0,,
1,2,4,-1,vmux-emu,0,4,update,229.64118856862203,308.0,412.0,130308.0,,
2,2,4,-1,vmux-emu,0,4,overall,,,,,61020.0,4272.30416256965
