,repetitions,num_vms,rps,interface,repetition,vm_number,op,avg_us,95th_us,99th_us,ops,runtime,ops_per_sec
0,2,4,-1,bridge-e1000,0,1,read,163.28265794785895,255.0,301.0,186264.0,,
1,2,4,-1,bridge-e1000,0,1,update,157.7365713704562,250.0,296.0,186821.0,,
2,2,4,-1,bridge-e1000,0,1,overall,,,,,61024.0,6113.742134242265
0,2,4,-1,bridge-e1000,0,2,read,169.87672421464805,266.0,310.0,179792.0,,
1,2,4,-1,bridge-e1000,0,2,update,164.07245096998116,262.0,311.0,178921.0,,
2,2,4,-1,bridge-e1000,0,2,overall,,,,,61010.0,5879.5771185051635
0,2,4,-1,bridge-e1000,0,3,read,165.1486031348504,260.0,298.0,185272.0,,
1,2,4,-1,bridge-e1000,0,3,update,159.07245945140937,255.0,297.0,184655.0,,
2,2,4,-1,bridge-e1000,0,3,overall,,,,,61016.0,6062.786810017044
0,2,4,-1,bridge-e1000,0,4,read,182.93996045299298,270.0,322.0,166890.0,,
1,2,4,-1,bridge-e1000,0,4,update,176.69861057784604,268.0,325.0,166688.0,,
2,2,4,-1,bridge-e1000,0,4,overall,,,,,61014.0,5467.237027567444
