,repetitions,num_vms,rps,interface,repetition,vm_number,op,avg_us,95th_us,99th_us,ops,runtime,ops_per_sec
0,2,8,-1,vmux-med,0,1,read,460.113000654645,388.0,2607.0,67212.0,,
1,2,8,-1,vmux-med,0,1,update,438.79944716075437,382.0,2609.0,67289.0,,
2,2,8,-1,vmux-med,0,1,overall,,,,,61022.0,2204.139490675494
0,2,8,-1,vmux-med,0,2,read,517.2023597653417,401.0,2681.0,60684.0,,
1,2,8,-1,vmux-med,0,2,update,484.1362409997517,396.0,2595.0,60415.0,,
2,2,8,-1,vmux-med,0,2,overall,,,,,61214.0,1978.2892802300128
0,2,8,-1,vmux-med,0,3,read,399.42446155650237,365.0,2471.0,76749.0,,
1,2,8,-1,vmux-med,0,3,update,385.9332866443597,355.0,2567.0,77106.0,,
2,2,8,-1,vmux-med,0,3,overall,,,,,61019.0,2521.4277520116684
0,2,8,-1,vmux-med,0,4,read,600.933118054896,411.0,2707.0,52645.0,,
1,2,8,-1,vmux-med,0,4,update,551.9283658885183,397.0,2673.0,52475.0,,
2,2,8,-1,vmux-med,0,4,overall,,,,,61193.0,1717.8435441962315
0,2,8,-1,vmux-med,0,5,read,329.4329486400756,343.0,2419.0,88902.0,,
1,2,8,-1,vmux-med,0,5,update,353.46587671294833,343.0,2519.0,88444.0,,
2,2,8,-1,vmux-med,0,5,overall,,,,,61194.0,2898.094584436383
0,2,8,-1,vmux-med,0,6,read,520.6184521981099,395.0,2725.0,55343.0,,
1,2,8,-1,vmux-med,0,6,update,573.1107908484958,387.0,2737.0,55510.0,,
2,2,8,-1,vmux-med,0,6,overall,,,,,61189.0,1811.649152625472
0,2,8,-1,vmux-med,0,7,read,449.40408420269324,382.0,2595.0,69879.0,,
1,2,8,-1,vmux-med,0,7,update,418.8441940577006,377.0,2603.0,69670.0,,
2,2,8,-1,vmux-med,0,7,overall,,,,,61191.0,2280.5477929760914
0,2,8,-1,vmux-med,0,8,read,462.4092678888957,404.0,2673.0,65236.0,,
1,2,8,-1,vmux-med,0,8,update,465.6898115411812,399.0,2619.0,65054.0,,
2,2,8,-1,vmux-med,0,8,overall,,,,,61059.0,2133.837763474672
