,repetitions,num_vms,rps,interface,repetition,vm_number,op,avg_us,95th_us,99th_us,ops,runtime,ops_per_sec
0,2,16,-1,bridge,1,1,read,119.33212632008892,148.0,172.0,254623.0,,
1,2,16,-1,bridge,1,1,update,115.79050559902066,145.0,169.0,254866.0,,
2,2,16,-1,bridge,1,1,overall,,,,,61017.0,8349.951652818067
0,2,16,-1,bridge,1,2,read,123.20372537506833,146.0,167.0,246955.0,,
1,2,16,-1,bridge,1,2,update,119.48124633520027,142.0,163.0,247285.0,,
2,2,16,-1,bridge,1,2,overall,,,,,61016.0,8100.170447095844
0,2,16,-1,bridge,1,3,read,130.81987480506166,166.0,191.0,230201.0,,
1,2,16,-1,bridge,1,3,update,128.96298509530862,164.0,190.0,230934.0,,
2,2,16,-1,bridge,1,3,overall,,,,,61012.0,7558.103323936275
0,2,16,-1,bridge,1,4,read,122.72484923245614,150.0,182.0,248064.0,,
1,2,16,-1,bridge,1,4,update,119.34434357118305,147.0,181.0,247285.0,,
2,2,16,-1,bridge,1,4,overall,,,,,61016.0,8118.346007604563
0,2,16,-1,bridge,1,5,read,118.91881622500343,145.0,176.0,255285.0,,
1,2,16,-1,bridge,1,5,update,115.1831206469406,141.0,174.0,256716.0,,
2,2,16,-1,bridge,1,5,overall,,,,,61018.0,8390.982988626307
0,2,16,-1,bridge,1,6,read,119.83715390430592,144.0,172.0,253976.0,,
1,2,16,-1,bridge,1,6,update,115.87453277632943,140.0,171.0,254696.0,,
2,2,16,-1,bridge,1,6,overall,,,,,61018.0,8336.425317119538
0,2,16,-1,bridge,1,7,read,146.34332295221637,185.0,231.0,207749.0,,
1,2,16,-1,bridge,1,7,update,142.722356307719,181.0,229.0,207579.0,,
2,2,16,-1,bridge,1,7,overall,,,,,61018.0,6806.6472188534535
0,2,16,-1,bridge,1,8,read,122.0518545018953,149.0,185.0,248773.0,,
1,2,16,-1,bridge,1,8,update,118.59243726173116,146.0,183.0,248931.0,,
2,2,16,-1,bridge,1,8,overall,,,,,61015.0,8157.076128820781
0,2,16,-1,bridge,1,9,read,122.95742712642192,153.0,193.0,247552.0,,
1,2,16,-1,bridge,1,9,update,119.20204629427506,149.0,189.0,247374.0,,
2,2,16,-1,bridge,1,9,overall,,,,,61022.0,8110.615843466291
0,2,16,-1,bridge,1,10,read,117.39791133020175,143.0,160.0,258442.0,,
1,2,16,-1,bridge,1,10,update,114.57689257515561,139.0,158.0,258497.0,,
2,2,16,-1,bridge,1,10,overall,,,,,61015.0,8472.326477095796
0,2,16,-1,bridge,1,11,read,118.12168401465372,143.0,163.0,257955.0,,
1,2,16,-1,bridge,1,11,update,114.18408993186158,139.0,160.0,258151.0,,
2,2,16,-1,bridge,1,11,overall,,,,,61019.0,8458.119602091152
0,2,16,-1,bridge,1,12,read,127.88597691087159,158.0,197.0,237601.0,,
1,2,16,-1,bridge,1,12,update,124.66950395994807,155.0,195.0,236493.0,,
2,2,16,-1,bridge,1,12,overall,,,,,61019.0,7769.612743571674
0,2,16,-1,bridge,1,13,read,117.5734831512844,144.0,170.0,258447.0,,
1,2,16,-1,bridge,1,13,update,113.45773419307238,139.0,168.0,260234.0,,
2,2,16,-1,bridge,1,13,overall,,,,,61020.0,8500.18026876434
0,2,16,-1,bridge,1,14,read,120.699493152418,147.0,167.0,252936.0,,
1,2,16,-1,bridge,1,14,update,116.6862675149137,143.0,163.0,252285.0,,
2,2,16,-1,bridge,1,14,overall,,,,,61019.0,8279.732542322883
0,2,16,-1,bridge,1,15,read,119.26285442525528,148.0,170.0,254426.0,,
1,2,16,-1,bridge,1,15,update,116.52978157555157,144.0,168.0,254184.0,,
2,2,16,-1,bridge,1,15,overall,,,,,61017.0,8335.545831489584
0,2,16,-1,bridge,1,16,read,113.53789153967577,137.0,155.0,267342.0,,
1,2,16,-1,bridge,1,16,update,110.8202230756537,134.0,153.0,266636.0,,
2,2,16,-1,bridge,1,16,overall,,,,,61017.0,8751.298818362096
