,repetitions,num_vms,rps,interface,repetition,vm_number,op,avg_us,95th_us,99th_us,ops,runtime,ops_per_sec
0,2,32,-1,bridge,1,1,read,174.48577513809283,231.0,276.0,173253.0,,
1,2,32,-1,bridge,1,1,update,171.80037835312575,229.0,273.0,173383.0,,
2,2,32,-1,bridge,1,1,overall,,,,,61019.0,5680.787951293859
0,2,32,-1,bridge,1,2,read,183.18967608880263,243.0,275.0,164860.0,,
1,2,32,-1,bridge,1,2,update,180.8533635034548,241.0,273.0,164843.0,,
2,2,32,-1,bridge,1,2,overall,,,,,61021.0,5403.107127054621
0,2,32,-1,bridge,1,3,read,172.85680515471608,227.0,271.0,174287.0,,
1,2,32,-1,bridge,1,3,update,170.78584591860604,225.0,267.0,175271.0,,
2,2,32,-1,bridge,1,3,overall,,,,,61015.0,5729.050233549127
0,2,32,-1,bridge,1,4,read,182.12973785575426,229.0,258.0,165634.0,,
1,2,32,-1,bridge,1,4,update,179.74154363105635,227.0,254.0,165467.0,,
2,2,32,-1,bridge,1,4,overall,,,,,61017.0,5426.3729780225185
0,2,32,-1,bridge,1,5,read,174.07439904261074,236.0,268.0,173806.0,,
1,2,32,-1,bridge,1,5,update,171.54689191367834,233.0,265.0,173676.0,,
2,2,32,-1,bridge,1,5,overall,,,,,61019.0,5694.652485291466
0,2,32,-1,bridge,1,6,read,174.30182037787938,231.0,261.0,173865.0,,
1,2,32,-1,bridge,1,6,update,171.23696259394708,228.0,259.0,173635.0,,
2,2,32,-1,bridge,1,6,overall,,,,,61018.0,5695.040807630535
0,2,32,-1,bridge,1,7,read,180.64099023984986,234.0,277.0,167313.0,,
1,2,32,-1,bridge,1,7,update,177.56572957383926,231.0,276.0,167824.0,,
2,2,32,-1,bridge,1,7,overall,,,,,61018.0,5492.428463732013
0,2,32,-1,bridge,1,8,read,187.17189906775624,244.0,275.0,161653.0,,
1,2,32,-1,bridge,1,8,update,184.0435668632476,242.0,275.0,161935.0,,
2,2,32,-1,bridge,1,8,overall,,,,,61020.0,5302.982628646346
0,2,32,-1,bridge,1,9,read,179.71411428537482,232.0,276.0,168333.0,,
1,2,32,-1,bridge,1,9,update,176.4745175626218,229.0,271.0,168312.0,,
2,2,32,-1,bridge,1,9,overall,,,,,61018.0,5517.142482546134
0,2,32,-1,bridge,1,10,read,185.98813549959183,240.0,280.0,162923.0,,
1,2,32,-1,bridge,1,10,update,183.3092963229904,237.0,277.0,162333.0,,
2,2,32,-1,bridge,1,10,overall,,,,,61020.0,5330.317928548017
0,2,32,-1,bridge,1,11,read,171.2070400308803,221.0,257.0,176164.0,,
1,2,32,-1,bridge,1,11,update,168.51117462002904,219.0,255.0,177053.0,,
2,2,32,-1,bridge,1,11,overall,,,,,61016.0,5788.924216598924
0,2,32,-1,bridge,1,12,read,185.97755460769733,250.0,286.0,162706.0,,
1,2,32,-1,bridge,1,12,update,183.08134682865975,247.0,283.0,162723.0,,
2,2,32,-1,bridge,1,12,overall,,,,,61016.0,5333.502687819589
0,2,32,-1,bridge,1,13,read,174.337473198754,220.0,244.0,173033.0,,
1,2,32,-1,bridge,1,13,update,171.7700997863777,218.0,241.0,173671.0,,
2,2,32,-1,bridge,1,13,overall,,,,,61019.0,5681.902358281846
0,2,32,-1,bridge,1,14,read,183.8150215743156,236.0,280.0,164084.0,,
1,2,32,-1,bridge,1,14,update,180.8259980212563,235.0,277.0,164751.0,,
2,2,32,-1,bridge,1,14,overall,,,,,61017.0,5389.235786747956
0,2,32,-1,bridge,1,15,read,178.4793579200293,231.0,276.0,169387.0,,
1,2,32,-1,bridge,1,15,update,175.69870440244168,228.0,274.0,169883.0,,
2,2,32,-1,bridge,1,15,overall,,,,,61020.0,5559.980334316618
0,2,32,-1,bridge,1,16,read,177.6295382011179,227.0,262.0,170139.0,,
1,2,32,-1,bridge,1,16,update,175.5006949352179,224.0,260.0,169800.0,,
2,2,32,-1,bridge,1,16,overall,,,,,61018.0,5571.126552820479
0,2,32,-1,bridge,1,17,read,170.51374252631697,218.0,243.0,176787.0,,
1,2,32,-1,bridge,1,17,update,168.10841842472223,215.0,240.0,177848.0,,
2,2,32,-1,bridge,1,17,overall,,,,,61018.0,5811.973516011669
0,2,32,-1,bridge,1,18,read,182.76325494079552,230.0,257.0,164599.0,,
1,2,32,-1,bridge,1,18,update,179.89686133760495,228.0,254.0,166058.0,,
2,2,32,-1,bridge,1,18,overall,,,,,61011.0,5419.629247184934
0,2,32,-1,bridge,1,19,read,172.56598549165884,223.0,258.0,174796.0,,
1,2,32,-1,bridge,1,19,update,170.44238098498334,220.0,255.0,175272.0,,
2,2,32,-1,bridge,1,19,overall,,,,,61023.0,5736.656670435737
0,2,32,-1,bridge,1,20,read,175.323130574043,230.0,275.0,172339.0,,
1,2,32,-1,bridge,1,20,update,173.35776844700845,228.0,273.0,171952.0,,
2,2,32,-1,bridge,1,20,overall,,,,,61016.0,5642.634718762291
0,2,32,-1,bridge,1,21,read,166.36056751467711,213.0,243.0,181916.0,,
1,2,32,-1,bridge,1,21,update,163.87066748181073,211.0,241.0,181563.0,,
2,2,32,-1,bridge,1,21,overall,,,,,61008.0,5957.890768423813
0,2,32,-1,bridge,1,22,read,179.67715340198822,227.0,254.0,167990.0,,
1,2,32,-1,bridge,1,22,update,177.35752296578173,225.0,251.0,168185.0,,
2,2,32,-1,bridge,1,22,overall,,,,,61012.0,5509.981642955484
0,2,32,-1,bridge,1,23,read,177.34094749689018,228.0,267.0,170428.0,,
1,2,32,-1,bridge,1,23,update,174.8362175671056,227.0,266.0,169658.0,,
2,2,32,-1,bridge,1,23,overall,,,,,61013.0,5573.992427843246
0,2,32,-1,bridge,1,24,read,183.164376691802,237.0,279.0,165504.0,,
1,2,32,-1,bridge,1,24,update,180.55453526207393,235.0,276.0,164114.0,,
2,2,32,-1,bridge,1,24,overall,,,,,61022.0,5401.625643210646
0,2,32,-1,bridge,1,25,read,177.85695294899622,233.0,277.0,170007.0,,
1,2,32,-1,bridge,1,25,update,175.31549722362442,231.0,273.0,170366.0,,
2,2,32,-1,bridge,1,25,overall,,,,,61016.0,5578.42205323194
0,2,32,-1,bridge,1,26,read,173.29663974874055,224.0,261.0,174481.0,,
1,2,32,-1,bridge,1,26,update,170.1100616016427,222.0,259.0,175320.0,,
2,2,32,-1,bridge,1,26,overall,,,,,61008.0,5733.690663519538
0,2,32,-1,bridge,1,27,read,182.13638550449227,240.0,275.0,166286.0,,
1,2,32,-1,bridge,1,27,update,178.63728991153855,238.0,272.0,166061.0,,
2,2,32,-1,bridge,1,27,overall,,,,,61022.0,5446.347219035758
0,2,32,-1,bridge,1,28,read,180.37936951483266,230.0,262.0,167839.0,,
1,2,32,-1,bridge,1,28,update,177.6098370837514,227.0,260.0,167448.0,,
2,2,32,-1,bridge,1,28,overall,,,,,61016.0,5495.066867706831
0,2,32,-1,bridge,1,29,read,168.17455277454943,219.0,251.0,179831.0,,
1,2,32,-1,bridge,1,29,update,165.63898262682417,216.0,248.0,179875.0,,
2,2,32,-1,bridge,1,29,overall,,,,,61019.0,5894.983529720251
0,2,32,-1,bridge,1,30,read,173.34059993923796,223.0,258.0,174451.0,,
1,2,32,-1,bridge,1,30,update,170.5930830062143,220.0,256.0,174758.0,,
2,2,32,-1,bridge,1,30,overall,,,,,61024.0,5722.486234923965
0,2,32,-1,bridge,1,31,read,172.96737206838293,223.0,257.0,174605.0,,
1,2,32,-1,bridge,1,31,update,170.69442251587438,221.0,255.0,174810.0,,
2,2,32,-1,bridge,1,31,overall,,,,,61015.0,5726.706547570269
0,2,32,-1,bridge,1,32,read,184.33849449204408,239.0,279.0,163400.0,,
1,2,32,-1,bridge,1,32,update,181.9603567466075,237.0,278.0,164038.0,,
2,2,32,-1,bridge,1,32,overall,,,,,61023.0,5365.8128902217195
