,repetitions,num_vms,rps,interface,repetition,vm_number,op,avg_us,95th_us,99th_us,ops,runtime,ops_per_sec
0,2,4,-1,bridge,0,1,read,109.7730774224261,129.0,156.0,277284.0,,
1,2,4,-1,bridge,0,1,update,106.12948752192777,125.0,156.0,277046.0,,
2,2,4,-1,bridge,0,1,overall,,,,,61020.0,9084.398557849885
0,2,4,-1,bridge,0,2,read,112.93954582385742,128.0,142.0,269543.0,,
1,2,4,-1,bridge,0,2,update,109.53357349773454,124.0,139.0,269260.0,,
2,2,4,-1,bridge,0,2,overall,,,,,61019.0,8830.085711008047
0,2,4,-1,bridge,0,3,read,109.56079318892122,126.0,138.0,278370.0,,
1,2,4,-1,bridge,0,3,update,106.14341462360012,123.0,135.0,277524.0,,
2,2,4,-1,bridge,0,3,overall,,,,,61022.0,9109.730916718561
0,2,4,-1,bridge,0,4,read,111.47829365704014,129.0,154.0,273169.0,,
1,2,4,-1,bridge,0,4,update,107.68297423021883,125.0,154.0,273227.0,,
2,2,4,-1,bridge,0,4,overall,,,,,61010.0,8955.843304376333
