,repetitions,num_vms,rps,interface,repetition,vm_number,op,avg_us,95th_us,99th_us,ops,runtime,ops_per_sec
0,2,16,-1,bridge-vhost,1,1,read,107.54684869622042,133.0,162.0,281566.0,,
1,2,16,-1,bridge-vhost,1,1,update,104.41918441062614,129.0,161.0,281833.0,,
2,2,16,-1,bridge-vhost,1,1,overall,,,,,61020.0,9233.021960013111
0,2,16,-1,bridge-vhost,1,2,read,106.1787812451917,132.0,157.0,285964.0,,
1,2,16,-1,bridge-vhost,1,2,update,102.88556039150208,128.0,155.0,286282.0,,
2,2,16,-1,bridge-vhost,1,2,overall,,,,,61017.0,9378.468295720864
0,2,16,-1,bridge-vhost,1,3,read,105.68899325123495,131.0,152.0,287460.0,,
1,2,16,-1,bridge-vhost,1,3,update,102.25270932368475,127.0,150.0,287987.0,,
2,2,16,-1,bridge-vhost,1,3,overall,,,,,61021.0,9430.310876583471
0,2,16,-1,bridge-vhost,1,4,read,107.53017244426847,132.0,153.0,282874.0,,
1,2,16,-1,bridge-vhost,1,4,update,103.85294501394664,128.0,150.0,283581.0,,
2,2,16,-1,bridge-vhost,1,4,overall,,,,,61020.0,9283.103900360538
0,2,16,-1,bridge-vhost,1,5,read,105.07736498762783,132.0,147.0,288955.0,,
1,2,16,-1,bridge-vhost,1,5,update,101.69120772747159,128.0,144.0,290289.0,,
2,2,16,-1,bridge-vhost,1,5,overall,,,,,61010.0,9494.246844779544
0,2,16,-1,bridge-vhost,1,6,read,99.95747735588152,126.0,138.0,302286.0,,
1,2,16,-1,bridge-vhost,1,6,update,97.78509651769573,123.0,135.0,302587.0,,
2,2,16,-1,bridge-vhost,1,6,overall,,,,,61016.0,9913.350596564835
0,2,16,-1,bridge-vhost,1,7,read,102.72033557704323,128.0,145.0,296087.0,,
1,2,16,-1,bridge-vhost,1,7,update,99.96228634367223,125.0,142.0,294164.0,,
2,2,16,-1,bridge-vhost,1,7,overall,,,,,61017.0,9673.549994263894
0,2,16,-1,bridge-vhost,1,8,read,106.18453357588903,132.0,154.0,285845.0,,
1,2,16,-1,bridge-vhost,1,8,update,102.46092487284481,129.0,153.0,286461.0,,
2,2,16,-1,bridge-vhost,1,8,overall,,,,,61020.0,9378.990494919699
0,2,16,-1,bridge-vhost,1,9,read,108.97838636298607,134.0,161.0,279592.0,,
1,2,16,-1,bridge-vhost,1,9,update,105.15282800002865,130.0,159.0,279314.0,,
2,2,16,-1,bridge-vhost,1,9,overall,,,,,61019.0,9159.540471000835
0,2,16,-1,bridge-vhost,1,10,read,106.22489445588081,132.0,157.0,286610.0,,
1,2,16,-1,bridge-vhost,1,10,update,102.85978477341811,128.0,157.0,286210.0,,
2,2,16,-1,bridge-vhost,1,10,overall,,,,,61013.0,9388.4909773327
0,2,16,-1,bridge-vhost,1,11,read,102.68874704507762,129.0,152.0,294847.0,,
1,2,16,-1,bridge-vhost,1,11,update,100.17578196513449,126.0,152.0,294962.0,,
2,2,16,-1,bridge-vhost,1,11,overall,,,,,61019.0,9665.989282026909
0,2,16,-1,bridge-vhost,1,12,read,107.3736227175071,131.0,149.0,282531.0,,
1,2,16,-1,bridge-vhost,1,12,update,104.74298143378901,128.0,146.0,282287.0,,
2,2,16,-1,bridge-vhost,1,12,overall,,,,,61019.0,9256.428325603501
0,2,16,-1,bridge-vhost,1,13,read,107.14491931505884,131.0,151.0,283820.0,,
1,2,16,-1,bridge-vhost,1,13,update,103.47532204676267,127.0,148.0,284586.0,,
2,2,16,-1,bridge-vhost,1,13,overall,,,,,61021.0,9314.92437029875
0,2,16,-1,bridge-vhost,1,14,read,105.92987412050212,130.0,151.0,286385.0,,
1,2,16,-1,bridge-vhost,1,14,update,102.50914430696511,127.0,149.0,287720.0,,
2,2,16,-1,bridge-vhost,1,14,overall,,,,,61018.0,9408.781015438068
0,2,16,-1,bridge-vhost,1,15,read,100.92669846246206,127.0,141.0,299830.0,,
1,2,16,-1,bridge-vhost,1,15,update,98.42878025120838,125.0,139.0,298955.0,,
2,2,16,-1,bridge-vhost,1,15,overall,,,,,61019.0,9813.09100444124
0,2,16,-1,bridge-vhost,1,16,read,104.26152119598045,132.0,151.0,291376.0,,
1,2,16,-1,bridge-vhost,1,16,update,100.82009228849411,128.0,148.0,291694.0,,
2,2,16,-1,bridge-vhost,1,16,overall,,,,,61015.0,9556.174711136606
