,repetitions,num_vms,rps,interface,repetition,vm_number,op,avg_us,95th_us,99th_us,ops,runtime,ops_per_sec
0,2,16,-1,bridge-vhost,0,1,read,99.78678901980396,127.0,142.0,303929.0,,
1,2,16,-1,bridge-vhost,0,1,update,96.90819543982501,124.0,138.0,304462.0,,
2,2,16,-1,bridge-vhost,0,1,overall,,,,,61018.0,9970.680782719854
0,2,16,-1,bridge-vhost,0,2,read,105.85319940631729,131.0,147.0,287022.0,,
1,2,16,-1,bridge-vhost,0,2,update,102.38046909059203,127.0,143.0,286725.0,,
2,2,16,-1,bridge-vhost,0,2,overall,,,,,61017.0,9403.067997443335
0,2,16,-1,bridge-vhost,0,3,read,106.93282865752249,133.0,164.0,284407.0,,
1,2,16,-1,bridge-vhost,0,3,update,103.48191459474646,130.0,163.0,284760.0,,
2,2,16,-1,bridge-vhost,0,3,overall,,,,,61012.0,9328.771389234904
0,2,16,-1,bridge-vhost,0,4,read,103.28537799231871,130.0,149.0,293961.0,,
1,2,16,-1,bridge-vhost,0,4,update,99.89553298457776,126.0,147.0,294380.0,,
2,2,16,-1,bridge-vhost,0,4,overall,,,,,61023.0,9641.299182275536
0,2,16,-1,bridge-vhost,0,5,read,105.24566495109042,131.0,148.0,287367.0,,
1,2,16,-1,bridge-vhost,0,5,update,102.48206672813104,127.0,145.0,288514.0,,
2,2,16,-1,bridge-vhost,0,5,overall,,,,,61009.0,9439.279450572867
0,2,16,-1,bridge-vhost,0,6,read,104.81851482766915,129.0,147.0,291010.0,,
1,2,16,-1,bridge-vhost,0,6,update,101.08703302606342,126.0,143.0,290407.0,,
2,2,16,-1,bridge-vhost,0,6,overall,,,,,61009.0,9530.020160959859
0,2,16,-1,bridge-vhost,0,7,read,103.6299725476154,130.0,149.0,293235.0,,
1,2,16,-1,bridge-vhost,0,7,update,100.53714838502374,126.0,145.0,292543.0,,
2,2,16,-1,bridge-vhost,0,7,overall,,,,,61017.0,9600.242555353427
0,2,16,-1,bridge-vhost,0,8,read,101.44134873355763,130.0,158.0,299303.0,,
1,2,16,-1,bridge-vhost,0,8,update,98.55734489280155,127.0,157.0,298745.0,,
2,2,16,-1,bridge-vhost,0,8,overall,,,,,61017.0,9801.334054443843
0,2,16,-1,bridge-vhost,0,9,read,106.84075496651472,132.0,153.0,284304.0,,
1,2,16,-1,bridge-vhost,0,9,update,103.03827982446617,128.0,148.0,285529.0,,
2,2,16,-1,bridge-vhost,0,9,overall,,,,,61017.0,9338.921939787273
0,2,16,-1,bridge-vhost,0,10,read,110.89637373693189,138.0,159.0,274332.0,,
1,2,16,-1,bridge-vhost,0,10,update,107.23100928910368,134.0,156.0,273331.0,,
2,2,16,-1,bridge-vhost,0,10,overall,,,,,61022.0,8974.845137819148
0,2,16,-1,bridge-vhost,0,11,read,109.81432558274047,136.0,167.0,276624.0,,
1,2,16,-1,bridge-vhost,0,11,update,106.52912828602233,133.0,166.0,276398.0,,
2,2,16,-1,bridge-vhost,0,11,overall,,,,,61020.0,9062.962962962964
0,2,16,-1,bridge-vhost,0,12,read,103.7530779824233,130.0,150.0,291181.0,,
1,2,16,-1,bridge-vhost,0,12,update,101.4118887304243,128.0,148.0,291688.0,,
2,2,16,-1,bridge-vhost,0,12,overall,,,,,61015.0,9552.880439236253
0,2,16,-1,bridge-vhost,0,13,read,102.36893863128095,131.0,149.0,296014.0,,
1,2,16,-1,bridge-vhost,0,13,update,99.16317712180856,127.0,146.0,296457.0,,
2,2,16,-1,bridge-vhost,0,13,overall,,,,,61016.0,9710.092434771208
0,2,16,-1,bridge-vhost,0,14,read,106.28873915878481,131.0,151.0,285254.0,,
1,2,16,-1,bridge-vhost,0,14,update,103.18071059603112,128.0,149.0,286126.0,,
2,2,16,-1,bridge-vhost,0,14,overall,,,,,61011.0,9365.196439986232
0,2,16,-1,bridge-vhost,0,15,read,108.73462177141666,135.0,153.0,278218.0,,
1,2,16,-1,bridge-vhost,0,15,update,105.73096303188635,132.0,151.0,279430.0,,
2,2,16,-1,bridge-vhost,0,15,overall,,,,,61022.0,9138.47464848743
0,2,16,-1,bridge-vhost,0,16,read,105.51056933728431,133.0,172.0,287861.0,,
1,2,16,-1,bridge-vhost,0,16,update,102.06819414128213,130.0,169.0,287708.0,,
2,2,16,-1,bridge-vhost,0,16,overall,,,,,61019.0,9432.619348071912
